partido,match_id,mercado,casa,lado,cuota
England - Spain,1301087025,Correct Score 0 : 7,Parimatch,0 : 7,151.0
England - Spain,1301087025,Correct Score 1 : 0,Parimatch,1 : 0,12.0
England - Spain,1301087025,Correct Score 1 : 1,Parimatch,1 : 1,7.0
England - Spain,1301087025,Correct Score 1 : 2,Parimatch,1 : 2,7.5
England - Spain,1301087025,Correct Score 1 : 3,Parimatch,1 : 3,13.0
England - Spain,1301087025,Correct Score 1 : 4,Parimatch,1 : 4,26.0
England - Spain,1301087025,Correct Score 1 : 5,Parimatch,1 : 5,71.0
England - Spain,1301087025,Correct Score 1 : 6,Parimatch,1 : 6,151.0
England - Spain,1301087025,Correct Score 1 : 7,Parimatch,1 : 7,151.0
England - Spain,1301087025,Correct Score 2 : 0,Parimatch,2 : 0,21.0
England - Spain,1301087025,Correct Score 2 : 1,Parimatch,2 : 1,11.0
England - Spain,1301087025,Correct Score 2 : 2,Parimatch,2 : 2,12.0
England - Spain,1301087025,Correct Score 2 : 3,Parimatch,2 : 3,19.0
England - Spain,1301087025,Correct Score 2 : 4,Parimatch,2 : 4,36.0
England - Spain,1301087025,Correct Score 2 : 5,Parimatch,2 : 5,91.0
England - Spain,1301087025,Correct Score 2 : 6,Parimatch,2 : 6,151.0
England - Spain,1301087025,Correct Score 3 : 0,Parimatch,3 : 0,56.0
England - Spain,1301087025,Correct Score 3 : 1,Parimatch,3 : 1,26.0
England - Spain,1301087025,Correct Score 3 : 2,Parimatch,3 : 2,26.0
England - Spain,1301087025,Correct Score 3 : 3,Parimatch,3 : 3,36.0
England - Spain,1301087025,Correct Score 3 : 4,Parimatch,3 : 4,81.0
England - Spain,1301087025,Correct Score 3 : 5,Parimatch,3 : 5,151.0
England - Spain,1301087025,Correct Score 4 : 0,Parimatch,4 : 0,151.0
England - Spain,1301087025,Correct Score 4 : 1,Parimatch,4 : 1,71.0
England - Spain,1301087025,Correct Score 4 : 2,Parimatch,4 : 2,71.0
England - Spain,1301087025,Correct Score 4 : 3,Parimatch,4 : 3,151.0
England - Spain,1301087025,Correct Score 4 : 4,Parimatch,4 : 4,151.0
England - Spain,1301087025,Correct Score 5 : 0,Parimatch,5 : 0,151.0
England - Spain,1301087025,Correct Score 5 : 1,Parimatch,5 : 1,151.0
England - Spain,1301087025,Correct Score 5 : 2,Parimatch,5 : 2,151.0
England - Spain,1301087025,Correct Score 5 : 3,Parimatch,5 : 3,151.0
England - Spain,1301087025,Correct Score 6 : 0,Parimatch,6 : 0,151.0
England - Spain,1301087025,Correct Score 6 : 1,Parimatch,6 : 1,151.0
England - Spain,1301087025,Correct Score 6 : 2,Parimatch,6 : 2,151.0
England - Spain,1301087025,Odd or Even,Parimatch,Odd,1.83
England - Spain,1301087025,Odd or Even,Parimatch,Even,1.83
England - Spain,1301087025,Full Time Result,Freshbet,Home,3.77
England - Spain,1301087025,Full Time Result,Freshbet,Draw,3.5
England - Spain,1301087025,Full Time Result,Freshbet,Away,1.96
England - Spain,1301087025,Total Goals 2.75,Freshbet,Over,1.91
England - Spain,1301087025,Total Goals 2.75,Freshbet,Under,1.9
England - Spain,1301087025,Total Goals 0.5,Freshbet,Over,1.04
England - Spain,1301087025,Total Goals 0.5,Freshbet,Under,13.86
England - Spain,1301087025,Total Goals 0.75,Freshbet,Over,1.05
England - Spain,1301087025,Total Goals 0.75,Freshbet,Under,10.43
England - Spain,1301087025,Total Goals 1,Freshbet,Over,1.05
England - Spain,1301087025,Total Goals 1,Freshbet,Under,9.81
England - Spain,1301087025,Total Goals 1.25,Freshbet,Over,1.14
England - Spain,1301087025,Total Goals 1.25,Freshbet,Under,5.73
England - Spain,1301087025,Total Goals 1.5,Freshbet,Over,1.23
England - Spain,1301087025,Total Goals 1.5,Freshbet,Under,4.21
England - Spain,1301087025,Total Goals 1.75,Freshbet,Over,1.28
England - Spain,1301087025,Total Goals 1.75,Freshbet,Under,3.76
England - Spain,1301087025,Total Goals 2,Freshbet,Over,1.34
England - Spain,1301087025,Total Goals 2,Freshbet,Under,3.3
England - Spain,1301087025,Total Goals 2.25,Freshbet,Over,1.54
England - Spain,1301087025,Total Goals 2.25,Freshbet,Under,2.5
England - Spain,1301087025,Total Goals 2.5,Freshbet,Over,1.73
England - Spain,1301087025,Total Goals 2.5,Freshbet,Under,2.11
England - Spain,1301087025,Total Goals 3,Freshbet,Over,2.2
England - Spain,1301087025,Total Goals 3,Freshbet,Under,1.68
England - Spain,1301087025,Total Goals 3.25,Freshbet,Over,2.48
England - Spain,1301087025,Total Goals 3.25,Freshbet,Under,1.55
England - Spain,1301087025,Total Goals 3.5,Freshbet,Over,2.76
England - Spain,1301087025,Total Goals 3.5,Freshbet,Under,1.45
England - Spain,1301087025,Total Goals 3.75,Freshbet,Over,3.31
England - Spain,1301087025,Total Goals 3.75,Freshbet,Under,1.34
England - Spain,1301087025,Total Goals 4,Freshbet,Over,4.34
England - Spain,1301087025,Total Goals 4,Freshbet,Under,1.22
England - Spain,1301087025,Total Goals 4.25,Freshbet,Over,4.72
England - Spain,1301087025,Total Goals 4.25,Freshbet,Under,1.19
England - Spain,1301087025,Total Goals 4.5,Freshbet,Over,5.15
England - Spain,1301087025,Total Goals 4.5,Freshbet,Under,1.17
England - Spain,1301087025,Total Goals 4.75,Freshbet,Over,6.39
England - Spain,1301087025,Total Goals 4.75,Freshbet,Under,1.12
England - Spain,1301087025,Total Goals 5,Freshbet,Over,8.81
England - Spain,1301087025,Total Goals 5,Freshbet,Under,1.07
England - Spain,1301087025,Total Goals 5.25,Freshbet,Over,9.15
England - Spain,1301087025,Total Goals 5.25,Freshbet,Under,1.06
England - Spain,1301087025,Total Goals 5.5,Freshbet,Over,11.09
England - Spain,1301087025,Total Goals 5.5,Freshbet,Under,1.06
England - Spain,1301087025,Asian Handicap +0.25/-0.25,Freshbet,Home,2.13
England - Spain,1301087025,Asian Handicap +0.25/-0.25,Freshbet,Away,1.69
England - Spain,1301087025,Asian Handicap -1.25/+1.25,Freshbet,Home,5.1
England - Spain,1301087025,Asian Handicap -1.25/+1.25,Freshbet,Away,1.16
England - Spain,1301087025,Asian Handicap -1/+1,Freshbet,Home,6.05
England - Spain,1301087025,Asian Handicap -1/+1,Freshbet,Away,1.12
England - Spain,1301087025,Asian Handicap -0.75/+0.75,Freshbet,Home,4.56
England - Spain,1301087025,Asian Handicap -0.75/+0.75,Freshbet,Away,1.19
England - Spain,1301087025,Asian Handicap -0.5/+0.5,Freshbet,Home,3.65
England - Spain,1301087025,Asian Handicap -0.5/+0.5,Freshbet,Away,1.29
England - Spain,1301087025,Asian Handicap -0.25/+0.25,Freshbet,Home,3.16
England - Spain,1301087025,Asian Handicap -0.25/+0.25,Freshbet,Away,1.35
England - Spain,1301087025,Asian Handicap 0,Freshbet,Home,2.72
England - Spain,1301087025,Asian Handicap 0,Freshbet,Away,1.45
England - Spain,1301087025,Asian Handicap +0.5/-0.5,Freshbet,Home,1.86
England - Spain,1301087025,Asian Handicap +0.5/-0.5,Freshbet,Away,1.95
England - Spain,1301087025,Asian Handicap +0.75/-0.75,Freshbet,Home,1.65
England - Spain,1301087025,Asian Handicap +0.75/-0.75,Freshbet,Away,2.21
England - Spain,1301087025,Asian Handicap +1/-1,Freshbet,Home,1.45
England - Spain,1301087025,Asian Handicap +1/-1,Freshbet,Away,2.68
England - Spain,1301087025,Asian Handicap +1.25/-1.25,Freshbet,Home,1.37
England - Spain,1301087025,Asian Handicap +1.25/-1.25,Freshbet,Away,3.03
England - Spain,1301087025,Asian Handicap +1.5/-1.5,Freshbet,Home,1.31
England - Spain,1301087025,Asian Handicap +1.5/-1.5,Freshbet,Away,3.46
England - Spain,1301087025,Asian Handicap +1.75/-1.75,Freshbet,Home,1.22
England - Spain,1301087025,Asian Handicap +1.75/-1.75,Freshbet,Away,4.18
England - Spain,1301087025,Full Time Result,Campobet,Home,3.6
England - Spain,1301087025,Full Time Result,Campobet,Draw,3.33
England - Spain,1301087025,Full Time Result,Campobet,Away,1.95
England - Spain,1301087025,Total Goals 2.75,Campobet,Over,1.83
England - Spain,1301087025,Total Goals 2.75,Campobet,Under,1.83
England - Spain,1301087025,Total Goals 0.5,Campobet,Over,1.03
England - Spain,1301087025,Total Goals 0.5,Campobet,Under,8.5
England - Spain,1301087025,Total Goals 1,Campobet,Over,1.04
England - Spain,1301087025,Total Goals 1,Campobet,Under,8.0
England - Spain,1301087025,Total Goals 1.25,Campobet,Over,1.12
England - Spain,1301087025,Total Goals 1.25,Campobet,Under,5.0
England - Spain,1301087025,Total Goals 1.5,Campobet,Over,1.2
England - Spain,1301087025,Total Goals 1.5,Campobet,Under,3.8
England - Spain,1301087025,Total Goals 1.75,Campobet,Over,1.23
England - Spain,1301087025,Total Goals 1.75,Campobet,Under,3.6
England - Spain,1301087025,Total Goals 2,Campobet,Over,1.3
England - Spain,1301087025,Total Goals 2,Campobet,Under,3.1
England - Spain,1301087025,Total Goals 2.25,Campobet,Over,1.48
England - Spain,1301087025,Total Goals 2.25,Campobet,Under,2.4
England - Spain,1301087025,Total Goals 2.5,Campobet,Over,1.66
England - Spain,1301087025,Total Goals 2.5,Campobet,Under,2.05
England - Spain,1301087025,Total Goals 3,Campobet,Over,2.08
England - Spain,1301087025,Total Goals 3,Campobet,Under,1.63
England - Spain,1301087025,Total Goals 3.25,Campobet,Over,2.36
England - Spain,1301087025,Total Goals 3.25,Campobet,Under,1.5
England - Spain,1301087025,Total Goals 3.5,Campobet,Over,2.6
England - Spain,1301087025,Total Goals 3.5,Campobet,Under,1.41
England - Spain,1301087025,Total Goals 3.75,Campobet,Over,3.1
England - Spain,1301087025,Total Goals 3.75,Campobet,Under,1.3
England - Spain,1301087025,Total Goals 4,Campobet,Over,4.0
England - Spain,1301087025,Total Goals 4,Campobet,Under,1.18
England - Spain,1301087025,Total Goals 4.25,Campobet,Over,4.33
England - Spain,1301087025,Total Goals 4.25,Campobet,Under,1.16
England - Spain,1301087025,Total Goals 4.5,Campobet,Over,4.5
England - Spain,1301087025,Total Goals 4.5,Campobet,Under,1.15
England - Spain,1301087025,Total Goals 4.75,Campobet,Over,5.5
England - Spain,1301087025,Total Goals 4.75,Campobet,Under,1.1
England - Spain,1301087025,Total Goals 5,Campobet,Over,7.0
England - Spain,1301087025,Total Goals 5,Campobet,Under,1.05
England - Spain,1301087025,Total Goals 5.5,Campobet,Over,8.0
England - Spain,1301087025,Total Goals 5.5,Campobet,Under,1.04
England - Spain,1301087025,Asian Handicap +0.25/-0.25,Campobet,Home,2.1
England - Spain,1301087025,Asian Handicap +0.25/-0.25,Campobet,Away,1.6
England - Spain,1301087025,Asian Handicap -1.5/+1.5,Campobet,Home,5.0
England - Spain,1301087025,Asian Handicap -1.5/+1.5,Campobet,Away,1.14
England - Spain,1301087025,Asian Handicap -1/+1,Campobet,Home,4.2
England - Spain,1301087025,Asian Handicap -1/+1,Campobet,Away,1.2
England - Spain,1301087025,Asian Handicap -0.75/+0.75,Campobet,Home,4.25
England - Spain,1301087025,Asian Handicap -0.75/+0.75,Campobet,Away,1.15
England - Spain,1301087025,Asian Handicap -0.5/+0.5,Campobet,Home,3.25
England - Spain,1301087025,Asian Handicap -0.5/+0.5,Campobet,Away,1.25
England - Spain,1301087025,Asian Handicap -0.25/+0.25,Campobet,Home,3.0
England - Spain,1301087025,Asian Handicap -0.25/+0.25,Campobet,Away,1.3
England - Spain,1301087025,Asian Handicap +0.5/-0.5,Campobet,Home,1.8
England - Spain,1301087025,Asian Handicap +0.5/-0.5,Campobet,Away,1.85
England - Spain,1301087025,Asian Handicap +0.75/-0.75,Campobet,Home,1.6
England - Spain,1301087025,Asian Handicap +0.75/-0.75,Campobet,Away,2.1
England - Spain,1301087025,Asian Handicap +1/-1,Campobet,Home,1.4
England - Spain,1301087025,Asian Handicap +1/-1,Campobet,Away,2.54
England - Spain,1301087025,Asian Handicap +1.25/-1.25,Campobet,Home,1.33
England - Spain,1301087025,Asian Handicap +1.25/-1.25,Campobet,Away,2.83
England - Spain,1301087025,Asian Handicap +1.5/-1.5,Campobet,Home,1.28
England - Spain,1301087025,Asian Handicap +1.5/-1.5,Campobet,Away,3.1
England - Spain,1301087025,Asian Handicap +1.75/-1.75,Campobet,Home,1.18
England - Spain,1301087025,Asian Handicap +1.75/-1.75,Campobet,Away,3.8
England - Spain,1301087025,Odd or Even,Campobet,Odd,1.94
England - Spain,1301087025,Odd or Even,Campobet,Even,1.85
England - Spain,1301087025,Full Time Result,bet-at-home,Home,3.95
England - Spain,1301087025,Full Time Result,bet-at-home,Draw,3.5
England - Spain,1301087025,Full Time Result,bet-at-home,Away,2.05
England - Spain,1301087025,Full Time Result,Nine Casino,Home,3.9
England - Spain,1301087025,Full Time Result,Nine Casino,Draw,3.5
England - Spain,1301087025,Full Time Result,Nine Casino,Away,1.95
England - Spain,1301087025,Full Time Result,N1Bet,Home,3.78
England - Spain,1301087025,Full Time Result,N1Bet,Draw,3.5
England - Spain,1301087025,Full Time Result,N1Bet,Away,1.98
England - Spain,1301087025,Total Goals 0.5,N1Bet,Over,1.03
England - Spain,1301087025,Total Goals 0.5,N1Bet,Under,11.9
England - Spain,1301087025,Total Goals 1,N1Bet,Over,1.04
England - Spain,1301087025,Total Goals 1,N1Bet,Under,10.7
England - Spain,1301087025,Total Goals 1.5,N1Bet,Over,1.25
England - Spain,1301087025,Total Goals 1.5,N1Bet,Under,4.0
England - Spain,1301087025,Total Goals 2,N1Bet,Over,1.35
England - Spain,1301087025,Total Goals 2,N1Bet,Under,3.2
England - Spain,1301087025,Total Goals 2.5,N1Bet,Over,1.74
England - Spain,1301087025,Total Goals 2.5,N1Bet,Under,2.09
England - Spain,1301087025,Total Goals 3,N1Bet,Over,2.25
England - Spain,1301087025,Total Goals 3,N1Bet,Under,1.64
England - Spain,1301087025,Total Goals 3.5,N1Bet,Over,2.83
England - Spain,1301087025,Total Goals 3.5,N1Bet,Under,1.43
England - Spain,1301087025,Total Goals 4,N1Bet,Over,4.45
England - Spain,1301087025,Total Goals 4,N1Bet,Under,1.21
England - Spain,1301087025,Total Goals 4.5,N1Bet,Over,5.3
England - Spain,1301087025,Total Goals 4.5,N1Bet,Under,1.16
England - Spain,1301087025,Total Goals 5,N1Bet,Over,9.4
England - Spain,1301087025,Total Goals 5,N1Bet,Under,1.06
England - Spain,1301087025,Total Goals 5.5,N1Bet,Over,10.2
England - Spain,1301087025,Total Goals 5.5,N1Bet,Under,1.05
England - Spain,1301087025,Asian Handicap +0.25/-0.25,N1Bet,Home,2.14
England - Spain,1301087025,Asian Handicap +0.25/-0.25,N1Bet,Away,1.71
England - Spain,1301087025,Asian Handicap -2.25/+2.25,N1Bet,Home,13.4
England - Spain,1301087025,Asian Handicap -2.25/+2.25,N1Bet,Away,1.02
England - Spain,1301087025,Asian Handicap -1.75/+1.75,N1Bet,Home,10.2
England - Spain,1301087025,Asian Handicap -1.75/+1.75,N1Bet,Away,1.05
England - Spain,1301087025,Asian Handicap -1.25/+1.25,N1Bet,Home,7.1
England - Spain,1301087025,Asian Handicap -1.25/+1.25,N1Bet,Away,1.1
England - Spain,1301087025,Asian Handicap -0.75/+0.75,N1Bet,Home,4.6
England - Spain,1301087025,Asian Handicap -0.75/+0.75,N1Bet,Away,1.2
England - Spain,1301087025,Asian Handicap -0.25/+0.25,N1Bet,Home,3.2
England - Spain,1301087025,Asian Handicap -0.25/+0.25,N1Bet,Away,1.35
England - Spain,1301087025,Asian Handicap +0.75/-0.75,N1Bet,Home,1.62
England - Spain,1301087025,Asian Handicap +0.75/-0.75,N1Bet,Away,2.3
England - Spain,1301087025,Asian Handicap +1.25/-1.25,N1Bet,Home,1.32
England - Spain,1301087025,Asian Handicap +1.25/-1.25,N1Bet,Away,3.4
England - Spain,1301087025,Asian Handicap +1.75/-1.75,N1Bet,Home,1.19
England - Spain,1301087025,Asian Handicap +1.75/-1.75,N1Bet,Away,4.75
England - Spain,1301087025,Asian Handicap +2.25/-2.25,N1Bet,Home,1.1
England - Spain,1301087025,Asian Handicap +2.25/-2.25,N1Bet,Away,7.1
England - Spain,1301087025,Asian Handicap +2.75/-2.75,N1Bet,Home,1.06
England - Spain,1301087025,Asian Handicap +2.75/-2.75,N1Bet,Away,9.4
England - Spain,1301087025,Asian Handicap +3.25/-3.25,N1Bet,Home,1.02
England - Spain,1301087025,Asian Handicap +3.25/-3.25,N1Bet,Away,13.4
England - Spain,1301087025,Full Time Result,Betsson,Home,3.7
England - Spain,1301087025,Full Time Result,Betsson,Draw,3.4
England - Spain,1301087025,Full Time Result,Betsson,Away,2.02
England - Spain,1301087025,Asian Handicap +0.25/-0.25,Betsson,Home,2.1
England - Spain,1301087025,Asian Handicap +0.25/-0.25,Betsson,Away,1.72
England - Spain,1301087025,Asian Handicap -0.5/+0.5,Betsson,Home,2.95
England - Spain,1301087025,Asian Handicap -0.5/+0.5,Betsson,Away,1.44
England - Spain,1301087025,Asian Handicap -0.25/+0.25,Betsson,Home,2.95
England - Spain,1301087025,Asian Handicap -0.25/+0.25,Betsson,Away,1.4
England - Spain,1301087025,Asian Handicap +0.5/-0.5,Betsson,Home,1.8
England - Spain,1301087025,Asian Handicap +0.5/-0.5,Betsson,Away,2.05
England - Spain,1301087025,Asian Handicap +0.75/-0.75,Betsson,Home,1.6
England - Spain,1301087025,Asian Handicap +0.75/-0.75,Betsson,Away,2.3
England - Spain,1301087025,Asian Handicap +1/-1,Betsson,Home,1.4
England - Spain,1301087025,Asian Handicap +1/-1,Betsson,Away,2.9
England - Spain,1301087025,Both Teams To Score,Betsson,Yes,1.62
England - Spain,1301087025,Both Teams To Score,Betsson,No,2.22
England - Spain,1301087025,Correct Score 4 : 2,Betsson,4 : 2,81.0
England - Spain,1301087025,Full Time Result,Powbet,Home,3.75
England - Spain,1301087025,Full Time Result,Powbet,Draw,3.6
England - Spain,1301087025,Full Time Result,Powbet,Away,1.94
England - Spain,1301087025,Total Goals 2.75,Powbet,Over,1.87
England - Spain,1301087025,Total Goals 2.75,Powbet,Under,1.9
England - Spain,1301087025,Total Goals 0.5,Powbet,Over,1.03
England - Spain,1301087025,Total Goals 0.5,Powbet,Under,10.0
England - Spain,1301087025,Total Goals 1,Powbet,Over,1.05
England - Spain,1301087025,Total Goals 1,Powbet,Under,8.5
England - Spain,1301087025,Total Goals 1.25,Powbet,Over,1.13
England - Spain,1301087025,Total Goals 1.25,Powbet,Under,5.33
England - Spain,1301087025,Total Goals 1.5,Powbet,Over,1.2
England - Spain,1301087025,Total Goals 1.5,Powbet,Under,4.2
England - Spain,1301087025,Total Goals 1.75,Powbet,Over,1.25
England - Spain,1301087025,Total Goals 1.75,Powbet,Under,3.66
England - Spain,1301087025,Total Goals 2,Powbet,Over,1.32
England - Spain,1301087025,Total Goals 2,Powbet,Under,3.2
England - Spain,1301087025,Total Goals 2.25,Powbet,Over,1.5
England - Spain,1301087025,Total Goals 2.25,Powbet,Under,2.5
England - Spain,1301087025,Total Goals 2.5,Powbet,Over,1.7
England - Spain,1301087025,Total Goals 2.5,Powbet,Under,2.1
England - Spain,1301087025,Total Goals 3,Powbet,Over,2.16
England - Spain,1301087025,Total Goals 3,Powbet,Under,1.64
England - Spain,1301087025,Total Goals 3.25,Powbet,Over,2.42
England - Spain,1301087025,Total Goals 3.25,Powbet,Under,1.52
England - Spain,1301087025,Total Goals 3.5,Powbet,Over,2.71
England - Spain,1301087025,Total Goals 3.5,Powbet,Under,1.42
England - Spain,1301087025,Total Goals 3.75,Powbet,Over,3.2
England - Spain,1301087025,Total Goals 3.75,Powbet,Under,1.32
England - Spain,1301087025,Total Goals 4,Powbet,Over,4.2
England - Spain,1301087025,Total Goals 4,Powbet,Under,1.2
England - Spain,1301087025,Total Goals 4.25,Powbet,Over,4.5
England - Spain,1301087025,Total Goals 4.25,Powbet,Under,1.18
England - Spain,1301087025,Total Goals 4.5,Powbet,Over,4.75
England - Spain,1301087025,Total Goals 4.5,Powbet,Under,1.16
England - Spain,1301087025,Total Goals 4.75,Powbet,Over,6.0
England - Spain,1301087025,Total Goals 4.75,Powbet,Under,1.11
England - Spain,1301087025,Total Goals 5,Powbet,Over,8.0
England - Spain,1301087025,Total Goals 5,Powbet,Under,1.05
England - Spain,1301087025,Total Goals 5.5,Powbet,Over,8.5
England - Spain,1301087025,Total Goals 5.5,Powbet,Under,1.05
England - Spain,1301087025,Asian Handicap +0.25/-0.25,Powbet,Home,2.1
England - Spain,1301087025,Asian Handicap +0.25/-0.25,Powbet,Away,1.66
England - Spain,1301087025,Asian Handicap -0.75/+0.75,Powbet,Home,4.5
England - Spain,1301087025,Asian Handicap -0.75/+0.75,Powbet,Away,1.16
England - Spain,1301087025,Asian Handicap -0.5/+0.5,Powbet,Home,3.5
England - Spain,1301087025,Asian Handicap -0.5/+0.5,Powbet,Away,1.26
England - Spain,1301087025,Asian Handicap -0.25/+0.25,Powbet,Home,3.1
England - Spain,1301087025,Asian Handicap -0.25/+0.25,Powbet,Away,1.33
England - Spain,1301087025,Asian Handicap +0.5/-0.5,Powbet,Home,1.8
England - Spain,1301087025,Asian Handicap +0.5/-0.5,Powbet,Away,1.86
England - Spain,1301087025,Asian Handicap +0.75/-0.75,Powbet,Home,1.64
England - Spain,1301087025,Asian Handicap +0.75/-0.75,Powbet,Away,2.15
England - Spain,1301087025,Asian Handicap +1/-1,Powbet,Home,1.45
England - Spain,1301087025,Asian Handicap +1/-1,Powbet,Away,2.6
England - Spain,1301087025,Asian Handicap +1.25/-1.25,Powbet,Home,1.36
England - Spain,1301087025,Asian Handicap +1.25/-1.25,Powbet,Away,2.9
England - Spain,1301087025,Asian Handicap +1.5/-1.5,Powbet,Home,1.3
England - Spain,1301087025,Asian Handicap +1.5/-1.5,Powbet,Away,3.25
England - Spain,1301087025,Asian Handicap +1.75/-1.75,Powbet,Home,1.22
England - Spain,1301087025,Asian Handicap +1.75/-1.75,Powbet,Away,4.0
England - Spain,1301087025,Odd or Even,Powbet,Odd,1.94
England - Spain,1301087025,Odd or Even,Powbet,Even,1.85
England - Spain,1301087025,Full Time Result,Goldenbet,Home,3.77
England - Spain,1301087025,Full Time Result,Goldenbet,Draw,3.5
England - Spain,1301087025,Full Time Result,Goldenbet,Away,1.96
England - Spain,1301087025,Total Goals 2.75,Goldenbet,Over,1.91
England - Spain,1301087025,Total Goals 2.75,Goldenbet,Under,1.9
England - Spain,1301087025,Total Goals 0.5,Goldenbet,Over,1.04
England - Spain,1301087025,Total Goals 0.5,Goldenbet,Under,13.86
England - Spain,1301087025,Total Goals 0.75,Goldenbet,Over,1.05
England - Spain,1301087025,Total Goals 0.75,Goldenbet,Under,10.43
England - Spain,1301087025,Total Goals 1,Goldenbet,Over,1.05
England - Spain,1301087025,Total Goals 1,Goldenbet,Under,9.81
England - Spain,1301087025,Total Goals 1.25,Goldenbet,Over,1.14
England - Spain,1301087025,Total Goals 1.25,Goldenbet,Under,5.73
England - Spain,1301087025,Total Goals 1.5,Goldenbet,Over,1.23
England - Spain,1301087025,Total Goals 1.5,Goldenbet,Under,4.21
England - Spain,1301087025,Total Goals 1.75,Goldenbet,Over,1.28
England - Spain,1301087025,Total Goals 1.75,Goldenbet,Under,3.76
England - Spain,1301087025,Total Goals 2,Goldenbet,Over,1.34
England - Spain,1301087025,Total Goals 2,Goldenbet,Under,3.3
England - Spain,1301087025,Total Goals 2.25,Goldenbet,Over,1.54
England - Spain,1301087025,Total Goals 2.25,Goldenbet,Under,2.5
England - Spain,1301087025,Total Goals 2.5,Goldenbet,Over,1.73
England - Spain,1301087025,Total Goals 2.5,Goldenbet,Under,2.11
England - Spain,1301087025,Total Goals 3,Goldenbet,Over,2.2
England - Spain,1301087025,Total Goals 3,Goldenbet,Under,1.68
England - Spain,1301087025,Total Goals 3.25,Goldenbet,Over,2.48
England - Spain,1301087025,Total Goals 3.25,Goldenbet,Under,1.55
England - Spain,1301087025,Total Goals 3.5,Goldenbet,Over,2.76
England - Spain,1301087025,Total Goals 3.5,Goldenbet,Under,1.45
England - Spain,1301087025,Total Goals 3.75,Goldenbet,Over,3.31
England - Spain,1301087025,Total Goals 3.75,Goldenbet,Under,1.34
England - Spain,1301087025,Total Goals 4,Goldenbet,Over,4.34
England - Spain,1301087025,Total Goals 4,Goldenbet,Under,1.22
England - Spain,1301087025,Total Goals 4.25,Goldenbet,Over,4.72
England - Spain,1301087025,Total Goals 4.25,Goldenbet,Under,1.19
England - Spain,1301087025,Total Goals 4.5,Goldenbet,Over,5.15
England - Spain,1301087025,Total Goals 4.5,Goldenbet,Under,1.17
England - Spain,1301087025,Total Goals 4.75,Goldenbet,Over,6.39
England - Spain,1301087025,Total Goals 4.75,Goldenbet,Under,1.12
England - Spain,1301087025,Total Goals 5,Goldenbet,Over,8.81
England - Spain,1301087025,Total Goals 5,Goldenbet,Under,1.07
England - Spain,1301087025,Total Goals 5.25,Goldenbet,Over,9.15
England - Spain,1301087025,Total Goals 5.25,Goldenbet,Under,1.06
England - Spain,1301087025,Total Goals 5.5,Goldenbet,Over,11.09
England - Spain,1301087025,Total Goals 5.5,Goldenbet,Under,1.06
England - Spain,1301087025,Asian Handicap +0.25/-0.25,Goldenbet,Home,2.13
England - Spain,1301087025,Asian Handicap +0.25/-0.25,Goldenbet,Away,1.69
England - Spain,1301087025,Asian Handicap -1.25/+1.25,Goldenbet,Home,5.1
England - Spain,1301087025,Asian Handicap -1.25/+1.25,Goldenbet,Away,1.16
England - Spain,1301087025,Asian Handicap -1/+1,Goldenbet,Home,6.05
England - Spain,1301087025,Asian Handicap -1/+1,Goldenbet,Away,1.12
England - Spain,1301087025,Asian Handicap -0.75/+0.75,Goldenbet,Home,4.56
England - Spain,1301087025,Asian Handicap -0.75/+0.75,Goldenbet,Away,1.19
England - Spain,1301087025,Asian Handicap -0.5/+0.5,Goldenbet,Home,3.65
England - Spain,1301087025,Asian Handicap -0.5/+0.5,Goldenbet,Away,1.29
England - Spain,1301087025,Asian Handicap -0.25/+0.25,Goldenbet,Home,3.16
England - Spain,1301087025,Asian Handicap -0.25/+0.25,Goldenbet,Away,1.35
England - Spain,1301087025,Asian Handicap 0,Goldenbet,Home,2.72
England - Spain,1301087025,Asian Handicap 0,Goldenbet,Away,1.45
England - Spain,1301087025,Asian Handicap +0.5/-0.5,Goldenbet,Home,1.86
England - Spain,1301087025,Asian Handicap +0.5/-0.5,Goldenbet,Away,1.95
England - Spain,1301087025,Asian Handicap +0.75/-0.75,Goldenbet,Home,1.65
England - Spain,1301087025,Asian Handicap +0.75/-0.75,Goldenbet,Away,2.21
England - Spain,1301087025,Asian Handicap +1/-1,Goldenbet,Home,1.45
England - Spain,1301087025,Asian Handicap +1/-1,Goldenbet,Away,2.68
England - Spain,1301087025,Asian Handicap +1.25/-1.25,Goldenbet,Home,1.37
England - Spain,1301087025,Asian Handicap +1.25/-1.25,Goldenbet,Away,3.03
England - Spain,1301087025,Asian Handicap +1.5/-1.5,Goldenbet,Home,1.31
England - Spain,1301087025,Asian Handicap +1.5/-1.5,Goldenbet,Away,3.46
England - Spain,1301087025,Asian Handicap +1.75/-1.75,Goldenbet,Home,1.22
England - Spain,1301087025,Asian Handicap +1.75/-1.75,Goldenbet,Away,4.18
England - Spain,1301087025,Full Time Result,4rabet,Home,3.9
England - Spain,1301087025,Full Time Result,4rabet,Draw,3.5
England - Spain,1301087025,Full Time Result,4rabet,Away,1.95
England - Spain,1301087025,Full Time Result,Sportingbet,Home,3.6
England - Spain,1301087025,Full Time Result,Sportingbet,Draw,3.3
England - Spain,1301087025,Full Time Result,Sportingbet,Away,1.95
England - Spain,1301087025,Total Corners 5.5,Sportingbet,Over,1.08
England - Spain,1301087025,Total Corners 5.5,Sportingbet,Under,7.25
