partido,match_id,mercado,casa,lado,cuota
Czech Republic - Croatia,1301087876,Correct Score 2 : 1,20Bet,2 : 1,11.0
Czech Republic - Croatia,1301087876,Correct Score 2 : 2,20Bet,2 : 2,12.0
Czech Republic - Croatia,1301087876,Correct Score 2 : 3,20Bet,2 : 3,25.0
Czech Republic - Croatia,1301087876,Correct Score 2 : 4,20Bet,2 : 4,60.0
Czech Republic - Croatia,1301087876,Correct Score 3 : 0,20Bet,3 : 0,45.0
Czech Republic - Croatia,1301087876,Correct Score 3 : 1,20Bet,3 : 1,29.0
Czech Republic - Croatia,1301087876,Correct Score 3 : 2,20Bet,3 : 2,35.0
Czech Republic - Croatia,1301087876,Correct Score 3 : 3,20Bet,3 : 3,60.0
Czech Republic - Croatia,1301087876,Correct Score 4 : 0,20Bet,4 : 0,101.0
Czech Republic - Croatia,1301087876,Correct Score 4 : 1,20Bet,4 : 1,100.0
Czech Republic - Croatia,1301087876,Correct Score 4 : 2,20Bet,4 : 2,101.0
Czech Republic - Croatia,1301087876,Correct Score 5 : 0,20Bet,5 : 0,101.0
Czech Republic - Croatia,1301087876,Correct Score 5 : 1,20Bet,5 : 1,101.0
Czech Republic - Croatia,1301087876,Correct Score 6 : 0,20Bet,6 : 0,101.0
Czech Republic - Croatia,1301087876,Odd or Even,20Bet,Odd,1.95
Czech Republic - Croatia,1301087876,Odd or Even,20Bet,Even,1.82
Czech Republic - Croatia,1301087876,Full Time Result,LeoVegas Sport,Home,3.45
Czech Republic - Croatia,1301087876,Full Time Result,LeoVegas Sport,Draw,3.55
Czech Republic - Croatia,1301087876,Full Time Result,LeoVegas Sport,Away,2.0
Czech Republic - Croatia,1301087876,Total Goals 2.5,LeoVegas Sport,Over,1.8
Czech Republic - Croatia,1301087876,Total Goals 2.5,LeoVegas Sport,Under,1.87
Czech Republic - Croatia,1301087876,Total Goals 0.5,LeoVegas Sport,Over,1.04
Czech Republic - Croatia,1301087876,Total Goals 0.5,LeoVegas Sport,Under,10.0
Czech Republic - Croatia,1301087876,Total Goals 1.5,LeoVegas Sport,Over,1.25
Czech Republic - Croatia,1301087876,Total Goals 1.5,LeoVegas Sport,Under,3.45
Czech Republic - Croatia,1301087876,Total Goals 2,LeoVegas Sport,Over,1.37
Czech Republic - Croatia,1301087876,Total Goals 2,LeoVegas Sport,Under,2.75
Czech Republic - Croatia,1301087876,Total Goals 2.25,LeoVegas Sport,Over,1.58
Czech Republic - Croatia,1301087876,Total Goals 2.25,LeoVegas Sport,Under,2.16
Czech Republic - Croatia,1301087876,Total Goals 2.75,LeoVegas Sport,Over,2.02
Czech Republic - Croatia,1301087876,Total Goals 2.75,LeoVegas Sport,Under,1.68
Czech Republic - Croatia,1301087876,Total Goals 3,LeoVegas Sport,Over,2.4
Czech Republic - Croatia,1301087876,Total Goals 3,LeoVegas Sport,Under,1.49
Czech Republic - Croatia,1301087876,Total Goals 3.25,LeoVegas Sport,Over,2.8
Czech Republic - Croatia,1301087876,Total Goals 3.25,LeoVegas Sport,Under,1.41
Czech Republic - Croatia,1301087876,Total Goals 3.5,LeoVegas Sport,Over,3.0
Czech Republic - Croatia,1301087876,Total Goals 3.5,LeoVegas Sport,Under,1.32
Czech Republic - Croatia,1301087876,Total Goals 4.5,LeoVegas Sport,Over,5.4
Czech Republic - Croatia,1301087876,Total Goals 4.5,LeoVegas Sport,Under,1.11
Czech Republic - Croatia,1301087876,Total Goals 5.5,LeoVegas Sport,Over,11.5
Czech Republic - Croatia,1301087876,Total Goals 5.5,LeoVegas Sport,Under,1.02
Czech Republic - Croatia,1301087876,Asian Handicap +0.5/-0.5,LeoVegas Sport,Home,1.76
Czech Republic - Croatia,1301087876,Asian Handicap +0.5/-0.5,LeoVegas Sport,Away,1.91
Czech Republic - Croatia,1301087876,Asian Handicap -0.25/+0.25,LeoVegas Sport,Home,2.85
Czech Republic - Croatia,1301087876,Asian Handicap -0.25/+0.25,LeoVegas Sport,Away,1.35
Czech Republic - Croatia,1301087876,Asian Handicap +0.25/-0.25,LeoVegas Sport,Home,2.0
Czech Republic - Croatia,1301087876,Asian Handicap +0.25/-0.25,LeoVegas Sport,Away,1.68
Czech Republic - Croatia,1301087876,Asian Handicap +0.75/-0.75,LeoVegas Sport,Home,1.57
Czech Republic - Croatia,1301087876,Asian Handicap +0.75/-0.75,LeoVegas Sport,Away,2.2
Czech Republic - Croatia,1301087876,Asian Handicap +1/-1,LeoVegas Sport,Home,1.34
Czech Republic - Croatia,1301087876,Asian Handicap +1/-1,LeoVegas Sport,Away,2.9
Czech Republic - Croatia,1301087876,Both Teams To Score,LeoVegas Sport,Yes,1.67
Czech Republic - Croatia,1301087876,Both Teams To Score,LeoVegas Sport,No,2.02
Czech Republic - Croatia,1301087876,Correct Score 0 : 0,LeoVegas Sport,0 : 0,8.5
Czech Republic - Croatia,1301087876,Correct Score 0 : 1,LeoVegas Sport,0 : 1,6.25
Czech Republic - Croatia,1301087876,Correct Score 0 : 2,LeoVegas Sport,0 : 2,7.5
Czech Republic - Croatia,1301087876,Correct Score 0 : 3,LeoVegas Sport,0 : 3,11.0
Czech Republic - Croatia,1301087876,Correct Score 0 : 4,LeoVegas Sport,0 : 4,23.0
Czech Republic - Croatia,1301087876,Correct Score 0 : 5,LeoVegas Sport,0 : 5,51.0
Czech Republic - Croatia,1301087876,Correct Score 1 : 0,LeoVegas Sport,1 : 0,8.0
Czech Republic - Croatia,1301087876,Correct Score 1 : 1,LeoVegas Sport,1 : 1,5.6
Czech Republic - Croatia,1301087876,Correct Score 1 : 2,LeoVegas Sport,1 : 2,6.4
Czech Republic - Croatia,1301087876,Correct Score 1 : 3,LeoVegas Sport,1 : 3,9.5
Czech Republic - Croatia,1301087876,Correct Score 1 : 4,LeoVegas Sport,1 : 4,20.0
Czech Republic - Croatia,1301087876,Correct Score 1 : 5,LeoVegas Sport,1 : 5,46.0
Czech Republic - Croatia,1301087876,Correct Score 2 : 0,LeoVegas Sport,2 : 0,10.5
Czech Republic - Croatia,1301087876,Correct Score 2 : 1,LeoVegas Sport,2 : 1,8.5
Czech Republic - Croatia,1301087876,Correct Score 2 : 2,LeoVegas Sport,2 : 2,9.0
Czech Republic - Croatia,1301087876,Correct Score 2 : 3,LeoVegas Sport,2 : 3,14.0
Czech Republic - Croatia,1301087876,Correct Score 2 : 4,LeoVegas Sport,2 : 4,30.0
Czech Republic - Croatia,1301087876,Correct Score 2 : 5,LeoVegas Sport,2 : 5,61.0
Czech Republic - Croatia,1301087876,Correct Score 3 : 0,LeoVegas Sport,3 : 0,23.0
Czech Republic - Croatia,1301087876,Correct Score 3 : 1,LeoVegas Sport,3 : 1,16.0
Czech Republic - Croatia,1301087876,Correct Score 3 : 2,LeoVegas Sport,3 : 2,17.0
Czech Republic - Croatia,1301087876,Correct Score 3 : 3,LeoVegas Sport,3 : 3,29.0
Czech Republic - Croatia,1301087876,Correct Score 3 : 4,LeoVegas Sport,3 : 4,51.0
Czech Republic - Croatia,1301087876,Correct Score 3 : 5,LeoVegas Sport,3 : 5,101.0
Czech Republic - Croatia,1301087876,Correct Score 4 : 0,LeoVegas Sport,4 : 0,51.0
Czech Republic - Croatia,1301087876,Correct Score 4 : 1,LeoVegas Sport,4 : 1,41.0
Czech Republic - Croatia,1301087876,Correct Score 4 : 2,LeoVegas Sport,4 : 2,46.0
Czech Republic - Croatia,1301087876,Correct Score 4 : 3,LeoVegas Sport,4 : 3,61.0
Czech Republic - Croatia,1301087876,Correct Score 4 : 4,LeoVegas Sport,4 : 4,111.0
Czech Republic - Croatia,1301087876,Total Corners 9.5,LeoVegas Sport,Over,1.91
Czech Republic - Croatia,1301087876,Total Corners 9.5,LeoVegas Sport,Under,1.77
Czech Republic - Croatia,1301087876,Total Corners 6.5,LeoVegas Sport,Over,1.18
Czech Republic - Croatia,1301087876,Total Corners 6.5,LeoVegas Sport,Under,4.2
Czech Republic - Croatia,1301087876,Total Corners 7.5,LeoVegas Sport,Over,1.33
Czech Republic - Croatia,1301087876,Total Corners 7.5,LeoVegas Sport,Under,2.95
Czech Republic - Croatia,1301087876,Total Corners 8.5,LeoVegas Sport,Over,1.56
Czech Republic - Croatia,1301087876,Total Corners 8.5,LeoVegas Sport,Under,2.23
Czech Republic - Croatia,1301087876,Total Corners 10.5,LeoVegas Sport,Over,2.43
Czech Republic - Croatia,1301087876,Total Corners 10.5,LeoVegas Sport,Under,1.48
Czech Republic - Croatia,1301087876,Total Corners 11.5,LeoVegas Sport,Over,3.15
Czech Republic - Croatia,1301087876,Total Corners 11.5,LeoVegas Sport,Under,1.29
Czech Republic - Croatia,1301087876,Total Corners 12.5,LeoVegas Sport,Over,4.2
Czech Republic - Croatia,1301087876,Total Corners 12.5,LeoVegas Sport,Under,1.17
Czech Republic - Croatia,1301087876,Total Corners 13.5,LeoVegas Sport,Over,5.6
Czech Republic - Croatia,1301087876,Total Corners 13.5,LeoVegas Sport,Under,1.09
Czech Republic - Croatia,1301087876,Full Time Result,Novibet,Home,3.7
Czech Republic - Croatia,1301087876,Full Time Result,Novibet,Draw,3.55
Czech Republic - Croatia,1301087876,Full Time Result,Novibet,Away,2.0
Czech Republic - Croatia,1301087876,Total Goals 2.5,Novibet,Over,1.83
Czech Republic - Croatia,1301087876,Total Goals 2.5,Novibet,Under,1.98
Czech Republic - Croatia,1301087876,Total Goals 0.5,Novibet,Over,1.05
Czech Republic - Croatia,1301087876,Total Goals 0.5,Novibet,Under,10.25
Czech Republic - Croatia,1301087876,Total Goals 1.25,Novibet,Over,1.16
Czech Republic - Croatia,1301087876,Total Goals 1.25,Novibet,Under,5.15
Czech Republic - Croatia,1301087876,Total Goals 1.5,Novibet,Over,1.27
Czech Republic - Croatia,1301087876,Total Goals 1.5,Novibet,Under,3.75
Czech Republic - Croatia,1301087876,Total Goals 1.75,Novibet,Over,1.32
Czech Republic - Croatia,1301087876,Total Goals 1.75,Novibet,Under,3.35
Czech Republic - Croatia,1301087876,Total Goals 2,Novibet,Over,1.4
Czech Republic - Croatia,1301087876,Total Goals 2,Novibet,Under,2.95
Czech Republic - Croatia,1301087876,Total Goals 2.25,Novibet,Over,1.62
Czech Republic - Croatia,1301087876,Total Goals 2.25,Novibet,Under,2.3
Czech Republic - Croatia,1301087876,Total Goals 2.75,Novibet,Over,2.04
Czech Republic - Croatia,1301087876,Total Goals 2.75,Novibet,Under,1.77
Czech Republic - Croatia,1301087876,Total Goals 3,Novibet,Over,2.4
Czech Republic - Croatia,1301087876,Total Goals 3,Novibet,Under,1.57
Czech Republic - Croatia,1301087876,Total Goals 3.25,Novibet,Over,2.75
Czech Republic - Croatia,1301087876,Total Goals 3.25,Novibet,Under,1.46
Czech Republic - Croatia,1301087876,Total Goals 3.5,Novibet,Over,3.05
Czech Republic - Croatia,1301087876,Total Goals 3.5,Novibet,Under,1.38
Czech Republic - Croatia,1301087876,Total Goals 3.75,Novibet,Over,3.65
Czech Republic - Croatia,1301087876,Total Goals 3.75,Novibet,Under,1.28
Czech Republic - Croatia,1301087876,Total Goals 4,Novibet,Over,4.9
Czech Republic - Croatia,1301087876,Total Goals 4,Novibet,Under,1.18
Czech Republic - Croatia,1301087876,Total Goals 4.25,Novibet,Over,5.25
Czech Republic - Croatia,1301087876,Total Goals 4.25,Novibet,Under,1.16
Czech Republic - Croatia,1301087876,Total Goals 4.5,Novibet,Over,5.6
Czech Republic - Croatia,1301087876,Total Goals 4.5,Novibet,Under,1.14
Czech Republic - Croatia,1301087876,Total Goals 5.5,Novibet,Over,11.0
Czech Republic - Croatia,1301087876,Total Goals 5.5,Novibet,Under,1.05
Czech Republic - Croatia,1301087876,Total Goals 6.5,Novibet,Over,23.0
Czech Republic - Croatia,1301087876,Total Goals 6.5,Novibet,Under,1.01
Czech Republic - Croatia,1301087876,Asian Handicap +0.5/-0.5,Novibet,Home,1.83
Czech Republic - Croatia,1301087876,Asian Handicap +0.5/-0.5,Novibet,Away,1.98
Czech Republic - Croatia,1301087876,Asian Handicap -1.5/+1.5,Novibet,Home,6.3
Czech Republic - Croatia,1301087876,Asian Handicap -1.5/+1.5,Novibet,Away,1.11
Czech Republic - Croatia,1301087876,Asian Handicap -1.25/+1.25,Novibet,Home,6.6
Czech Republic - Croatia,1301087876,Asian Handicap -1.25/+1.25,Novibet,Away,1.11
Czech Republic - Croatia,1301087876,Asian Handicap -1/+1,Novibet,Home,6.6
Czech Republic - Croatia,1301087876,Asian Handicap -1/+1,Novibet,Away,1.11
Czech Republic - Croatia,1301087876,Asian Handicap -0.75/+0.75,Novibet,Home,4.55
Czech Republic - Croatia,1301087876,Asian Handicap -0.75/+0.75,Novibet,Away,1.2
Czech Republic - Croatia,1301087876,Asian Handicap -0.5/+0.5,Novibet,Home,3.55
Czech Republic - Croatia,1301087876,Asian Handicap -0.5/+0.5,Novibet,Away,1.3
Czech Republic - Croatia,1301087876,Asian Handicap -0.25/+0.25,Novibet,Home,3.1
Czech Republic - Croatia,1301087876,Asian Handicap -0.25/+0.25,Novibet,Away,1.37
Czech Republic - Croatia,1301087876,Asian Handicap 0,Novibet,Home,2.65
Czech Republic - Croatia,1301087876,Asian Handicap 0,Novibet,Away,1.48
Czech Republic - Croatia,1301087876,Asian Handicap +0.25/-0.25,Novibet,Home,2.1
Czech Republic - Croatia,1301087876,Asian Handicap +0.25/-0.25,Novibet,Away,1.73
Czech Republic - Croatia,1301087876,Asian Handicap +0.75/-0.75,Novibet,Home,1.62
Czech Republic - Croatia,1301087876,Asian Handicap +0.75/-0.75,Novibet,Away,2.3
Czech Republic - Croatia,1301087876,Asian Handicap +1/-1,Novibet,Home,1.42
Czech Republic - Croatia,1301087876,Asian Handicap +1/-1,Novibet,Away,2.9
Czech Republic - Croatia,1301087876,Asian Handicap +1.25/-1.25,Novibet,Home,1.34
Czech Republic - Croatia,1301087876,Asian Handicap +1.25/-1.25,Novibet,Away,3.25
Czech Republic - Croatia,1301087876,Asian Handicap +1.5/-1.5,Novibet,Home,1.28
Czech Republic - Croatia,1301087876,Asian Handicap +1.5/-1.5,Novibet,Away,3.65
Czech Republic - Croatia,1301087876,Asian Handicap +1.75/-1.75,Novibet,Home,1.2
Czech Republic - Croatia,1301087876,Asian Handicap +1.75/-1.75,Novibet,Away,4.6
Czech Republic - Croatia,1301087876,Asian Handicap +2/-2,Novibet,Home,1.11
Czech Republic - Croatia,1301087876,Asian Handicap +2/-2,Novibet,Away,6.6
Czech Republic - Croatia,1301087876,Both Teams To Score,Novibet,Yes,1.7
Czech Republic - Croatia,1301087876,Both Teams To Score,Novibet,No,2.1
Czech Republic - Croatia,1301087876,Correct Score 0 : 0,Novibet,0 : 0,10.25
Czech Republic - Croatia,1301087876,Correct Score 0 : 1,Novibet,0 : 1,8.0
Czech Republic - Croatia,1301087876,Correct Score 0 : 2,Novibet,0 : 2,10.25
Czech Republic - Croatia,1301087876,Correct Score 0 : 3,Novibet,0 : 3,18.5
Czech Republic - Croatia,1301087876,Correct Score 0 : 4,Novibet,0 : 4,44.0
Czech Republic - Croatia,1301087876,Correct Score 0 : 5,Novibet,0 : 5,101.0
Czech Republic - Croatia,1301087876,Correct Score 0 : 6,Novibet,0 : 6,451.0
Czech Republic - Croatia,1301087876,Correct Score 1 : 0,Novibet,1 : 0,11.5
Czech Republic - Croatia,1301087876,Correct Score 1 : 1,Novibet,1 : 1,7.0
Czech Republic - Croatia,1301087876,Correct Score 1 : 2,Novibet,1 : 2,8.4
Czech Republic - Croatia,1301087876,Correct Score 1 : 3,Novibet,1 : 3,16.0
Czech Republic - Croatia,1301087876,Correct Score 1 : 4,Novibet,1 : 4,39.0
Czech Republic - Croatia,1301087876,Correct Score 1 : 5,Novibet,1 : 5,101.0
Czech Republic - Croatia,1301087876,Correct Score 1 : 6,Novibet,1 : 6,401.0
Czech Republic - Croatia,1301087876,Correct Score 2 : 0,Novibet,2 : 0,21.0
Czech Republic - Croatia,1301087876,Correct Score 2 : 1,Novibet,2 : 1,12.25
Czech Republic - Croatia,1301087876,Correct Score 2 : 2,Novibet,2 : 2,13.5
Czech Republic - Croatia,1301087876,Correct Score 2 : 3,Novibet,2 : 3,26.0
Czech Republic - Croatia,1301087876,Correct Score 2 : 4,Novibet,2 : 4,67.0
Czech Republic - Croatia,1301087876,Correct Score 2 : 5,Novibet,2 : 5,201.0
Czech Republic - Croatia,1301087876,Correct Score 2 : 6,Novibet,2 : 6,501.0
Czech Republic - Croatia,1301087876,Correct Score 3 : 0,Novibet,3 : 0,51.0
Czech Republic - Croatia,1301087876,Correct Score 3 : 1,Novibet,3 : 1,34.0
Czech Republic - Croatia,1301087876,Correct Score 3 : 2,Novibet,3 : 2,38.0
Czech Republic - Croatia,1301087876,Correct Score 3 : 3,Novibet,3 : 3,51.0
Czech Republic - Croatia,1301087876,Correct Score 3 : 4,Novibet,3 : 4,151.0
Czech Republic - Croatia,1301087876,Correct Score 3 : 5,Novibet,3 : 5,501.0
Czech Republic - Croatia,1301087876,Correct Score 4 : 0,Novibet,4 : 0,151.0
Czech Republic - Croatia,1301087876,Correct Score 4 : 1,Novibet,4 : 1,101.0
Czech Republic - Croatia,1301087876,Correct Score 4 : 2,Novibet,4 : 2,101.0
Czech Republic - Croatia,1301087876,Correct Score 4 : 3,Novibet,4 : 3,201.0
Czech Republic - Croatia,1301087876,Correct Score 4 : 4,Novibet,4 : 4,501.0
Czech Republic - Croatia,1301087876,Correct Score 5 : 0,Novibet,5 : 0,501.0
Czech Republic - Croatia,1301087876,Correct Score 5 : 1,Novibet,5 : 1,501.0
Czech Republic - Croatia,1301087876,Correct Score 5 : 2,Novibet,5 : 2,501.0
Czech Republic - Croatia,1301087876,Correct Score 5 : 3,Novibet,5 : 3,501.0
Czech Republic - Croatia,1301087876,Odd or Even,Novibet,Odd,1.89
Czech Republic - Croatia,1301087876,Odd or Even,Novibet,Even,1.84
Czech Republic - Croatia,1301087876,Total Corners 9.5,Novibet,Over,1.92
Czech Republic - Croatia,1301087876,Total Corners 9.5,Novibet,Under,1.81
Czech Republic - Croatia,1301087876,Total Corners 4.5,Novibet,Over,1.01
Czech Republic - Croatia,1301087876,Total Corners 4.5,Novibet,Under,11.75
Czech Republic - Croatia,1301087876,Total Corners 5.5,Novibet,Over,1.06
Czech Republic - Croatia,1301087876,Total Corners 5.5,Novibet,Under,7.7
Czech Republic - Croatia,1301087876,Total Corners 6.5,Novibet,Over,1.15
Czech Republic - Croatia,1301087876,Total Corners 6.5,Novibet,Under,4.95
Czech Republic - Croatia,1301087876,Total Corners 7.5,Novibet,Over,1.3
Czech Republic - Croatia,1301087876,Total Corners 7.5,Novibet,Under,3.3
Czech Republic - Croatia,1301087876,Total Corners 8.5,Novibet,Over,1.54
Czech Republic - Croatia,1301087876,Total Corners 8.5,Novibet,Under,2.35
Czech Republic - Croatia,1301087876,Total Corners 10.5,Novibet,Over,2.5
Czech Republic - Croatia,1301087876,Total Corners 10.5,Novibet,Under,1.48
Czech Republic - Croatia,1301087876,Total Corners 11.5,Novibet,Over,3.45
Czech Republic - Croatia,1301087876,Total Corners 11.5,Novibet,Under,1.28
Czech Republic - Croatia,1301087876,Total Corners 12.5,Novibet,Over,4.8
Czech Republic - Croatia,1301087876,Total Corners 12.5,Novibet,Under,1.16
Czech Republic - Croatia,1301087876,Total Corners 13.5,Novibet,Over,6.8
Czech Republic - Croatia,1301087876,Total Corners 13.5,Novibet,Under,1.08
Czech Republic - Croatia,1301087876,Total Corners 14.5,Novibet,Over,9.4
Czech Republic - Croatia,1301087876,Total Corners 14.5,Novibet,Under,1.03
Czech Republic - Croatia,1301087876,Total Corners 15.5,Novibet,Over,12.25
Czech Republic - Croatia,1301087876,Total Corners 15.5,Novibet,Under,1.01
Czech Republic - Croatia,1301087876,Total Corners 16.5,Novibet,Over,15.0
Czech Republic - Croatia,1301087876,Total Corners 16.5,Novibet,Under,1.0
Czech Republic - Croatia,1301087876,Full Time Result,Parimatch,Home,3.6
Czech Republic - Croatia,1301087876,Full Time Result,Parimatch,Draw,3.5
Czech Republic - Croatia,1301087876,Full Time Result,Parimatch,Away,2.0
Czech Republic - Croatia,1301087876,Asian Handicap +0.5/-0.5,Parimatch,Home,1.76
Czech Republic - Croatia,1301087876,Asian Handicap +0.5/-0.5,Parimatch,Away,1.92
Czech Republic - Croatia,1301087876,Asian Handicap -0.25/+0.25,Parimatch,Home,2.86
Czech Republic - Croatia,1301087876,Asian Handicap -0.25/+0.25,Parimatch,Away,1.35
Czech Republic - Croatia,1301087876,Asian Handicap +0.25/-0.25,Parimatch,Home,2.02
Czech Republic - Croatia,1301087876,Asian Handicap +0.25/-0.25,Parimatch,Away,1.68
Czech Republic - Croatia,1301087876,Asian Handicap +0.75/-0.75,Parimatch,Home,1.55
Czech Republic - Croatia,1301087876,Asian Handicap +0.75/-0.75,Parimatch,Away,2.24
Czech Republic - Croatia,1301087876,Asian Handicap +1/-1,Parimatch,Home,1.35
Czech Republic - Croatia,1301087876,Asian Handicap +1/-1,Parimatch,Away,2.86
Czech Republic - Croatia,1301087876,Both Teams To Score,Parimatch,Yes,1.65
Czech Republic - Croatia,1301087876,Both Teams To Score,Parimatch,No,2.1
Czech Republic - Croatia,1301087876,Correct Score 0 : 0,Parimatch,0 : 0,11.5
Czech Republic - Croatia,1301087876,Correct Score 0 : 1,Parimatch,0 : 1,7.5
Czech Republic - Croatia,1301087876,Correct Score 0 : 2,Parimatch,0 : 2,9.5
Czech Republic - Croatia,1301087876,Correct Score 0 : 3,Parimatch,0 : 3,17.0
Czech Republic - Croatia,1301087876,Correct Score 0 : 4,Parimatch,0 : 4,36.0
Czech Republic - Croatia,1301087876,Correct Score 0 : 5,Parimatch,0 : 5,91.0
Czech Republic - Croatia,1301087876,Correct Score 0 : 6,Parimatch,0 : 6,151.0
Czech Republic - Croatia,1301087876,Correct Score 0 : 7,Parimatch,0 : 7,151.0
Czech Republic - Croatia,1301087876,Correct Score 1 : 0,Parimatch,1 : 0,11.0
Czech Republic - Croatia,1301087876,Correct Score 1 : 1,Parimatch,1 : 1,6.5
Czech Republic - Croatia,1301087876,Correct Score 1 : 2,Parimatch,1 : 2,8.0
Czech Republic - Croatia,1301087876,Correct Score 1 : 3,Parimatch,1 : 3,14.0
Czech Republic - Croatia,1301087876,Correct Score 1 : 4,Parimatch,1 : 4,31.0
Czech Republic - Croatia,1301087876,Correct Score 1 : 5,Parimatch,1 : 5,76.0
Czech Republic - Croatia,1301087876,Correct Score 1 : 6,Parimatch,1 : 6,151.0
Czech Republic - Croatia,1301087876,Correct Score 1 : 7,Parimatch,1 : 7,151.0
Czech Republic - Croatia,1301087876,Correct Score 2 : 0,Parimatch,2 : 0,18.0
Czech Republic - Croatia,1301087876,Correct Score 2 : 1,Parimatch,2 : 1,11.0
Czech Republic - Croatia,1301087876,Correct Score 2 : 2,Parimatch,2 : 2,13.0
Czech Republic - Croatia,1301087876,Correct Score 2 : 3,Parimatch,2 : 3,22.0
Czech Republic - Croatia,1301087876,Correct Score 2 : 4,Parimatch,2 : 4,56.0
Czech Republic - Croatia,1301087876,Correct Score 2 : 5,Parimatch,2 : 5,151.0
Czech Republic - Croatia,1301087876,Correct Score 2 : 6,Parimatch,2 : 6,151.0
Czech Republic - Croatia,1301087876,Correct Score 3 : 0,Parimatch,3 : 0,41.0
Czech Republic - Croatia,1301087876,Correct Score 3 : 1,Parimatch,3 : 1,26.0
Czech Republic - Croatia,1301087876,Correct Score 3 : 2,Parimatch,3 : 2,29.0
Czech Republic - Croatia,1301087876,Correct Score 3 : 3,Parimatch,3 : 3,56.0
Czech Republic - Croatia,1301087876,Correct Score 3 : 4,Parimatch,3 : 4,91.0
Czech Republic - Croatia,1301087876,Correct Score 3 : 5,Parimatch,3 : 5,151.0
Czech Republic - Croatia,1301087876,Correct Score 4 : 0,Parimatch,4 : 0,151.0
Czech Republic - Croatia,1301087876,Correct Score 4 : 1,Parimatch,4 : 1,71.0
Czech Republic - Croatia,1301087876,Correct Score 4 : 2,Parimatch,4 : 2,81.0
Czech Republic - Croatia,1301087876,Correct Score 4 : 3,Parimatch,4 : 3,151.0
Czech Republic - Croatia,1301087876,Correct Score 4 : 4,Parimatch,4 : 4,151.0
Czech Republic - Croatia,1301087876,Correct Score 5 : 0,Parimatch,5 : 0,151.0
Czech Republic - Croatia,1301087876,Correct Score 5 : 1,Parimatch,5 : 1,151.0
Czech Republic - Croatia,1301087876,Correct Score 5 : 2,Parimatch,5 : 2,151.0
Czech Republic - Croatia,1301087876,Correct Score 5 : 3,Parimatch,5 : 3,151.0
Czech Republic - Croatia,1301087876,Correct Score 6 : 0,Parimatch,6 : 0,151.0
Czech Republic - Croatia,1301087876,Correct Score 6 : 1,Parimatch,6 : 1,151.0
Czech Republic - Croatia,1301087876,Correct Score 6 : 2,Parimatch,6 : 2,151.0
Czech Republic - Croatia,1301087876,Odd or Even,Parimatch,Odd,1.83
Czech Republic - Croatia,1301087876,Odd or Even,Parimatch,Even,1.83
Czech Republic - Croatia,1301087876,Full Time Result,1Bet,Home,3.7
Czech Republic - Croatia,1301087876,Full Time Result,1Bet,Draw,3.5
Czech Republic - Croatia,1301087876,Full Time Result,1Bet,Away,2.0
Czech Republic - Croatia,1301087876,Total Goals 2.5,1Bet,Over,1.83
Czech Republic - Croatia,1301087876,Total Goals 2.5,1Bet,Under,1.98
Czech Republic - Croatia,1301087876,Total Goals 1.5,1Bet,Over,1.26
Czech Republic - Croatia,1301087876,Total Goals 1.5,1Bet,Under,3.86
Czech Republic - Croatia,1301087876,Total Goals 1.75,1Bet,Over,1.31
Czech Republic - Croatia,1301087876,Total Goals 1.75,1Bet,Under,3.44
Czech Republic - Croatia,1301087876,Total Goals 2,1Bet,Over,1.4
Czech Republic - Croatia,1301087876,Total Goals 2,1Bet,Under,2.96
Czech Republic - Croatia,1301087876,Total Goals 2.25,1Bet,Over,1.6
Czech Republic - Croatia,1301087876,Total Goals 2.25,1Bet,Under,2.35
Czech Republic - Croatia,1301087876,Total Goals 2.75,1Bet,Over,2.06
Czech Republic - Croatia,1301087876,Total Goals 2.75,1Bet,Under,1.77
Czech Republic - Croatia,1301087876,Total Goals 3,1Bet,Over,2.41
Czech Republic - Croatia,1301087876,Total Goals 3,1Bet,Under,1.57
Czech Republic - Croatia,1301087876,Total Goals 3.25,1Bet,Over,2.72
Czech Republic - Croatia,1301087876,Total Goals 3.25,1Bet,Under,1.46
Czech Republic - Croatia,1301087876,Total Goals 3.5,1Bet,Over,3.03
Czech Republic - Croatia,1301087876,Total Goals 3.5,1Bet,Under,1.38
Czech Republic - Croatia,1301087876,Total Goals 3.75,1Bet,Over,3.61
Czech Republic - Croatia,1301087876,Total Goals 3.75,1Bet,Under,1.29
Czech Republic - Croatia,1301087876,Asian Handicap +0.5/-0.5,1Bet,Home,1.8
Czech Republic - Croatia,1301087876,Asian Handicap +0.5/-0.5,1Bet,Away,2.01
Czech Republic - Croatia,1301087876,Asian Handicap -0.75/+0.75,1Bet,Home,4.63
Czech Republic - Croatia,1301087876,Asian Handicap -0.75/+0.75,1Bet,Away,1.2
Czech Republic - Croatia,1301087876,Asian Handicap -0.5/+0.5,1Bet,Home,3.72
Czech Republic - Croatia,1301087876,Asian Handicap -0.5/+0.5,1Bet,Away,1.28
Czech Republic - Croatia,1301087876,Asian Handicap -0.25/+0.25,1Bet,Home,3.1
Czech Republic - Croatia,1301087876,Asian Handicap -0.25/+0.25,1Bet,Away,1.37
Czech Republic - Croatia,1301087876,Asian Handicap 0,1Bet,Home,2.67
Czech Republic - Croatia,1301087876,Asian Handicap 0,1Bet,Away,1.48
Czech Republic - Croatia,1301087876,Asian Handicap +0.25/-0.25,1Bet,Home,2.08
