casa,familia,mercado,lado,match_id,cuota,prob_cuota,prob_casa,consenso,desviacion,valor
22Bet,Asian Handicap,Asian Handicap -1.5/+1.5,home,1321404650,5.42,0.18450184501845018,0.1750380517503805,0.165457,0.009581051750380515,-0.10322306000000003
22Bet,Asian Handicap,Asian Handicap -1.5/+1.5,away,1321404650,1.15,0.8695652173913044,0.8249619482496195,0.834543,-0.009581051750380487,-0.04027555000000005
Powbet,Asian Handicap,Asian Handicap -1.5/+1.5,home,1321404650,6.0,0.16666666666666666,0.15730337078651685,0.165457,-0.008153629213483143,-0.007257999999999987
Powbet,Asian Handicap,Asian Handicap -1.5/+1.5,away,1321404650,1.12,0.8928571428571428,0.8426966292134831,0.834543,0.00815362921348306,-0.0653118399999999
Fezbet,Asian Handicap,Asian Handicap -1.5/+1.5,home,1321404650,6.0,0.16666666666666666,0.15730337078651685,0.165457,-0.008153629213483143,-0.007257999999999987
Fezbet,Asian Handicap,Asian Handicap -1.5/+1.5,away,1321404650,1.12,0.8928571428571428,0.8426966292134831,0.834543,0.00815362921348306,-0.0653118399999999
All British Casino,Asian Handicap,Asian Handicap -1.5/+1.5,home,1321404650,5.0,0.2,0.18566775244299674,0.165457,0.02021075244299675,-0.17271500000000006
All British Casino,Asian Handicap,Asian Handicap -1.5/+1.5,away,1321404650,1.14,0.8771929824561404,0.8143322475570033,0.834543,-0.02021075244299675,-0.048620980000000036
Cashwin,Asian Handicap,Asian Handicap -1.5/+1.5,home,1321404650,6.0,0.16666666666666666,0.15730337078651685,0.165457,-0.008153629213483143,-0.007257999999999987
Cashwin,Asian Handicap,Asian Handicap -1.5/+1.5,away,1321404650,1.12,0.8928571428571428,0.8426966292134831,0.834543,0.00815362921348306,-0.0653118399999999
1xBet,Asian Handicap,Asian Handicap -1.5/+1.5,home,1321404650,5.42,0.18450184501845018,0.1750380517503805,0.165457,0.009581051750380515,-0.10322306000000003
1xBet,Asian Handicap,Asian Handicap -1.5/+1.5,away,1321404650,1.15,0.8695652173913044,0.8249619482496195,0.834543,-0.009581051750380487,-0.04027555000000005
Megapari,Asian Handicap,Asian Handicap -1.5/+1.5,home,1321404650,5.42,0.18450184501845018,0.1750380517503805,0.165457,0.009581051750380515,-0.10322306000000003
Megapari,Asian Handicap,Asian Handicap -1.5/+1.5,away,1321404650,1.15,0.8695652173913044,0.8249619482496195,0.834543,-0.009581051750380487,-0.04027555000000005
LeoVegas Sport,Asian Handicap,Asian Handicap -1.5/+1.5,home,1321404650,6.0,0.16666666666666666,0.15730337078651685,0.165457,-0.008153629213483143,-0.007257999999999987
LeoVegas Sport,Asian Handicap,Asian Handicap -1.5/+1.5,away,1321404650,1.12,0.8928571428571428,0.8426966292134831,0.834543,0.00815362921348306,-0.0653118399999999
Campobet,Asian Handicap,Asian Handicap -1.5/+1.5,home,1321404650,5.0,0.2,0.18566775244299674,0.165457,0.02021075244299675,-0.17271500000000006
Campobet,Asian Handicap,Asian Handicap -1.5/+1.5,away,1321404650,1.14,0.8771929824561404,0.8143322475570033,0.834543,-0.02021075244299675,-0.048620980000000036
Unibet,Asian Handicap,Asian Handicap -1.5/+1.5,home,1321404650,6.0,0.16666666666666666,0.15730337078651685,0.165457,-0.008153629213483143,-0.007257999999999987
Unibet,Asian Handicap,Asian Handicap -1.5/+1.5,away,1321404650,1.12,0.8928571428571428,0.8426966292134831,0.834543,0.00815362921348306,-0.0653118399999999
22Bet,Asian Handicap,Asian Handicap -1.25/+1.25,home,1321404650,4.95,0.20202020202020202,0.1924959216965742,0.180967,0.011528921696574213,-0.1042133500000001
22Bet,Asian Handicap,Asian Handicap -1.25/+1.25,away,1321404650,1.18,0.8474576271186441,0.8075040783034257,0.819033,-0.011528921696574268,-0.03354106000000012
Powbet,Asian Handicap,Asian Handicap -1.25/+1.25,home,1321404650,4.4,0.22727272727272727,0.2114695340501792,0.180967,0.03050253405017922,-0.20374520000000007
Powbet,Asian Handicap,Asian Handicap -1.25/+1.25,away,1321404650,1.18,0.8474576271186441,0.7885304659498209,0.819033,-0.03050253405017911,-0.03354106000000012
Jackbit,Asian Handicap,Asian Handicap -1.25/+1.25,home,1321404650,5.06,0.19762845849802374,0.1864951768488746,0.180967,0.005528176848874605,-0.08430698000000014
Jackbit,Asian Handicap,Asian Handicap -1.25/+1.25,away,1321404650,1.16,0.8620689655172414,0.8135048231511254,0.819033,-0.005528176848874633,-0.04992172000000006
Fezbet,Asian Handicap,Asian Handicap -1.25/+1.25,home,1321404650,4.4,0.22727272727272727,0.2114695340501792,0.180967,0.03050253405017922,-0.20374520000000007
Fezbet,Asian Handicap,Asian Handicap -1.25/+1.25,away,1321404650,1.18,0.8474576271186441,0.7885304659498209,0.819033,-0.03050253405017911,-0.03354106000000012
Cashwin,Asian Handicap,Asian Handicap -1.25/+1.25,home,1321404650,4.4,0.22727272727272727,0.2114695340501792,0.180967,0.03050253405017922,-0.20374520000000007
