match_id,partido,liga,minuto,estado,tarjetas_ht,linea,prob_modelo,prob_push,prob_mercado,casas,mejor_cuota,mejor_casa,ev,resuelto,momento,total_final,faltas_ht,corners_ht,cuota_despues,prob_mercado_despues,momento_despues,liga_modelo
1340473007,FC Schalke 04 vs SV Elversberg,Bundesliga,45,Half time,2,5.5,0.3642,0.0,0.279,2,3.48,Marathonbet,0.2676,False,2026-09-20T16:25:26+00:00,3.0,8.0,4.0,3.74,0.259,2026-09-20T16:50:38+00:00,
1340473007,FC Schalke 04 vs SV Elversberg,Bundesliga,45,Half time,2,6.0,0.2111,0.1532,0.2889,1,3.2,Vbet Sport,-0.1714,False,2026-09-20T16:25:26+00:00,3.0,8.0,4.0,3.2,0.2889,2026-09-20T16:50:38+00:00,
1340473007,FC Schalke 04 vs SV Elversberg,Bundesliga,45,Half time,2,6.5,0.2111,0.0,0.1384,1,6.6,Marathonbet,0.3931,False,2026-09-20T16:25:26+00:00,3.0,8.0,4.0,7.0,0.1304,2026-09-20T16:50:38+00:00,
1325357545,Fulham vs Manchester United,Premier League,45,Half time,1,1.5,0.9501,0.0,0.6779,2,1.4,Vbet Sport,0.3302,False,2026-09-20T16:25:27+00:00,3.0,5.0,5.0,1.4,0.6779,2026-09-20T16:50:38+00:00,
1325357545,Fulham vs Manchester United,Premier League,45,Half time,1,2.0,0.8157,0.1344,0.5535,1,1.67,Vbet Sport,0.4967,False,2026-09-20T16:25:27+00:00,3.0,5.0,5.0,1.67,0.5535,2026-09-20T16:50:38+00:00,
1325357545,Fulham vs Manchester United,Premier League,45,Half time,1,2.5,0.8157,0.0,0.67,2,1.44,Vbet Sport,0.1747,False,2026-09-20T16:25:27+00:00,3.0,5.0,5.0,1.52,0.7237,2026-09-20T16:50:38+00:00,
1325357545,Fulham vs Manchester United,Premier League,45,Half time,1,3.0,0.6216,0.1941,0.527,1,1.75,Vbet Sport,0.282,False,2026-09-20T16:25:27+00:00,3.0,5.0,5.0,1.92,0.4811,2026-09-20T16:50:38+00:00,
1325357545,Fulham vs Manchester United,Premier League,45,Half time,1,3.5,0.6216,0.0,0.4328,2,2.33,Vbet Sport,0.4484,False,2026-09-20T16:25:27+00:00,3.0,5.0,5.0,1.73,0.5572,2026-09-20T16:50:38+00:00,
1325357545,Fulham vs Manchester United,Premier League,45,Half time,1,4.0,0.422,0.1996,0.2795,1,3.3,Vbet Sport,0.5922,False,2026-09-20T16:25:27+00:00,3.0,5.0,5.0,2.44,0.3791,2026-09-20T16:50:38+00:00,
1325357545,Fulham vs Manchester United,Premier League,45,Half time,1,4.5,0.422,0.0,0.2681,2,3.48,Marathonbet,0.4686,False,2026-09-20T16:25:27+00:00,3.0,5.0,5.0,3.2,0.3087,2026-09-20T16:50:38+00:00,
1325357545,Fulham vs Manchester United,Premier League,45,Half time,1,5.5,0.2582,0.0,0.1384,1,6.6,Marathonbet,0.7042,False,2026-09-20T16:25:27+00:00,3.0,5.0,5.0,5.6,0.1629,2026-09-20T16:50:38+00:00,
1336412886,Villarreal vs Levante,La Liga,45,Half time,2,2.5,0.927,0.0,0.7231,2,1.28,Marathonbet,0.1866,False,2026-09-20T17:23:25+00:00,3.0,12.0,4.0,1.34,0.7047,2026-09-20T17:49:47+00:00,La Liga
1336412886,Villarreal vs Levante,La Liga,45,Half time,2,3.0,0.7547,0.1724,0.6511,1,1.42,Vbet Sport,0.244,False,2026-09-20T17:23:25+00:00,3.0,12.0,4.0,1.56,0.5927,2026-09-20T17:49:47+00:00,La Liga
1336412886,Villarreal vs Levante,La Liga,45,Half time,2,3.5,0.7547,0.0,0.4973,2,1.86,Marathonbet,0.4037,False,2026-09-20T17:23:25+00:00,3.0,12.0,4.0,2.05,0.4725,2026-09-20T17:49:47+00:00,La Liga
1336412886,Villarreal vs Levante,La Liga,45,Half time,2,4.0,0.5349,0.2198,0.3703,1,2.5,Vbet Sport,0.557,False,2026-09-20T17:23:25+00:00,3.0,12.0,4.0,2.95,0.314,2026-09-20T17:49:47+00:00,La Liga
1336412886,Villarreal vs Levante,La Liga,45,Half time,2,4.5,0.5349,0.0,0.293,2,3.2,Marathonbet,0.7115,False,2026-09-20T17:23:25+00:00,3.0,12.0,4.0,3.4,0.2796,2026-09-20T17:49:47+00:00,La Liga
1336412886,Villarreal vs Levante,La Liga,45,Half time,2,5.0,0.3341,0.2007,0.2719,1,3.4,Vbet Sport,0.3367,False,2026-09-20T17:23:25+00:00,3.0,12.0,4.0,3.4,0.2719,2026-09-20T17:49:47+00:00,La Liga
1336412886,Villarreal vs Levante,La Liga,45,Half time,2,5.5,0.3341,0.0,0.1976,2,5.95,Marathonbet,0.9879,False,2026-09-20T17:23:25+00:00,3.0,12.0,4.0,5.95,0.1976,2026-09-20T17:49:47+00:00,La Liga
1336412886,Villarreal vs Levante,La Liga,45,Half time,2,6.5,0.1871,0.0,0.1304,1,7.0,Marathonbet,0.31,False,2026-09-20T17:23:25+00:00,3.0,12.0,4.0,7.0,0.1304,2026-09-20T17:49:47+00:00,La Liga
1336412886,Villarreal vs Levante,La Liga,45,Half time,2,7.5,0.0955,0.0,0.1329,1,6.85,Marathonbet,-0.3457,False,2026-09-20T17:23:25+00:00,3.0,12.0,4.0,6.85,0.1329,2026-09-20T17:49:47+00:00,La Liga
1336407780,Deportivo La Coruña vs Real Betis,La Liga,45,Half time,1,2.5,0.7654,0.0,0.8241,1,1.11,Marathonbet,-0.1504,False,2026-09-20T17:37:02+00:00,2.0,11.0,3.0,1.75,0.661,2026-09-20T18:09:34+00:00,La Liga
1336407780,Deportivo La Coruña vs Real Betis,La Liga,45,Half time,1,3.0,0.5492,0.2162,0.686,1,1.35,Vbet Sport,-0.0423,False,2026-09-20T17:37:02+00:00,2.0,11.0,3.0,1.27,0.7281,2026-09-20T18:09:34+00:00,La Liga
1336407780,Deportivo La Coruña vs Real Betis,La Liga,45,Half time,1,3.5,0.5492,0.0,0.643,2,1.44,Vbet Sport,-0.2091,False,2026-09-20T17:37:02+00:00,2.0,11.0,3.0,1.78,0.5196,2026-09-20T18:09:34+00:00,La Liga
1336407780,Deportivo La Coruña vs Real Betis,La Liga,45,Half time,1,4.0,0.3478,0.2014,0.5535,1,1.67,Vbet Sport,-0.2177,False,2026-09-20T17:37:02+00:00,2.0,11.0,3.0,2.55,0.3625,2026-09-20T18:09:34+00:00,La Liga
1336407780,Deportivo La Coruña vs Real Betis,La Liga,45,Half time,1,4.5,0.3478,0.0,0.4393,2,2.1,Vbet Sport,-0.2696,False,2026-09-20T17:37:02+00:00,2.0,11.0,3.0,3.34,0.2775,2026-09-20T18:09:34+00:00,La Liga
1336407780,Deportivo La Coruña vs Real Betis,La Liga,45,Half time,1,5.0,0.1976,0.1502,0.3246,1,2.85,Vbet Sport,-0.2866,False,2026-09-20T17:37:02+00:00,2.0,11.0,3.0,3.3,0.2795,2026-09-20T18:09:34+00:00,La Liga
1336407780,Deportivo La Coruña vs Real Betis,La Liga,45,Half time,1,5.5,0.1976,0.0,0.2712,2,3.4,Vbet Sport,-0.3282,False,2026-09-20T17:37:02+00:00,2.0,11.0,3.0,7.0,0.2012,2026-09-20T18:09:34+00:00,La Liga
1336407780,Deportivo La Coruña vs Real Betis,La Liga,45,Half time,1,6.0,0.1023,0.0953,0.2719,1,3.4,Vbet Sport,-0.5569,False,2026-09-20T17:37:02+00:00,2.0,11.0,3.0,3.4,0.2719,2026-09-20T18:09:34+00:00,La Liga
1336407780,Deportivo La Coruña vs Real Betis,La Liga,45,Half time,1,6.5,0.1023,0.0,0.2112,2,6.1,Marathonbet,-0.376,False,2026-09-20T17:37:02+00:00,2.0,11.0,3.0,6.95,0.2016,2026-09-20T18:09:34+00:00,La Liga
1336407780,Deportivo La Coruña vs Real Betis,La Liga,45,Half time,1,7.5,0.0489,0.0,0.1313,1,6.95,Marathonbet,-0.6601,False,2026-09-20T17:37:02+00:00,2.0,11.0,3.0,6.95,0.1313,2026-09-20T18:09:34+00:00,La Liga
1336008661,Almería vs Celta de Vigo II,Segunda División,45,Half time,0,1.5,0.7985,0.0,0.7373,1,1.24,Marathonbet,-0.0099,False,2026-09-20T17:37:04+00:00,1.0,7.0,3.0,2.12,0.4316,2026-09-20T18:09:34+00:00,Segunda División
1336008661,Almería vs Celta de Vigo II,Segunda División,45,Half time,0,2.5,0.5954,0.0,0.5109,1,1.79,Marathonbet,0.0658,False,2026-09-20T17:37:04+00:00,1.0,7.0,3.0,4.6,0.1986,2026-09-20T18:09:34+00:00,Segunda División
1336008661,Almería vs Celta de Vigo II,Segunda División,45,Half time,0,3.5,0.3937,0.0,0.3122,1,2.93,Marathonbet,0.1536,False,2026-09-20T17:37:04+00:00,1.0,7.0,3.0,7.0,0.1304,2026-09-20T18:09:34+00:00,Segunda División
1336008661,Almería vs Celta de Vigo II,Segunda División,45,Half time,0,4.5,0.234,0.0,0.3672,2,5.35,Marathonbet,0.2517,False,2026-09-20T17:37:04+00:00,1.0,7.0,3.0,6.95,0.3475,2026-09-20T18:09:34+00:00,Segunda División
1336008661,Almería vs Celta de Vigo II,Segunda División,45,Half time,0,5.0,0.1267,0.1072,0.4811,1,1.92,Vbet Sport,-0.6495,False,2026-09-20T17:37:04+00:00,1.0,7.0,3.0,1.92,0.4811,2026-09-20T18:09:34+00:00,Segunda División
1336008661,Almería vs Celta de Vigo II,Segunda División,45,Half time,0,5.5,0.1267,0.0,0.2668,2,6.9,Marathonbet,-0.1256,False,2026-09-20T17:37:04+00:00,1.0,7.0,3.0,6.9,0.2668,2026-09-20T18:09:34+00:00,Segunda División
1336008661,Almería vs Celta de Vigo II,Segunda División,45,Half time,0,6.5,0.0634,0.0,0.1294,1,7.0,Marathonbet,-0.5565,False,2026-09-20T17:37:04+00:00,1.0,7.0,3.0,7.0,0.1294,2026-09-20T18:09:34+00:00,Segunda División
1336008661,Almería vs Celta de Vigo II,Segunda División,45,Half time,0,7.5,0.0296,0.0,0.144,1,6.3,Marathonbet,-0.8138,False,2026-09-20T17:37:04+00:00,1.0,7.0,3.0,6.3,0.144,2026-09-20T18:09:34+00:00,Segunda División
1336013767,Las Palmas vs Burgos,Segunda División,45,Half time,2,1.5,1.0,0.0,0.8673,1,1.04,Marathonbet,,True,2026-09-20T17:37:05+00:00,5.0,17.0,3.0,1.04,0.8673,2026-09-20T18:09:34+00:00,Segunda División
1336013767,Las Palmas vs Burgos,Segunda División,45,Half time,2,2.5,0.9368,0.0,0.7767,2,1.3,Vbet Sport,0.2178,False,2026-09-20T17:37:05+00:00,5.0,17.0,3.0,1.3,0.7767,2026-09-20T18:09:34+00:00,Segunda División
1336013767,Las Palmas vs Burgos,Segunda División,45,Half time,2,3.0,0.7793,0.1575,0.6543,1,1.4,Vbet Sport,0.2485,False,2026-09-20T17:37:05+00:00,5.0,17.0,3.0,1.4,0.6543,2026-09-20T18:09:34+00:00,Segunda División
1336013767,Las Palmas vs Burgos,Segunda División,45,Half time,2,3.5,0.7793,0.0,0.7265,2,1.35,Vbet Sport,0.0521,False,2026-09-20T17:37:05+00:00,5.0,17.0,3.0,1.33,0.7638,2026-09-20T18:09:34+00:00,Segunda División
1336013767,Las Palmas vs Burgos,Segunda División,45,Half time,2,4.0,0.5682,0.2111,0.7045,1,1.3,Vbet Sport,-0.0502,False,2026-09-20T17:37:05+00:00,5.0,17.0,3.0,1.5,0.6104,2026-09-20T18:09:34+00:00,Segunda División
1336013767,Las Palmas vs Burgos,Segunda División,45,Half time,2,4.5,0.5682,0.0,0.557,2,1.65,Vbet Sport,-0.0624,False,2026-09-20T17:37:05+00:00,5.0,17.0,3.0,1.65,0.5642,2026-09-20T18:09:34+00:00,Segunda División
1336013767,Las Palmas vs Burgos,Segunda División,45,Half time,2,5.0,0.3664,0.2019,0.44,1,2.1,Vbet Sport,-0.0288,False,2026-09-20T17:37:05+00:00,5.0,17.0,3.0,2.25,0.4079,2026-09-20T18:09:34+00:00,Segunda División
1336013767,Las Palmas vs Burgos,Segunda División,45,Half time,2,5.5,0.3664,0.0,0.3547,2,2.6,Marathonbet,-0.0475,False,2026-09-20T17:37:05+00:00,5.0,17.0,3.0,2.95,0.3192,2026-09-20T18:09:34+00:00,Segunda División
1336013767,Las Palmas vs Burgos,Segunda División,45,Half time,2,6.0,0.212,0.1543,0.2779,1,3.3,Vbet Sport,-0.146,False,2026-09-20T17:37:05+00:00,5.0,17.0,3.0,3.3,0.2779,2026-09-20T18:09:34+00:00,Segunda División
1336013767,Las Palmas vs Burgos,Segunda División,45,Half time,2,6.5,0.212,0.0,0.2293,2,4.65,Marathonbet,-0.0141,False,2026-09-20T17:37:05+00:00,5.0,17.0,3.0,5.75,0.218,2026-09-20T18:09:34+00:00,Segunda División
1336013767,Las Palmas vs Burgos,Segunda División,45,Half time,2,7.5,0.1118,0.0,0.1321,1,6.9,Marathonbet,-0.2284,False,2026-09-20T17:37:05+00:00,5.0,17.0,3.0,7.0,0.1304,2026-09-20T18:09:34+00:00,Segunda División
1340474709,SC Paderborn 07 vs 1899 Hoffenheim,Bundesliga,45,Half time,1,1.5,0.9037,0.0,0.6772,2,1.45,Vbet Sport,0.3103,False,2026-09-20T18:26:54+00:00,1.0,9.0,5.0,1.45,0.6772,2026-09-20T18:51:10+00:00,Bundesliga
1340474709,SC Paderborn 07 vs 1899 Hoffenheim,Bundesliga,45,Half time,1,2.0,0.7002,0.2034,0.5216,1,1.77,Vbet Sport,0.4428,False,2026-09-20T18:26:54+00:00,1.0,9.0,5.0,1.77,0.5216,2026-09-20T18:51:10+00:00,Bundesliga
1340474709,SC Paderborn 07 vs 1899 Hoffenheim,Bundesliga,45,Half time,1,2.5,0.7002,0.0,0.6763,2,1.41,Vbet Sport,-0.0127,False,2026-09-20T18:26:54+00:00,1.0,9.0,5.0,1.35,0.6887,2026-09-20T18:51:10+00:00,Bundesliga
1340474709,SC Paderborn 07 vs 1899 Hoffenheim,Bundesliga,45,Half time,1,3.0,0.4663,0.2339,0.543,1,1.7,Vbet Sport,0.0266,False,2026-09-20T18:26:54+00:00,1.0,9.0,5.0,1.34,0.6912,2026-09-20T18:51:10+00:00,Bundesliga
1340474709,SC Paderborn 07 vs 1899 Hoffenheim,Bundesliga,45,Half time,1,3.5,0.4663,0.0,0.4379,2,2.25,Vbet Sport,0.0492,False,2026-09-20T18:26:54+00:00,1.0,9.0,5.0,2.01,0.4979,2026-09-20T18:51:10+00:00,Bundesliga
1340474709,SC Paderborn 07 vs 1899 Hoffenheim,Bundesliga,45,Half time,1,4.0,0.2722,0.1941,0.2719,1,3.4,Vbet Sport,0.1196,False,2026-09-20T18:26:54+00:00,1.0,9.0,5.0,2.21,0.4184,2026-09-20T18:51:10+00:00,Bundesliga
1340474709,SC Paderborn 07 vs 1899 Hoffenheim,Bundesliga,45,Half time,1,4.5,0.2722,0.0,0.2681,2,3.48,Marathonbet,-0.0527,False,2026-09-20T18:26:54+00:00,1.0,9.0,5.0,3.56,0.297,2026-09-20T18:51:10+00:00,Bundesliga
1340474709,SC Paderborn 07 vs 1899 Hoffenheim,Bundesliga,45,Half time,1,5.5,0.1423,0.0,0.1366,1,6.7,Marathonbet,-0.0465,False,2026-09-20T18:26:54+00:00,1.0,9.0,5.0,6.85,0.134,2026-09-20T18:51:10+00:00,Bundesliga
1340474709,SC Paderborn 07 vs 1899 Hoffenheim,Bundesliga,45,Half time,1,6.5,0.0678,0.0,0.1313,1,6.95,Marathonbet,-0.5285,False,2026-09-20T18:26:54+00:00,1.0,9.0,5.0,6.95,0.1313,2026-09-20T18:51:10+00:00,Bundesliga
1321410607,Marseille vs Paris Saint Germain,Ligue 1,45,Half time,2,1.5,1.0,0.0,0.7982,1,1.15,Marathonbet,,True,2026-09-20T19:49:50+00:00,5.0,6.0,1.0,1.15,0.7982,2026-09-20T20:24:10+00:00,Ligue 1
1321410607,Marseille vs Paris Saint Germain,Ligue 1,45,Half time,2,2.0,0.8282,0.1718,0.6912,1,1.34,Vbet Sport,0.2816,False,2026-09-20T19:49:50+00:00,5.0,6.0,1.0,1.34,0.6912,2026-09-20T20:24:10+00:00,Ligue 1
1321410607,Marseille vs Paris Saint Germain,Ligue 1,45,Half time,2,2.5,0.8282,0.0,0.7311,2,1.28,Vbet Sport,0.06,False,2026-09-20T19:49:50+00:00,5.0,6.0,1.0,1.29,0.7381,2026-09-20T20:24:10+00:00,Ligue 1
1321410607,Marseille vs Paris Saint Germain,Ligue 1,45,Half time,2,3.0,0.5551,0.2731,0.6469,1,1.43,Vbet Sport,0.0668,False,2026-09-20T19:49:50+00:00,5.0,6.0,1.0,1.46,0.6332,2026-09-20T20:24:10+00:00,Ligue 1
1321410607,Marseille vs Paris Saint Germain,Ligue 1,45,Half time,2,3.5,0.5551,0.0,0.6713,2,1.42,Vbet Sport,-0.2118,False,2026-09-20T19:49:50+00:00,5.0,6.0,1.0,2.13,0.4539,2026-09-20T20:24:10+00:00,Ligue 1
1321410607,Marseille vs Paris Saint Germain,Ligue 1,45,Half time,2,4.0,0.3123,0.2428,0.543,1,1.7,Vbet Sport,-0.2263,False,2026-09-20T19:49:50+00:00,5.0,6.0,1.0,3.4,0.2719,2026-09-20T20:24:10+00:00,Ligue 1
1321410607,Marseille vs Paris Saint Germain,Ligue 1,45,Half time,2,4.5,0.3123,0.0,0.4333,2,2.25,Vbet Sport,-0.2973,False,2026-09-20T19:49:50+00:00,5.0,6.0,1.0,3.96,0.2523,2026-09-20T20:24:10+00:00,Ligue 1
1321410607,Marseille vs Paris Saint Germain,Ligue 1,45,Half time,2,5.0,0.1531,0.1591,0.2719,1,3.4,Vbet Sport,-0.3202,False,2026-09-20T19:49:50+00:00,5.0,6.0,1.0,3.4,0.2719,2026-09-20T20:24:10+00:00,Ligue 1
1321410607,Marseille vs Paris Saint Germain,Ligue 1,45,Half time,2,5.5,0.1531,0.0,0.2719,2,3.48,Marathonbet,-0.4671,False,2026-09-20T19:49:50+00:00,5.0,6.0,1.0,7.0,0.205,2026-09-20T20:24:10+00:00,Ligue 1
1321410607,Marseille vs Paris Saint Germain,Ligue 1,45,Half time,2,6.5,0.0674,0.0,0.1357,1,6.75,Marathonbet,-0.5451,False,2026-09-20T19:49:50+00:00,5.0,6.0,1.0,7.0,0.1304,2026-09-20T20:24:10+00:00,Ligue 1
1319158861,AC Milan vs Lecce,Serie A,45,Half time,0,0.5,0.8771,0.0,0.8506,1,1.08,Marathonbet,-0.0528,False,2026-09-20T19:49:51+00:00,1.0,13.0,1.0,1.24,0.7732,2026-09-20T20:24:10+00:00,Serie A
1319158861,AC Milan vs Lecce,Serie A,45,Half time,0,1.0,0.6445,0.2325,0.7205,1,1.28,Vbet Sport,0.0575,False,2026-09-20T19:49:51+00:00,1.0,13.0,1.0,1.49,0.6209,2026-09-20T20:24:10+00:00,Serie A
1319158861,AC Milan vs Lecce,Serie A,45,Half time,0,1.5,0.6445,0.0,0.5796,2,1.72,Vbet Sport,0.1086,False,2026-09-20T19:49:51+00:00,1.0,13.0,1.0,1.8,0.5496,2026-09-20T20:24:10+00:00,Serie A
1319158861,AC Milan vs Lecce,Serie A,45,Half time,0,2.0,0.4027,0.2418,0.3846,1,2.4,Vbet Sport,0.2083,False,2026-09-20T19:49:51+00:00,1.0,13.0,1.0,3.3,0.2795,2026-09-20T20:24:10+00:00,Serie A
1319158861,AC Milan vs Lecce,Serie A,45,Half time,0,2.5,0.4027,0.0,0.3339,2,3.15,Vbet Sport,0.2685,False,2026-09-20T19:49:51+00:00,1.0,13.0,1.0,3.74,0.2627,2026-09-20T20:24:10+00:00,Serie A
1319158861,AC Milan vs Lecce,Serie A,45,Half time,0,3.0,0.2198,0.1829,0.2719,1,3.4,Vbet Sport,-0.0698,False,2026-09-20T19:49:51+00:00,1.0,13.0,1.0,3.75,0.247,2026-09-20T20:24:10+00:00,Serie A
1319158861,AC Milan vs Lecce,Serie A,45,Half time,0,3.5,0.2198,0.0,0.2211,2,4.7,Marathonbet,0.033,False,2026-09-20T19:49:51+00:00,1.0,13.0,1.0,6.7,0.1923,2026-09-20T20:24:10+00:00,Serie A
1319158861,AC Milan vs Lecce,Serie A,45,Half time,0,4.5,0.1074,0.0,0.1321,1,6.9,Marathonbet,-0.2588,False,2026-09-20T19:49:51+00:00,1.0,13.0,1.0,6.95,0.1313,2026-09-20T20:24:10+00:00,Serie A
1340753837,FC Porto vs Benfica,Primeira Liga,45,Half time,4,3.5,1.0,0.0,0.8665,1,1.04,Marathonbet,,True,2026-09-20T20:37:55+00:00,8.0,15.0,5.0,1.04,0.8665,2026-09-20T21:09:03+00:00,(otras)
1340753837,FC Porto vs Benfica,Primeira Liga,45,Half time,4,4.5,0.8845,0.0,0.8508,1,1.07,Marathonbet,-0.0536,False,2026-09-20T20:37:55+00:00,8.0,15.0,5.0,1.28,0.7921,2026-09-20T21:09:03+00:00,(otras)
1340753837,FC Porto vs Benfica,Primeira Liga,45,Half time,4,5.0,0.6596,0.2249,0.7014,1,1.32,Vbet Sport,0.0956,False,2026-09-20T20:37:55+00:00,8.0,15.0,5.0,1.43,0.6469,2026-09-20T21:09:03+00:00,(otras)
1340753837,FC Porto vs Benfica,Primeira Liga,45,Half time,4,5.5,0.6596,0.0,0.6947,2,1.33,Vbet Sport,-0.1228,False,2026-09-20T20:37:55+00:00,8.0,15.0,5.0,1.85,0.6071,2026-09-20T21:09:03+00:00,(otras)
1340753837,FC Porto vs Benfica,Primeira Liga,45,Half time,4,6.0,0.4193,0.2403,0.6297,1,1.47,Vbet Sport,-0.1434,False,2026-09-20T20:37:55+00:00,8.0,15.0,5.0,2.5,0.3703,2026-09-20T21:09:03+00:00,(otras)
1340753837,FC Porto vs Benfica,Primeira Liga,45,Half time,4,6.5,0.4193,0.0,0.5,2,1.85,Marathonbet,-0.2243,False,2026-09-20T20:37:55+00:00,8.0,15.0,5.0,3.1,0.4095,2026-09-20T21:09:03+00:00,(otras)
1340753837,FC Porto vs Benfica,Primeira Liga,45,Half time,4,7.0,0.233,0.1863,0.3943,1,2.35,Vbet Sport,-0.2662,False,2026-09-20T20:37:55+00:00,8.0,15.0,5.0,3.3,0.2795,2026-09-20T21:09:03+00:00,(otras)
1340753837,FC Porto vs Benfica,Primeira Liga,45,Half time,4,7.5,0.233,0.0,0.3238,2,2.88,Marathonbet,-0.3289,False,2026-09-20T20:37:55+00:00,8.0,15.0,5.0,3.83,0.2941,2026-09-20T21:09:03+00:00,(otras)
1340753837,FC Porto vs Benfica,Primeira Liga,45,Half time,4,8.0,0.1159,0.1171,0.2719,1,3.4,Vbet Sport,-0.4887,False,2026-09-20T20:37:55+00:00,8.0,15.0,5.0,3.3,0.2795,2026-09-20T21:09:03+00:00,(otras)
1340753837,FC Porto vs Benfica,Primeira Liga,45,Half time,4,8.5,0.1159,0.0,0.2114,2,4.9,Marathonbet,-0.4319,False,2026-09-20T20:37:55+00:00,8.0,15.0,5.0,4.45,0.2211,2026-09-20T21:09:03+00:00,(otras)
1340753837,FC Porto vs Benfica,Primeira Liga,45,Half time,4,9.0,0.0527,0.0633,0.2795,1,3.3,Vbet Sport,-0.7629,False,2026-09-20T20:37:55+00:00,8.0,15.0,5.0,3.3,0.2795,2026-09-20T21:09:03+00:00,(otras)
1340753837,FC Porto vs Benfica,Primeira Liga,45,Half time,4,9.5,0.0527,0.0,0.1318,1,6.85,Marathonbet,-0.6392,False,2026-09-20T20:37:55+00:00,8.0,15.0,5.0,6.1,0.148,2026-09-20T21:09:03+00:00,(otras)
1340753837,FC Porto vs Benfica,Primeira Liga,45,Half time,4,10.5,0.0222,0.0,0.1373,1,6.6,Marathonbet,-0.8536,False,2026-09-20T20:37:55+00:00,8.0,15.0,5.0,6.6,0.1373,2026-09-20T21:09:03+00:00,(otras)
1270018717,Flamengo vs RB Bragantino,Serie A,45,Half time,2,2.5,0.8978,0.0,0.7685,1,1.19,Marathonbet,0.0684,False,2026-09-20T22:37:57+00:00,6.0,12.0,2.0,1.19,0.7685,2026-09-20T23:08:31+00:00,(otras)
1270018717,Flamengo vs RB Bragantino,Serie A,45,Half time,2,3.0,0.6874,0.2104,0.7205,1,1.28,Vbet Sport,0.0903,False,2026-09-20T22:37:57+00:00,6.0,12.0,2.0,1.28,0.7205,2026-09-20T23:08:31+00:00,(otras)
1270018717,Flamengo vs RB Bragantino,Serie A,45,Half time,2,3.5,0.6874,0.0,0.7185,2,1.32,Vbet Sport,-0.0926,False,2026-09-20T22:37:57+00:00,6.0,12.0,2.0,1.32,0.7185,2026-09-20T23:08:31+00:00,(otras)
1270018717,Flamengo vs RB Bragantino,Serie A,45,Half time,2,4.0,0.4511,0.2363,0.6297,1,1.47,Vbet Sport,-0.1005,False,2026-09-20T22:37:57+00:00,6.0,12.0,2.0,1.47,0.6297,2026-09-20T23:08:31+00:00,(otras)
1270018717,Flamengo vs RB Bragantino,Serie A,45,Half time,2,4.5,0.4511,0.0,0.5282,2,1.83,Vbet Sport,-0.1744,False,2026-09-20T22:37:57+00:00,6.0,12.0,2.0,1.83,0.5282,2026-09-20T23:08:31+00:00,(otras)
1270018717,Flamengo vs RB Bragantino,Serie A,45,Half time,2,5.0,0.2593,0.1918,0.3943,1,2.35,Vbet Sport,-0.1988,False,2026-09-20T22:37:57+00:00,6.0,12.0,2.0,2.35,0.3943,2026-09-20T23:08:31+00:00,(otras)
1270018717,Flamengo vs RB Bragantino,Serie A,45,Half time,2,5.5,0.2593,0.0,0.3521,2,2.8,Vbet Sport,-0.274,False,2026-09-20T22:37:57+00:00,6.0,12.0,2.0,2.8,0.3521,2026-09-20T23:08:31+00:00,(otras)
1270018717,Flamengo vs RB Bragantino,Serie A,45,Half time,2,6.0,0.1334,0.1259,0.2841,1,3.25,Vbet Sport,-0.4404,False,2026-09-20T22:37:57+00:00,6.0,12.0,2.0,3.25,0.2841,2026-09-20T23:08:31+00:00,(otras)
1270018717,Flamengo vs RB Bragantino,Serie A,45,Half time,2,6.5,0.1334,0.0,0.2414,2,4.0,Marathonbet,-0.4662,False,2026-09-20T22:37:57+00:00,6.0,12.0,2.0,4.0,0.2414,2026-09-20T23:08:31+00:00,(otras)
1270018717,Flamengo vs RB Bragantino,Serie A,45,Half time,2,7.5,0.0626,0.0,0.1346,1,6.75,Marathonbet,-0.5771,False,2026-09-20T22:37:57+00:00,6.0,12.0,2.0,6.75,0.1346,2026-09-20T23:08:31+00:00,(otras)
1268412029,Inter Miami vs San Diego,Major League Soccer,45,Half time,1,3.5,0.4668,0.0,0.5741,1,1.61,Vbet Sport,-0.2485,False,2026-09-21T00:24:31+00:00,3.0,13.0,2.0,1.61,0.5741,2026-09-21T00:48:46+00:00,(otras)
1268412029,Inter Miami vs San Diego,Major League Soccer,45,Half time,1,4.0,0.2726,0.1941,0.4811,1,1.92,Vbet Sport,-0.2824,False,2026-09-21T00:24:31+00:00,3.0,13.0,2.0,1.92,0.4811,2026-09-21T00:48:46+00:00,(otras)
1268412029,Inter Miami vs San Diego,Major League Soccer,45,Half time,1,4.5,0.2726,0.0,0.3943,1,2.35,Vbet Sport,-0.3593,False,2026-09-21T00:24:31+00:00,3.0,13.0,2.0,2.35,0.3943,2026-09-21T00:48:46+00:00,(otras)
1270666328,Lanús vs Estudiantes de La Plata,Liga Profesional Argentina,45,Half time,1,2.5,0.7006,0.0,0.8198,1,1.11,Marathonbet,-0.2223,False,2026-09-22T01:15:08+00:00,4.0,6.0,3.0,1.22,0.754,2026-09-22T01:54:16+00:00,(otras)
1270666328,Lanús vs Estudiantes de La Plata,Liga Profesional Argentina,45,Half time,1,3.5,0.4668,0.0,0.6338,1,1.45,Marathonbet,-0.3232,False,2026-09-22T01:15:08+00:00,4.0,6.0,3.0,1.71,0.5378,2026-09-22T01:54:16+00:00,(otras)
