match_id,arbitro,clima_status,clima_temp
1336391611,"Bestard Servera, Luis",clear day,27.92
1336392462,"Alberola Rojas, Javier",clear day,24.31
1336395015,"Busquets Ferrer, Mateo",clear night,31.45
1336382250,"Ortiz Arias, Miguel Angel",clear night,28.1
1336383952,"Soto Grado, Cesar",clear day,36.59
1336383101,,,
1336384803,"Bestard Servera, Luis",clear day,28.3
1336379697,"Sanchez Martinez, Jose Maria",partly cloudy day,30.9
1336386505,"Diaz de Mera Escuderos, Isidro",cloudy,33.22
1336387356,"Gil Manzano, Jesus",partly cloudy night,27.82
1336385654,"Quintero Gonzalez, Alejandro",cloudy,33.15
1336380548,"Munuera Montero, Jose Luis",cloudy,28.49
1336381399,"Hernandez, Alejandro",cloudy,32.37
1336404376,"Garcia Verdura, Victor",clear night,22.77
1336372038,"Hernandez Maeso, Francisco Jose",clear night,26.65
1336375442,"Gonzalez Esteban, Jon Ander",clear day,22.69
1336372889,"Busquets Ferrer, Mateo",clear night,18.41
1336373740,"Ortiz Arias, Miguel Angel",clear day,20.39
1336377144,"Martinez Munuera, Juan",clear day,31.13
1336378846,"Alberola Rojas, Javier",clear night,29.74
1336377995,"Orellana Cid, Manuel Jesus",clear day,24.69
1336374591,"De Burgos Bengoechea, Ricardo",clear day,29.13
1336371187,"Diaz de Mera Escuderos, Isidro",clear night,19.75
1336376293,"Muniz Munoz, Carlos",cloudy,23.1
1336355869,"Ortiz Arias, Miguel Angel",cloudy,27.98
1336356720,"Sesma Espinosa, Miguel",clear day,17.79
1336360124,,,
1336361826,"Gonzalez Esteban, Jon Ander",clear night,27.99
1336367783,"Alberola Rojas, Javier",clear night,26.21
1336368634,"Garcia Verdura, Victor",cloudy,27.57
1336365230,"Quintero Gonzalez, Alejandro",,
1336366932,"Martinez Munuera, Juan",clear day,31.78
1336363528,"Hernandez, Alejandro",cloudy,31.78
1336366081,"Sanchez Martinez, Jose Maria",clear night,25.39
1336370336,"Gil Manzano, Jesus",,
1336362677,"Soto Grado, Cesar",clear day,27.18
1336364379,"Diaz de Mera Escuderos, Isidro",clear day,27.19
1336369485,"Munuera Montero, Jose Luis",clear day,25.58
1336355018,"Cordero Vega, Adrian",clear day,31.46
1336357571,"Hernandez Maeso, Francisco Jose",clear day,21.91
1336358422,"Muniz Munoz, Carlos",,
1336359273,"Sesma Espinosa, Miguel",partly cloudy day,25.19
1336360975,"De Burgos Bengoechea, Ricardo",clear night,29.79
1336354167,"Orellana Cid, Manuel Jesus",cloudy,24.4
1319158861,"La Penna, Federico",partly cloudy night,23.88
1319163116,"Zufferli, Luca",cloudy,27.44
1319164818,"Mariani, Maurizio",clear day,28.49
1319162265,"Chiffi, Daniele",clear day,28.83
1319161414,"Doveri, Daniele",clear day,27.36
1319166520,"Sozza, Simone",clear night,23.31
1319159712,"Massa, Davide",clear day,26.57
1319160563,"Guida, Marco",clear day,25.7
1319165669,"Manganiello, Gianluca",clear day,26.16
1319163967,"Perenzoni, Daniele",partly cloudy night,20.52
1319152904,"Pairetto, Luca J.",,
1319157159,"Maresca, Fabio",clear day,28.93
1319151202,"Mucera, Giuseppe",clear day,25.14
1319156308,"Sacchi, Juan Luca",,
1319155457,"Bonacina, Kevin",clear day,28.0
1319154606,"Crezzini, Valerio",clear day,27.03
1319150351,"Arena, Alberto Ruben",clear night,20.23
1319153755,"Marcenaro, Matteo",clear day,27.11
1319152053,"Rapuano, Andrea",clear day,26.53
1319158010,"Fourneau, Francesco",cloudy,22.32
1319149500,"Tremolada, Paride",cloudy,25.91
1319143543,"Sacchi, Juan Luca",clear day,29.89
1319147798,"Mariani, Maurizio",clear night,27.75
1319142692,"Di Bello, Marco",clear day,31.95
1319148649,"La Penna, Federico",clear day,32.93
1319145245,"Perri, Mario",clear day,34.07
1319141841,Colombo,clear night,26.82
1319146947,"Sozza, Simone",partly cloudy day,33.47
1319144394,"Massa, Davide",clear day,32.58
1319146096,"Guida, Marco",clear night,25.05
1319134182,"Doveri, Daniele",clear night,24.8
1319138437,"Chiffi, Daniele",clear day,30.66
1319137586,"Feliciani, Ermanno",clear night,28.2
1319135033,"Fabbri, Michael",clear night,28.13
1319140139,"Pairetto, Luca J.",clear day,30.38
1319136735,"Fourneau, Francesco",clear night,25.73
1319135884,"Collu, Guiseppe",clear day,28.94
1319140990,"Di Marco, Davide",clear day,30.13
1319139288,"Allegretta, Claudio Giuseppe",cloudy,29.08
1319133331,"Manganiello, Gianluca",,
1319124821,"Marcenaro, Matteo",partly cloudy night,27.89
1319126523,"Maresca, Fabio",cloudy,29.95
1319130778,"Zufferli, Luca",partly cloudy night,25.36
1319125672,"Crezzini, Valerio",clear night,23.03
1319132480,"Rapuano, Andrea",clear day,26.68
1319127374,"Ayroldi, Giovanni",clear day,31.85
1319128225,"Di Bello, Marco",clear night,24.56
1319129927,"Perenzoni, Daniele",clear night,25.18
1319131629,"Arena, Alberto Ruben",clear day,25.11
1319129076,"Marinelli, Livio",clear day,28.3
1340474709,"Schlager, Daniel",clear night,15.34
1340473007,"Braun, Robin",partly cloudy day,18.78
1340469603,"Schroder, Robert",partly cloudy day,19.71
1340468752,"Stieler, Tobias",cloudy,22.77
1340473858,"Hartmann, Robert",cloudy,21.92
1340471305,"Jollenbeck, Matthias",cloudy,19.3
1340472156,"Dankert, Bastian",wind,20.17
1340470454,"Storks, Soren",cloudy,23.49
1340467901,"Brand, Benjamin",clear night,16.05
