match_id,local_formacion,local_ids,visitante_formacion,visitante_ids
1173776574,4-2-3-1,45395|17182879|3138849|5944596|55065696|7637672|42429772|28670551|2561342|45852471|31581270,4-2-3-1,231672|3064306|24627841|439523|470274|3063179|454657|234409|187075|3094735|31412220
1173772319,4-2-3-1,26164425|143605|397341|55218324|87899|8290688|120421|187719|239239|25437671|18609983,3-4-2-1,3040639|10304637|134267|3181514|7723163|5307680|367073|3091515|7790783|8169133|3021480
1173769766,4-2-3-1,3052553|7628334|55004516|3557288|26067181|49239428|18694991|300258|24630256|68543167|1663123,4-2-3-1,261296|49446957|10943485|57978508|6701135|7238|102550|229096|25192951|3104395|177254
1173774021,4-2-3-1,31320450|3578379|993202|184660|3205825|235858|58818445|3322872|52748745|54611515|6238904,4-3-3,42798140|32850433|24608843|4955090|7650713|10943646|52822483|55918030|388647|3040317|3397898
1173770617,3-4-3,3073322|66454353|3380349|20438943|29334515|3027920|401044|2211650|29660540|327306|20883625,4-3-3,3277309|45803366|6236328|26273583|25549888|5014660|116557|52825059|22344861|50753311|3085397
1173773170,4-2-3-1,470113|22343734|453691|58555049|446285|22364342|3566143|370132|3018260|45793062|1508080,4-2-3-1,3155593|438718|7537369|143283|3107132|471240|26197108|3086524|368361|3089905|3118080
1173771468,4-2-3-1,3986514|46683|46844|184499|24577448|47327|176610|72882439|32719218|49420|39921,4-2-3-1,231672|3147543|24627841|439523|470274|311528|234409|44779567|62679869|3094735|31412220
1173768064,4-2-3-1,45395|17182879|3138849|5944596|55065696|7637672|42429772|28670551|2561342|45852471|31581270,4-2-3-1,472206|348719|2843575|472850|43492533|144249|481544|2993466|23844093|3047723|20244777
1173768915,4-2-3-1,3040800|60522469|28883554|7712537|29269471|92729|473172|31693809|43551942|6099156|5945401,4-2-3-1,20778492|219275|3567914|6230049|14972027|3054324|42797174|61773439|49222684|44817724|236663
1173767213,4-2-3-1,3134019|50432599|3578218|3556644|3213553|473011|7617869|20570963|157612|22012557|3055773,4-2-3-1,19047581|26125141|1064364|3235127|53200511|181279|49081487|59252984|3098599|65656920|24609970
1173774872,4-2-3-1,2555224|65897937|3541832|232799|27685|54190339|200277|6073718|48491261|3128062|8187970,3-5-1-1,256144|10691681|21788928|31510591|45190761|31411737|42791378|3327219|47746314|144410|3137078
1173758703,4-2-3-1,3155593|438718|7537369|3116148|3107132|26197108|368361|3052|3086524|3089905|3118080,3-4-2-1,2555224|3541832|232799|22372|65897937|54190339|200277|3034360|48491261|3128062|8187970
1173765511,3-4-2-1,5048148|24608843|4955090|4071361|3096989|38177923|52822483|7650713|43552264|388647|3040317,4-2-3-1,470113|22343734|58555049|453691|446285|22364342|3566143|370132|3018260|45793062|1508080
1173764660,4-3-3,3277309|45803366|3052875|6236328|27363|25446848|116557|3090066|3023412|22344861|24702384,4-1-4-1,44831248|19178635|993202|3205825|5980177|235858|54202253|58818445|52748745|54611515|6238904
1173762958,3-4-1-2,3040639|10304637|134267|3110835|3181514|28604219|367073|3091515|8169133|3133375|3021480,3-4-3,45395|3138849|3186183|5944596|17182879|47166|7637672|55065696|28670551|31581270|42429772
1173761256,4-2-3-1,472206|348719|472528|472850|43492533|481544|144249|2993466|23844093|3047723|20244777,4-2-3-1,3052553|7628334|55004516|3557288|26067181|18694991|45422279|300258|965510|24630256|1663123
1173762107,4-2-3-1,231672|3147543|24627841|439523|470274|311528|234409|44779567|62679869|3094735|31412220,4-2-3-1,3040800|60522469|29269471|28883554|101101|3268937|473172|31693809|29070314|15928850|5945401
1173760405,4-2-3-1,20778492|219275|3053197|6230049|14972027|3054324|47810|61773439|49222684|44817724|236663,4-2-3-1,3986514|33207048|46844|184499|24577448|1081430|87416|39921|176610|32719218|28105119
1173759554,4-2-3-1,19047581|26125141|1064364|3235127|53200511|181279|49081487|20878956|3098599|65656920|24609970,4-2-3-1,26164425|143605|472689|55218324|142800|45775996|120421|187719|239239|25437671|3314983
1173751044,4-2-3-1,45395|17182879|3138849|5944596|55065696|7637672|47166|28670551|2561342|45852471|31581270,3-5-2,256144|10691681|21788928|31510591|45190761|31411737|42791378|3327219|47746314|73449320|3137078
1173754448,4-2-3-1,45234|46683|46844|45878|24577448|1081430|87416|32719218|176610|72882439|39921,3-4-2-1,5048148|26162332|4071361|7650713|66727409|38177923|52822483|3096989|388647|43552264|3040317
1173753597,3-4-2-1,3567431|66454353|3380349|20438943|29334515|401044|3027920|20883625|22105937|357252|327306,3-4-1-2,3040639|10304637|134267|3110835|7723163|367073|28604219|3181514|8169133|3021480|3133375
1173755299,4-2-3-1,26164425|143605|472689|55218324|142800|45775996|120421|187719|239239|25437671|3314983,4-2-3-1,3155593|438718|3087973|3116148|45797731|26197108|368361|3070585|3086524|3089905|3118080
1173756150,4-2-3-1,470113|22343734|58555049|453691|446285|22364342|3566143|370132|3018260|975170|1508080,4-2-3-1,231672|3147543|24627841|439523|105931|311528|234409|44779567|62679869|3094735|464961
1173757852,3-4-1-2,2555224|22372|3541832|232799|65897937|54190339|200277|3034360|3128062|8187970|48491261,4-1-3-2,261296|3403372|10943485|57978508|6701135|7238|49446957|102550|3104395|177254|13133407
1173752746,4-2-3-1,3052553|7628334|3175074|3557288|26067181|18694991|3146899|45776318|965510|24630256|1663123,4-2-3-1,3277309|45803366|6236328|26273583|25549888|3090066|235697|3023412|25446848|3085397|22344861
1173750193,4-2-3-1,3134019|25285526|3578218|3556644|6238260|473011|7617869|22012557|3153500|235214|157612,4-2-3-1,472206|348719|472528|43492533|144249|481544|45804654|2993466|23844093|3047723|20244777
1173757001,4-2-3-1,44831248|19178635|993202|9000698|5980177|235858|58818445|54611515|52748745|54202253|6238904,4-2-3-1,20778492|219275|3053197|6230049|14972027|3054324|47810|61773439|49222684|44817724|236663
1173751895,3-4-2-1,3040800|28883554|3268937|29269471|60522469|29070314|473172|101101|31693809|15928850|5945401,4-2-3-1,19047581|26125141|1064364|3235127|3038063|49081487|181279|3098599|59252984|65656920|24609970
1173748491,3-4-2-1,5048148|24608843|4071361|6617898|66727409|38177923|52822483|7650713|43552264|3397898|3040317,3-4-2-1,3073322|66454353|44902732|20438943|29334515|418915|46384576|2211650|22105937|357252|327306
1173747640,4-3-3,3277309|45803366|3052875|26273583|27363|116557|5014660|3090066|3023412|22344861|24702384,4-2-3-1,26164425|143605|472689|55218324|87899|45775996|120421|187719|239239|3314983|18609983
1173741683,4-2-3-1,3155593|22349530|3087973|3116148|3107132|26197108|7651196|3070585|3086524|158417|3118080,4-2-3-1,46145330|55004516|3175074|3557288|26067181|18694991|3146899|45776318|965510|24630256|1663123
1173746789,4-1-3-2,261296|3403372|10943485|91441|6701135|7238|101745|102550|25192951|177254|3104395,3-4-2-1,470113|58555049|453691|58396625|22343734|22364342|3566143|446285|3018260|975170|1508080
1173743385,4-2-3-1,20778492|219275|3567914|6230049|14972027|3054324|57322755|17200589|49222684|44817724|14585144,4-2-3-1,3134019|20578691|3578218|53722956|6238260|473011|7617869|20570963|3153500|235214|3055773
1173745087,4-2-3-1,231672|3147543|24627841|3029208|105931|234409|311528|62679869|3063179|273210|464961,4-4-2,2555224|65897937|22372|3541832|3034360|6073718|200277|54190339|3128062|8187970|473333
1173749342,3-5-2,256144|10691681|21788928|3017616|42791056|42791378|31411737|144410|47746314|3137078|73449320,4-2-3-1,45234|33207048|46844|184499|24577448|1081430|87416|39921|176610|49420|28105119
1173744236,4-2-3-1,472206|348719|2843575|472850|43492533|144249|481544|2993466|23844093|3047723|20244777,3-4-2-1,3040800|28883554|281260|29269471|53168472|43551942|92729|101101|31693809|29070314|15928850
1173742534,4-2-3-1,19047581|26125141|1064364|3235127|53200511|49081487|185304|3098599|181279|65656920|24609970,4-2-3-1,45395|3114860|5944596|3138849|55065696|7637672|47166|28670551|2561342|45852471|31581270
1173745938,3-4-2-1,3040639|3181514|10304637|3110835|7723163|367073|20792016|3091515|8169133|28604219|3021480,3-4-2-1,44831248|993202|9000698|3205825|19178635|58818445|52748745|5980177|3322872|50158577|56317793
1173733173,4-2-3-1,3134019|20578691|3578218|3556644|6238260|473011|7617869|313460|3153500|235214|3055773,4-2-3-1,3052553|55004516|3175074|44465778|3146899|49239428|18694991|300258|965510|24630256|1663123
1173739130,4-2-3-1,26164425|143605|472689|55218324|142800|45775996|120421|187719|239239|3314983|18609983,3-4-3,3073322|66454353|3380349|20438943|29334515|418915|46384576|2211650|20883625|327306|357252
1173734875,4-3-3,20778492|219275|3053197|6230049|14972027|3054324|47810|49222684|17200589|236663|44817724,4-2-3-1,470113|22343734|58555049|453691|446285|22364342|3566143|370132|3018260|45793062|1508080
1173736577,4-2-3-1,231672|3064306|24627841|3029208|105931|234409|311528|44779567|187075|3094735|464961,4-3-3,5048148|52822483|24608843|26162332|7650713|3054002|6617898|10943646|26084730|3040317|3397898
1173737428,5-4-1,3040639|7723163|10304637|3110835|3181514|3091515|8169133|20792016|367073|28604219|3021480,4-1-3-2,261296|3403372|10943485|91441|6701135|7238|49446957|102550|25192951|3104395|13133407
1173735726,3-4-2-1,3040800|29269471|28883554|281260|53168472|29070314|473172|3268937|31693809|3696|5945401,4-2-3-1,9940616|3114860|5944596|180313|55065696|7637672|42429772|28670551|2561342|45852471|31581270
1173739981,4-3-3,3044825|45803366|3052875|26273583|27363|116557|5014660|3090066|22344861|25446848|24702384,4-2-3-1,472206|348719|2843575|472850|43492533|144249|481544|3047723|23844093|2993466|20244777
1173738279,4-2-3-1,45234|33207048|46844|184499|45878|1081430|87416|39921|176610|49420|28105119,4-5-1,2555224|65897937|3541832|232799|3034360|6073718|54190339|200277|52514490|3128062|8187970
1173734024,4-2-3-1,19047581|26125141|1064364|3235127|53200511|49081487|185304|3098599|3038224|65656920|59252984,4-3-3,31320450|19178635|993202|9000698|5980177|58818445|235858|52748745|3322872|56317793|54202253
1173740832,3-4-2-1,256144|6698720|21788928|31510591|45190761|42791378|31411737|47746314|73449320|3327219|3137078,4-2-3-1,3155593|438718|7537369|3116148|3107132|7651196|26197108|3070585|3086524|3052|3118080
1173728067,4-2-3-1,472206|2843575|472528|472850|144249|481544|45804654|2993466|23844093|65263114|55333278,4-2-3-1,26164425|143605|472689|55218324|142800|45775996|120421|187719|239239|25437671|3314983
1173731471,4-3-3,5048148|3096989|24608843|26162332|52822483|10943646|6617898|3054002|26084730|3397898|38177923,4-3-3,3134019|20578691|3578218|3556644|6238260|473011|7617869|3153500|313460|3055773|235214
1173729769,4-2-3-1,4025798|22343734|58555049|453691|446285|22364342|3566143|370132|3018260|45793062|1508080,4-2-3-1,45234|33207048|46844|184499|176610|1081430|87416|39921|32719218|49420|28105119
1173727216,3-4-2-1,3073322|44902732|20438943|66454353|29334515|3027920|46384576|2211650|29660540|357252|327306,3-4-2-1,256144|10691681|21788928|31510591|45190761|42791378|3327219|47746314|73449320|17734787|3137078
1173730620,4-1-4-1,31320450|19178635|993202|9000698|184660|58818445|50158577|3322872|52748745|89239234|6238904,4-2-3-1,231672|3064306|24627841|439523|105931|311528|234409|38289013|187075|3094735|464961
1173728918,4-1-3-2,261296|3403372|10943485|91441|6701135|7238|49446957|102550|3104395|13133407|177254,4-3-3,3044825|45803366|3052875|26273583|27363|235697|5014660|3090066|22344861|25446848|24702384
1173732322,4-2-3-1,2555224|65897937|3541832|232799|3034360|52514490|54190339|6073718|200277|3128062|8187970,4-2-3-1,19047581|26125141|1064364|3235127|53200511|185304|49081487|20878956|59252984|65656920|24609970
1173724663,4-2-3-1,3155593|22349530|3087973|3116148|3107132|26197108|7651196|3070585|3086524|158417|3118080,5-4-1,3040639|7723163|3110835|10304637|367073|3181514|8169133|28604219|20792016|3091515|3021480
1173726365,4-2-3-1,3052553|26067181|3175074|3557288|3146899|18694991|49239428|300258|965510|24630256|1663123,3-4-2-1,3040800|28883554|281260|3268937|29269471|29070314|43551942|101101|31693809|6099156|5945401
1173725514,4-2-3-1,45395|3114860|5944596|180313|7224385|4036907|47166|17182879|7637672|45852471|31581270,4-3-3,20778492|219275|3053197|6230049|14972027|3054324|49222684|47810|17200589|236663|44817724
1173766362,3-4-2-1,256144|10691681|21788928|31510591|45190761|42791378|144410|47746314|3327219|73449320|3137078,4-2-3-1,3134019|20578691|3578218|3556644|6238260|473011|7617869|20570963|235214|22012557|3055773
1173717004,4-2-3-1,45395|3114860|5944596|180313|55065696|4036907|42429772|17182879|7637672|45852471|31581270,4-3-3,3134019|20578691|3578218|53722956|6238260|473011|7617869|3153500|313460|3055773|22012557
1173722110,4-2-3-1,31320450|3578379|993202|9000698|184660|3322872|58818445|50158577|52748745|19178635|6238904,4-2-3-1,45234|46683|46844|184499|1368654|1081430|87416|39921|32719218|49420|28105119
1173718706,3-4-2-1,3073322|401044|3380349|20438943|29334515|46384576|418915|2211650|357252|22105937|327306,3-4-2-1,3040800|281260|28883554|3268937|29269471|29070314|43551942|101101|31693809|6099156|5945401
1173721259,4-2-3-1,4025798|22343734|10938977|453691|446285|22364342|3566143|370132|3018260|45793062|32053483,3-4-1-2,256144|10691681|21788928|31510591|45190761|144410|31411737|45526124|73449320|17734787|3137078
1173720408,4-3-3,261296|3403372|10943485|91441|6701135|49446957|7238|102550|3104395|177254|101745,4-2-3-1,231672|3064306|24627841|439523|105931|311528|234409|273210|187075|3094735|464961
1173716153,4-2-3-1,3155593|22349530|3087973|3116148|45797731|7651196|26197108|3086524|3070585|3052|3118080,4-3-3,20778492|219275|3053197|6230049|86611|3054324|57322755|49222684|17200589|236663|44817724
1173723812,4-4-1-1,2555224|65897937|232799|3541832|3034360|6073718|45795960|200277|3128062|54190339|8187970,4-2-3-1,26164425|143605|397341|472689|142800|120421|45775996|187719|239239|25437671|3314983
1173719557,4-2-3-1,472206|348719|2843575|472850|43492533|481544|144249|2993466|23844093|53780111|55333278,4-2-3-1,19047581|26125141|1064364|3235127|53200511|58199239|49081487|20878956|181279|65656920|24609970
1173717855,4-2-3-1,3052553|7628334|3175074|59044489|26067181|49239428|18694991|68543167|965510|24630256|1663123,3-4-2-1,3040639|134267|226842|3110835|7723163|20792016|367073|3181514|8169133|3091515|3133375
1173722961,4-3-3,5048148|3096989|24608843|26162332|52822483|38177923|3054002|10943646|26084730|3040317|54186958,4-3-3,3044825|3052875|6236328|26273583|27363|235697|1631889|3090066|3023412|22344861|24702384
1173712749,4-2-3-1,45234|33207048|46844|184499|176610|1081430|87416|39921|32719218|49420|28105119,4-3-3,261296|3403372|10943485|57978508|6701135|49446957|7238|102550|13133407|177254|3104395
1173709345,4-3-3,20778492|26083281|3567914|3053197|219275|3054324|57322755|63210364|17200589|63189756|14585144,3-4-2-1,3073322|401044|3380349|20438943|29334515|46384576|3027920|2211650|29660540|357252|327306
1173714451,4-3-3,3044825|45803366|6236328|26273583|27363|5014660|1631889|235697|3023412|3324643|3085397,4-2-3-1,45395|3114860|5944596|180313|55065696|4036907|47166|17182879|7637672|45852471|31581270
1173707643,4-3-3,3134019|25285526|3578218|3556644|6238260|473011|7617869|157612|313460|103677|22012557,4-2-3-1,31320450|3578379|993202|9000698|184660|52748745|58818445|54202253|3322872|19178635|6238904
1173715302,4-2-3-1,256144|45190761|21788928|31510591|3017616|144410|31411737|73449320|3137078|4007122|17734787,4-2-3-1,3052553|7628334|3175074|3557288|26067181|49239428|18694991|300258|965510|24630256|1663123
1173708494,4-2-3-1,19047581|26125141|1064364|3235127|53200511|3038546|49081487|65656920|59252984|20878956|24609970,4-2-3-1,3155593|438718|3087973|3116148|3107132|26197108|7651196|3086524|3070585|3052|3118080
1173710196,4-5-1,3040800|53168472|29269471|28883554|101101|31693809|43551942|92729|29070314|6099156|5945401,4-4-1-1,2555224|65897937|232799|3541832|3034360|6073718|54190339|200277|3128062|473333|8187970
1173711047,4-2-3-1,231672|3064306|21245|439523|470274|311528|234409|187075|3094735|273210|464961,4-2-3-1,472206|348719|472528|472850|43492533|481544|144249|2993466|23844093|65263114|55333278
1173713600,4-2-3-1,26164425|143605|397341|472689|142800|45775996|120421|187719|239239|25437671|3314983,3-4-2-1,5048148|24608843|4955090|6617898|32850433|38177923|10943646|52822483|26084730|54186958|3040317
1173711898,3-5-2,3040639|10304637|3110835|3181514|7723163|8169133|367073|20792016|3091515|3021480|7790783,4-2-3-1,4025798|10938977|53026631|453691|446285|22364342|3566143|975170|3018260|370132|1508080
1173705090,4-2-3-1,31320450|3578379|993202|9000698|184660|52748745|58818445|54202253|3322872|19178635|6238904,3-4-2-1,3040800|29269471|28883554|3088456|53168472|92729|43551942|101101|31693809|6099156|15928850
1173705941,4-3-3,5048148|32850433|26162332|4955090|52822483|3054002|6617898|10943646|26084730|3040317|3397898,4-1-4-1,261296|49446957|10943485|57978508|6701135|7238|3403372|102550|25192951|3104395|177254
1173703388,4-2-3-1,26164425|143605|397341|472689|142800|45775996|120421|187719|239239|25437671|3314983,4-2-3-1,231672|3147543|21245|439523|470274|311528|234409|187075|3094735|273210|464961
1173699133,4-2-3-1,3155593|22349530|7537369|3116148|3107132|45797731|7651196|3070585|3086524|3052|3090388,4-2-3-1,45395|3114860|5944596|180313|55065696|4036907|47166|28670551|7637672|45852471|31581270
1173704239,4-2-3-1,470113|22343734|58555049|453691|446285|22364342|3566143|975170|3018260|370132|1508080,3-4-2-1,3073322|44902732|3380349|20438943|29334515|401044|3027920|2211650|29660540|357252|20883625
1173702537,4-2-3-1,45234|33207048|46844|184499|176610|87416|1081430|39921|32719218|49420|28105119,4-3-3,3044825|45803366|3052875|26273583|27363|3090066|5014660|235697|3023412|22344861|24702384
1173700835,4-2-3-1,3052553|55004516|15449|3175074|26067181|18694991|965510|45776318|24630256|46190088|26073782,4-2-3-1,40887|65897937|22372|232799|3034360|54190339|200277|6073718|48491261|3128062|8187970
1173701686,3-4-2-1,3040639|7723163|10304637|3110835|3181514|20792016|367073|3091515|8169133|28604219|3021480,4-3-3,3134019|20578691|3578218|3556644|6238260|473011|7617869|157612|313460|3055773|235214
1173706792,3-5-2,256144|21788928|21746102|31510591|45190761|73449320|42791378|31411737|45526124|4007122|17734787,4-2-3-1,19047581|26125141|1064364|3235127|3038063|3038546|49081487|20878956|59252984|53200511|24609970
1173699984,4-3-3,20778492|26083281|3053197|6230049|219275|3054324|57322755|42797174|17200589|236663|14585144,4-2-3-1,472206|2843575|472528|472850|43492533|144249|481544|2993466|23844093|65263114|55333278
1173694878,4-2-3-1,472206|348719|43492533|472850|22285291|144249|481544|3047723|65263114|2993466|55333278,3-5-2,3040639|10304637|3110835|226842|3181514|20792016|367073|28604219|3091515|3021480|8169133
1173690623,4-3-3,3134019|20578691|3578218|3556644|6238260|473011|7617869|5977601|313460|103677|235214,4-2-3-1,26164425|143605|397341|472689|142800|45775996|120421|61574926|239239|25437671|3314983
1173697431,4-3-3,3044825|45803366|6236328|26273583|27363|116557|5014660|52825059|22344861|3324643|3023412,4-2-3-1,3155593|22349530|7537369|3116148|3107132|471240|26197108|3070585|3086524|3052|3118080
1173692325,4-2-3-1,45395|3114860|3138849|180313|55065696|4036907|42429772|28670551|2561342|7637672|31581270,4-2-3-1,470113|22343734|58555049|453691|446285|22364342|3566143|975170|3018260|370132|1508080
1173694027,3-4-2-1,3073322|66454353|3380349|20438943|29334515|401044|46384576|2211650|357252|20883625|4174401,4-2-3-1,3052553|7628334|15449|3175074|3146899|18694991|49239428|300258|965510|68543167|1663123
1173691474,4-2-3-1,19047581|26125141|1064364|3235127|3038063|3038546|49081487|20878956|59252984|53200511|24609970,4-2-2-2,45234|33207048|46844|45878|24577448|1081430|87416|32719218|176610|39921|49420
1173696580,4-1-4-1,261296|49446957|10943485|57978508|6701135|7238|25192951|102550|5941376|3104395|13133407,3-5-2,256144|10691681|21788928|31510591|45190761|73449320|42791378|31411737|47746314|4007122|2207142
1173695729,4-2-3-1,231672|3147543|21245|439523|470274|311528|234409|38289013|187075|3094735|464961,4-2-3-1,20778492|3567914|3053197|6230049|219275|3054324|57322755|17200589|42797174|44817724|236663
1173693176,3-4-2-1,3040800|29269471|28883554|3088456|53168472|92729|43551942|101101|31693809|6099156|22350496,3-4-2-1,5048148|24608843|4955090|4071361|3096989|10943646|3054002|7650713|54186958|26084730|3040317
1173698282,4-4-1-1,40887|52764684|22372|232799|3034360|6073718|54190339|200277|3128062|48491261|8187970,4-4-2,31320450|3578379|993202|9000698|184660|45790808|3322872|58818445|19178635|6238904|56317793
1173682964,4-2-3-1,20778492|219275|3053197|6230049|86611|3054324|49222684|17200589|52844379|44817724|236663,4-2-3-1,19047581|26125141|1064364|3235127|53200511|49081487|3038546|59252984|3098599|20878956|24609970
1173682113,4-2-3-1,3155593|22349530|7537369|3116148|3107132|471240|45797731|3070585|3086524|3089905|3118080,4-2-3-1,472206|348719|43492533|472850|22285291|144249|32659648|3089261|65263114|3047723|55333278
1173689772,3-5-2,256144|10691681|21788928|31510591|45190761|73449320|31411737|42791378|47746314|4007122|17734787,4-3-3,3044825|45803366|6236328|26273583|27363|116557|5014660|1631889|22344861|25446848|3023412
1173687219,4-3-3,470113|22343734|58555049|453691|446285|975170|3566143|22364342|370132|1508080|3018260,4-3-3,3134019|6238260|3578218|3556644|3213553|473011|7617869|5977601|20570963|3055773|22012557
1173683815,4-2-3-1,3052553|7628334|3082499|3175074|3146899|965510|18694991|45776318|24630256|300258|1663123,4-2-3-1,45395|3114860|3138849|180313|55065696|4036907|42429772|28670551|7637672|2561342|31581270
1173688070,5-4-1,31320450|3578379|993202|9000698|184660|19178635|45790808|58818445|235858|3322872|6238904,3-4-2-1,3073322|20438943|3380349|401044|29334515|3027920|46384576|46119892|29660540|20883625|4174401
1173688921,4-2-3-1,5048148|26558|24608843|4955090|7650713|10943646|52822483|43552264|26084730|54186958|3397898,4-2-3-1,40887|52764684|22372|232799|3034360|54190339|200277|6073718|48491261|3128062|8187970
1173684666,3-5-2,3040639|10304637|3110835|3181514|7723163|20792016|367073|8169133|3091515|7790783|3021480,4-2-3-1,231672|3147543|21245|439523|470274|311528|454657|3064306|187075|3094735|464961
1173685517,4-2-3-1,45234|33207048|46844|184499|24577448|47327|87416|39921|32719218|176610|28105119,3-4-2-1,3040800|29269471|28883554|3088456|53168472|92729|43551942|101101|31693809|6099156|22350496
1173686368,4-2-3-1,26164425|143605|397341|472689|142800|45775996|120421|61574926|239239|25437671|3314983,4-1-4-1,261296|3036775|47200202|57978508|45761184|7238|229096|102550|101745|3104395|177254
1173673603,4-3-3,3134019|20578691|3578218|3556644|6238260|473011|7617869|5977601|313460|3055773|235214,4-2-3-1,45234|33207048|46844|184499|29031191|1081430|87416|32719218|176610|24577448|39921
1173680411,4-3-3,3044825|45803366|451920|26273583|52825059|116557|5014660|1631889|22344861|25446848|3023412,3-5-1-1,12927810|10304637|134267|3110835|7723163|28604219|367073|20792016|3181514|8169133|3021480
1173676156,3-4-2-1,3040800|29269471|28883554|3268937|53168472|92729|43551942|101101|29070314|6099156|22350496,4-2-3-1,26164425|143605|397341|64775123|142800|120421|8290688|187719|239239|61574926|18609983
1173677007,3-4-2-1,3073322|10943485|3380349|66454353|29334515|3027920|46384576|46119892|29660540|20883625|4174401,4-2-3-1,3155593|438718|143283|3116148|3107132|471240|306698|3052|3086524|3089905|3118080
1173677858,4-2-3-1,472206|348719|472528|472850|43492533|45804654|144249|3089261|65263114|3047723|55333278,3-5-2,256144|10691681|21788928|31510591|45190761|73449320|31411737|2207142|47746314|4007122|17734787
1173675305,4-2-3-1,45395|3114860|3138849|180313|55065696|4036907|42429772|28670551|17182879|7637672|31581270,4-2-3-1,31320450|993202|9000698|184660|19178635|235858|5980177|48585285|3322872|54611515|6238904
1173674454,4-2-3-1,19047581|26125141|1064364|3235127|53200511|3038546|49081487|59252984|3098599|3104395|24609970,4-3-3,5048148|3096989|24608843|4955090|7650713|139097|6617898|55918030|26084730|43552264|3397898
1173678709,3-4-2-1,231672|21245|439523|3029208|3147543|3063179|311528|470274|187075|3094735|464961,4-2-3-1,3052553|7628334|3175074|3082499|26067181|18694991|49239428|300258|965510|24630256|26073782
1173679560,4-1-4-1,261296|3036775|47200202|57978508|6701135|26071367|229096|101745|5941376|102550|177254,4-2-3-1,20778492|219275|3053197|6230049|49222684|3054324|42797174|26083281|44817724|17200589|14585144
1173681262,4-2-3-1,40887|52764684|232799|22372|27685|200277|54190339|6073718|265160|3128062|8187970,4-2-3-1,470113|22343734|58555049|453691|446285|975170|22364342|370132|3018260|45793062|1508080
1173670199,4-3-2-1,261296|49446957|20774467|91441|6701135|5941376|7238|102550|101745|25192951|177254,4-2-3-1,46145330|26067181|15449|3175074|59044489|965510|3146899|300258|24630256|68543167|1663123
1173668497,3-4-2-1,231672|21245|439523|3029208|3147543|3063179|454657|470274|187075|3094735|464961,4-2-3-1,45234|33207048|46844|184499|29031191|47327|87416|32719218|1081430|176610|39921
1173671050,4-3-3,3044825|45803366|451920|26273583|52825059|116557|5014660|1631889|22344861|3324643|3085397,3-4-2-1,3073322|10943485|3380349|401044|29334515|3027920|46384576|3036936|29660540|20883625|4174401
1173667646,4-2-3-1,472206|348719|472528|472850|43492533|144249|45804654|3089261|3047723|48995191|55333278,4-2-3-1,45395|7224385|3138849|180313|55065696|7637672|4036907|28670551|42429772|2561342|31581270
1173671901,4-2-3-1,5048148|26558|24608843|4955090|7650713|139097|52822483|54186958|2561825|43552264|388647,4-2-3-1,31320450|26094390|993202|184660|19178635|235858|5980177|48585285|3322872|56317793|6238904
1173669348,3-5-2,12927810|10304637|134267|226842|7723163|28604219|20792016|8169133|3181514|7790783|3021480,3-4-2-1,26164425|397341|64775123|55218324|143605|8290688|120421|142800|187719|61574926|18609983
1173665944,4-2-3-1,19047581|26125141|1064364|3235127|53200511|49081487|3098599|3104395|127666|3038224|24609970,4-3-3,3134019|20578691|3578218|3556644|6238260|473011|7617869|5977601|20570963|3055773|22012557
1173666795,4-2-3-1,20778492|219275|3053197|6230049|86611|52844379|42797174|17200589|14585144|44817724|63189756,5-4-1,3040800|53168472|29269471|7712537|3268937|101101|31693809|92729|43551942|3696|22350496
1173672752,3-5-2,256144|10691681|31510591|21788928|45190761|73449320|31411737|2207142|47746314|4007122|17734787,4-2-3-1,40887|52764684|3017938|232799|27685|45795960|52514490|6073718|54190339|3128062|473333
1173665093,4-2-3-1,3155593|22349530|143283|3116148|3107132|471240|306698|3070585|3086524|3089905|3118080,4-2-3-1,11329080|22343734|58555049|453691|446285|975170|22364342|45793062|3018260|20881049|1508080
1173657434,4-3-3,45395|3114860|3138849|180313|55065696|4036907|47166|42429772|28670551|31581270|17182879,4-3-3,5048148|3096989|24608843|4955090|7650713|52822483|6617898|139097|54186958|388647|2561825
1173663391,4-2-3-1,31320450|26094390|993202|184660|19178635|5980177|235858|48585285|3322872|56317793|6238904,4-3-2-1,261296|49446957|3036775|91441|6701135|101745|26071367|102550|25192951|42931931|177254
1173660838,4-2-3-1,45234|46683|46844|184499|29031191|47327|87416|32719218|176610|24577448|28105119,3-5-2,12927810|10304637|134267|226842|7723163|28604219|367073|20792016|3181514|3133375|8169133
1173659987,3-4-2-1,3073322|10943485|3380349|401044|29334515|3027920|46384576|3036936|29660540|46119892|4174401,4-2-3-1,231672|3147543|21245|439523|105931|311528|454657|38289013|187075|3094735|464961
1173656583,4-3-3,3134019|20578691|3578218|3556644|6238260|7617225|7617869|5977601|313460|3055773|235214,4-2-3-1,3155593|438718|3116148|143283|45797731|471240|26197108|3086524|3070585|3052|3118080
1173661689,4-2-3-1,26164425|143605|397341|64775123|142800|8290688|120421|187719|11286254|61574926|18609983,3-4-2-1,256144|10691681|31510591|3017616|45190761|31411737|2207142|47746314|4007122|73449320|17734787
