config,n_extra,mercado,n,sigmas,acierto_modelo,acierto_mercado,acierto_dif
base+elo+h2h_profundo+clima+calidad_plantilla,3,mas_2_5,199,-1.2027764213979484,0.5979899497487438,0.6432160804020101,-0.045226130653266305
base+elo+h2h_profundo+clima+calidad_plantilla,3,ambos_marcan,199,-1.9886890473064074,0.5628140703517588,0.592964824120603,-0.03015075376884424
base+elo+h2h_profundo+clima+calidad_plantilla,3,mas_9_5_corners,199,-1.8099784626819988,0.5276381909547738,0.5829145728643216,-0.055276381909547756
base+elo+h2h_profundo+clima+calidad_plantilla,3,mas_4_5_tarjetas,192,-1.972843302025946,0.640625,0.6458333333333334,-0.00520833333333337
base+elo+h2h_profundo+rotacion+calidad_plantilla,3,resultado,212,-2.3471427943,0.4528301886792453,0.5141509433962265,-0.061320754716981174
base+elo+h2h_profundo+rotacion+calidad_plantilla,3,mas_2_5,212,-1.078440214939717,0.6179245283018868,0.6556603773584906,-0.037735849056603765
base+elo+h2h_profundo+rotacion+calidad_plantilla,3,ambos_marcan,212,-1.7562468452202717,0.5518867924528302,0.5849056603773585,-0.03301886792452824
base+elo+h2h_profundo+rotacion+calidad_plantilla,3,mas_9_5_corners,212,-1.2572629865543428,0.5613207547169812,0.5849056603773585,-0.023584905660377298
base+elo+h2h_profundo+rotacion+calidad_plantilla,3,mas_4_5_tarjetas,201,-2.1140642794595514,0.6666666666666666,0.6467661691542289,0.01990049751243772
base+elo+tabla+boxscore+arbitro,3,resultado,212,-3.4682571911715296,0.4811320754716981,0.5141509433962265,-0.03301886792452835
base+elo+tabla+boxscore+arbitro,3,mas_2_5,212,-1.1537668940085277,0.6179245283018868,0.6556603773584906,-0.037735849056603765
base+elo+tabla+boxscore+arbitro,3,ambos_marcan,212,-1.8358647277581417,0.5377358490566038,0.5849056603773585,-0.047169811320754707
base+elo+tabla+boxscore+arbitro,3,mas_9_5_corners,212,-1.3152543074059526,0.5660377358490566,0.5849056603773585,-0.018867924528301883
base+elo+tabla+boxscore+arbitro,3,mas_4_5_tarjetas,201,-2.526062821134921,0.6567164179104478,0.6467661691542289,0.00995024875621886
base+elo+tabla+boxscore+clima,3,resultado,199,-2.97071614499483,0.4623115577889447,0.5125628140703518,-0.05025125628140703
base+elo+tabla+boxscore+clima,3,mas_2_5,199,-0.9832428923478929,0.6080402010050251,0.6432160804020101,-0.035175879396984966
base+elo+tabla+boxscore+clima,3,ambos_marcan,199,-2.42567716116234,0.5276381909547738,0.592964824120603,-0.0653266331658292
base+elo+tabla+boxscore+clima,3,mas_9_5_corners,199,-1.410090306493854,0.542713567839196,0.5829145728643216,-0.04020100502512558
base+elo+tabla+boxscore+clima,3,mas_4_5_tarjetas,192,-2.2015067514940707,0.6458333333333334,0.6458333333333334,0.0
base+elo+tabla+boxscore+rotacion,3,resultado,212,-3.3572905156550297,0.45754716981132076,0.5141509433962265,-0.0566037735849057
base+elo+tabla+boxscore+rotacion,3,mas_2_5,212,-1.7278199399102658,0.6084905660377359,0.6556603773584906,-0.047169811320754707
base+elo+tabla+boxscore+rotacion,3,ambos_marcan,212,-2.3885203553624135,0.5188679245283019,0.5849056603773585,-0.06603773584905659
base+elo+tabla+boxscore+rotacion,3,mas_9_5_corners,212,-1.218928397596457,0.5330188679245284,0.5849056603773585,-0.05188679245283012
base+elo+tabla+boxscore+rotacion,3,mas_4_5_tarjetas,201,-2.319382056056472,0.6417910447761194,0.6467661691542289,-0.004975124378109541
base+elo+tabla+boxscore+calidad_plantilla,3,resultado,212,-2.650779214805334,0.4386792452830189,0.5141509433962265,-0.07547169811320759
base+elo+tabla+boxscore+calidad_plantilla,3,mas_2_5,212,-1.6079867424608991,0.5943396226415094,0.6556603773584906,-0.061320754716981174
base+elo+tabla+boxscore+calidad_plantilla,3,ambos_marcan,212,-1.947083712663366,0.5424528301886793,0.5849056603773585,-0.04245283018867918
base+elo+tabla+boxscore+calidad_plantilla,3,mas_9_5_corners,212,-1.244921173380582,0.5613207547169812,0.5849056603773585,-0.023584905660377298
base+elo+tabla+boxscore+calidad_plantilla,3,mas_4_5_tarjetas,201,-2.7644197172273755,0.6467661691542289,0.6467661691542289,0.0
base+elo+tabla+arbitro+clima,3,resultado,199,-2.8471863529442816,0.4824120603015075,0.5125628140703518,-0.03015075376884424
base+elo+tabla+arbitro+clima,3,mas_2_5,199,-0.8137994518431817,0.628140703517588,0.6432160804020101,-0.015075376884422065
base+elo+tabla+arbitro+clima,3,ambos_marcan,199,-1.7772223459049008,0.5678391959798995,0.592964824120603,-0.025125628140703515
base+elo+tabla+arbitro+clima,3,mas_9_5_corners,199,-1.0774878508008099,0.5376884422110553,0.5829145728643216,-0.045226130653266305
base+elo+tabla+arbitro+clima,3,mas_4_5_tarjetas,192,-2.0687566301570373,0.65625,0.6458333333333334,0.01041666666666663
base+elo+tabla+arbitro+rotacion,3,resultado,212,-3.2600664082029027,0.4669811320754717,0.5141509433962265,-0.04716981132075476
base+elo+tabla+arbitro+rotacion,3,mas_2_5,212,-0.7864868859166839,0.5849056603773585,0.6556603773584906,-0.07075471698113212
base+elo+tabla+arbitro+rotacion,3,ambos_marcan,212,-1.7331304898836495,0.5377358490566038,0.5849056603773585,-0.047169811320754707
base+elo+tabla+arbitro+rotacion,3,mas_9_5_corners,212,-1.0032825115493398,0.5518867924528302,0.5849056603773585,-0.03301886792452824
base+elo+tabla+arbitro+rotacion,3,mas_4_5_tarjetas,201,-1.852853589210337,0.6567164179104478,0.6467661691542289,0.00995024875621886
base+elo+tabla+arbitro+calidad_plantilla,3,resultado,212,-2.5643067462029334,0.45754716981132076,0.5141509433962265,-0.0566037735849057
base+elo+tabla+arbitro+calidad_plantilla,3,mas_2_5,212,-0.7969573140578251,0.6179245283018868,0.6556603773584906,-0.037735849056603765
base+elo+tabla+arbitro+calidad_plantilla,3,ambos_marcan,212,-1.052077845587039,0.5754716981132075,0.5849056603773585,-0.009433962264150941
base+elo+tabla+arbitro+calidad_plantilla,3,mas_9_5_corners,212,-1.4234957041815592,0.5377358490566038,0.5849056603773585,-0.047169811320754707
base+elo+tabla+arbitro+calidad_plantilla,3,mas_4_5_tarjetas,201,-2.3394036351062497,0.6318407960199005,0.6467661691542289,-0.014925373134328401
base+elo+tabla+clima+rotacion,3,resultado,199,-2.88198602397656,0.46733668341708545,0.5125628140703518,-0.045226130653266305
base+elo+tabla+clima+rotacion,3,mas_2_5,199,-0.9437062867376504,0.6381909547738693,0.6432160804020101,-0.005025125628140725
base+elo+tabla+clima+rotacion,3,ambos_marcan,199,-2.1803202755377735,0.5628140703517588,0.592964824120603,-0.03015075376884424
base+elo+tabla+clima+rotacion,3,mas_9_5_corners,199,-1.336245153922312,0.5376884422110553,0.5829145728643216,-0.045226130653266305
base+elo+tabla+clima+rotacion,3,mas_4_5_tarjetas,192,-1.670723839304747,0.6614583333333334,0.6458333333333334,0.015625
base+elo+tabla+clima+calidad_plantilla,3,resultado,199,-2.1830874458997216,0.46733668341708545,0.5125628140703518,-0.045226130653266305
base+elo+tabla+clima+calidad_plantilla,3,mas_2_5,199,-1.1835403434115146,0.6231155778894473,0.6432160804020101,-0.02010050251256279
base+elo+tabla+clima+calidad_plantilla,3,ambos_marcan,199,-1.8531169739788282,0.5678391959798995,0.592964824120603,-0.025125628140703515
base+elo+tabla+clima+calidad_plantilla,3,mas_9_5_corners,199,-1.3755027800672908,0.5326633165829145,0.5829145728643216,-0.05025125628140703
base+elo+tabla+clima+calidad_plantilla,3,mas_4_5_tarjetas,192,-1.9642320781500804,0.6614583333333334,0.6458333333333334,0.015625
base+elo+tabla+rotacion+calidad_plantilla,3,resultado,212,-2.389884762335355,0.45754716981132076,0.5141509433962265,-0.0566037735849057
base+elo+tabla+rotacion+calidad_plantilla,3,mas_2_5,212,-1.1602897068178888,0.6273584905660378,0.6556603773584906,-0.028301886792452824
base+elo+tabla+rotacion+calidad_plantilla,3,ambos_marcan,212,-1.6280643871625646,0.5613207547169812,0.5849056603773585,-0.023584905660377298
base+elo+tabla+rotacion+calidad_plantilla,3,mas_9_5_corners,212,-1.2446939336745884,0.5613207547169812,0.5849056603773585,-0.023584905660377298
base+elo+tabla+rotacion+calidad_plantilla,3,mas_4_5_tarjetas,201,-1.9296850612305443,0.6517412935323383,0.6467661691542289,0.00497512437810943
base+elo+boxscore+arbitro+clima,3,resultado,199,-2.989846683990595,0.4723618090452261,0.5125628140703518,-0.040201005025125636
base+elo+boxscore+arbitro+clima,3,mas_2_5,199,-1.0694920672225054,0.5979899497487438,0.6432160804020101,-0.045226130653266305
base+elo+boxscore+arbitro+clima,3,ambos_marcan,199,-2.4330699307175414,0.5376884422110553,0.592964824120603,-0.055276381909547756
base+elo+boxscore+arbitro+clima,3,mas_9_5_corners,199,-1.644422581158973,0.5527638190954773,0.5829145728643216,-0.03015075376884424
base+elo+boxscore+arbitro+clima,3,mas_4_5_tarjetas,192,-2.404705771274868,0.6458333333333334,0.6458333333333334,0.0
base+elo+boxscore+arbitro+rotacion,3,resultado,212,-3.395142921077813,0.45754716981132076,0.5141509433962265,-0.0566037735849057
base+elo+boxscore+arbitro+rotacion,3,mas_2_5,212,-1.2472676540133985,0.5990566037735849,0.6556603773584906,-0.05660377358490565
base+elo+boxscore+arbitro+rotacion,3,ambos_marcan,212,-2.1333359906938703,0.5330188679245284,0.5849056603773585,-0.05188679245283012
base+elo+boxscore+arbitro+rotacion,3,mas_9_5_corners,212,-1.4080525024868444,0.5424528301886793,0.5849056603773585,-0.04245283018867918
base+elo+boxscore+arbitro+rotacion,3,mas_4_5_tarjetas,201,-2.2132778991603144,0.6716417910447762,0.6467661691542289,0.02487562189054726
base+elo+boxscore+arbitro+calidad_plantilla,3,resultado,212,-2.7509739529332125,0.4528301886792453,0.5141509433962265,-0.061320754716981174
base+elo+boxscore+arbitro+calidad_plantilla,3,mas_2_5,212,-1.1124930532365815,0.5990566037735849,0.6556603773584906,-0.05660377358490565
base+elo+boxscore+arbitro+calidad_plantilla,3,ambos_marcan,212,-1.5215624849815756,0.5613207547169812,0.5849056603773585,-0.023584905660377298
base+elo+boxscore+arbitro+calidad_plantilla,3,mas_9_5_corners,212,-1.4430086769762016,0.5707547169811321,0.5849056603773585,-0.014150943396226356
base+elo+boxscore+arbitro+calidad_plantilla,3,mas_4_5_tarjetas,201,-2.5896973743993703,0.6616915422885572,0.6467661691542289,0.01492537313432829
base+elo+boxscore+clima+rotacion,3,resultado,199,-3.0011458332184877,0.4623115577889447,0.5125628140703518,-0.05025125628140703
base+elo+boxscore+clima+rotacion,3,mas_2_5,199,-0.8717209986373939,0.6030150753768844,0.6432160804020101,-0.04020100502512569
base+elo+boxscore+clima+rotacion,3,ambos_marcan,199,-2.425062955856044,0.5226130653266332,0.592964824120603,-0.07035175879396982
base+elo+boxscore+clima+rotacion,3,mas_9_5_corners,199,-1.6649560694940566,0.542713567839196,0.5829145728643216,-0.04020100502512558
base+elo+boxscore+clima+rotacion,3,mas_4_5_tarjetas,192,-1.846635546935037,0.6822916666666666,0.6458333333333334,0.03645833333333326
base+elo+boxscore+clima+calidad_plantilla,3,resultado,199,-2.261763516131931,0.4371859296482412,0.5125628140703518,-0.07537688442211055
base+elo+boxscore+clima+calidad_plantilla,3,mas_2_5,199,-1.0329671885123595,0.6231155778894473,0.6432160804020101,-0.02010050251256279
base+elo+boxscore+clima+calidad_plantilla,3,ambos_marcan,199,-2.4098014020829126,0.5628140703517588,0.592964824120603,-0.03015075376884424
base+elo+boxscore+clima+calidad_plantilla,3,mas_9_5_corners,199,-1.6682044518454404,0.5628140703517588,0.5829145728643216,-0.02010050251256279
base+elo+boxscore+clima+calidad_plantilla,3,mas_4_5_tarjetas,192,-2.616462241933286,0.640625,0.6458333333333334,-0.00520833333333337
base+elo+boxscore+rotacion+calidad_plantilla,3,resultado,212,-2.59070991481359,0.4386792452830189,0.5141509433962265,-0.07547169811320759
base+elo+boxscore+rotacion+calidad_plantilla,3,mas_2_5,212,-1.4471565390868009,0.5849056603773585,0.6556603773584906,-0.07075471698113212
base+elo+boxscore+rotacion+calidad_plantilla,3,ambos_marcan,212,-1.915361222325975,0.5377358490566038,0.5849056603773585,-0.047169811320754707
base+elo+boxscore+rotacion+calidad_plantilla,3,mas_9_5_corners,212,-1.5477258952419806,0.5377358490566038,0.5849056603773585,-0.047169811320754707
base+elo+boxscore+rotacion+calidad_plantilla,3,mas_4_5_tarjetas,201,-2.3435587548947883,0.6567164179104478,0.6467661691542289,0.00995024875621886
base+elo+arbitro+clima+rotacion,3,resultado,199,-3.0475923126878324,0.457286432160804,0.5125628140703518,-0.055276381909547756
base+elo+arbitro+clima+rotacion,3,mas_2_5,199,-0.8891453132487944,0.6180904522613065,0.6432160804020101,-0.025125628140703515
base+elo+arbitro+clima+rotacion,3,ambos_marcan,199,-2.0047713676410623,0.5678391959798995,0.592964824120603,-0.025125628140703515
base+elo+arbitro+clima+rotacion,3,mas_9_5_corners,199,-1.6127344213937211,0.542713567839196,0.5829145728643216,-0.04020100502512558
base+elo+arbitro+clima+rotacion,3,mas_4_5_tarjetas,192,-1.8552388415991725,0.6614583333333334,0.6458333333333334,0.015625
base+elo+arbitro+clima+calidad_plantilla,3,resultado,199,-2.1306744079247784,0.4824120603015075,0.5125628140703518,-0.03015075376884424
base+elo+arbitro+clima+calidad_plantilla,3,mas_2_5,199,-0.8645859071955558,0.6180904522613065,0.6432160804020101,-0.025125628140703515
base+elo+arbitro+clima+calidad_plantilla,3,ambos_marcan,199,-1.3615245426420333,0.592964824120603,0.592964824120603,0.0
base+elo+arbitro+clima+calidad_plantilla,3,mas_9_5_corners,199,-1.626409599333267,0.5276381909547738,0.5829145728643216,-0.055276381909547756
base+elo+arbitro+clima+calidad_plantilla,3,mas_4_5_tarjetas,192,-2.0993148743495764,0.625,0.6458333333333334,-0.02083333333333337
base+elo+arbitro+rotacion+calidad_plantilla,3,resultado,212,-2.677532963873773,0.46226415094339623,0.5141509433962265,-0.05188679245283023
base+elo+arbitro+rotacion+calidad_plantilla,3,mas_2_5,212,-0.5662762363883026,0.5990566037735849,0.6556603773584906,-0.05660377358490565
base+elo+arbitro+rotacion+calidad_plantilla,3,ambos_marcan,212,-0.993171060470673,0.5707547169811321,0.5849056603773585,-0.014150943396226356
base+elo+arbitro+rotacion+calidad_plantilla,3,mas_9_5_corners,212,-1.6036484022767006,0.5566037735849056,0.5849056603773585,-0.028301886792452824
base+elo+arbitro+rotacion+calidad_plantilla,3,mas_4_5_tarjetas,201,-2.205003295368415,0.6268656716417911,0.6467661691542289,-0.01990049751243783
base+elo+clima+rotacion+calidad_plantilla,3,resultado,199,-2.1354558380578577,0.4723618090452261,0.5125628140703518,-0.040201005025125636
base+elo+clima+rotacion+calidad_plantilla,3,mas_2_5,199,-0.6958209596847608,0.6381909547738693,0.6432160804020101,-0.005025125628140725
base+elo+clima+rotacion+calidad_plantilla,3,ambos_marcan,199,-1.9565016063082137,0.5628140703517588,0.592964824120603,-0.03015075376884424
base+elo+clima+rotacion+calidad_plantilla,3,mas_9_5_corners,199,-1.6711972191829285,0.5276381909547738,0.5829145728643216,-0.055276381909547756
base+elo+clima+rotacion+calidad_plantilla,3,mas_4_5_tarjetas,192,-1.9860926020057876,0.640625,0.6458333333333334,-0.00520833333333337
base+elo+h2h+h2h_profundo+tabla+boxscore,4,resultado,212,-3.1361370673707314,0.4716981132075472,0.5141509433962265,-0.04245283018867929
base+elo+h2h+h2h_profundo+tabla+boxscore,4,mas_2_5,212,-1.6311983361269133,0.6037735849056604,0.6556603773584906,-0.05188679245283023
base+elo+h2h+h2h_profundo+tabla+boxscore,4,ambos_marcan,212,-2.2967369709348673,0.5141509433962265,0.5849056603773585,-0.070754716981132
base+elo+h2h+h2h_profundo+tabla+boxscore,4,mas_9_5_corners,212,-1.3343682173573257,0.5566037735849056,0.5849056603773585,-0.028301886792452824
base+elo+h2h+h2h_profundo+tabla+boxscore,4,mas_4_5_tarjetas,201,-2.460110358915921,0.6268656716417911,0.6467661691542289,-0.01990049751243783
base+elo+h2h+h2h_profundo+tabla+arbitro,4,resultado,212,-3.024340451485359,0.45754716981132076,0.5141509433962265,-0.0566037735849057
base+elo+h2h+h2h_profundo+tabla+arbitro,4,mas_2_5,212,-0.8701640426151255,0.5990566037735849,0.6556603773584906,-0.05660377358490565
base+elo+h2h+h2h_profundo+tabla+arbitro,4,ambos_marcan,212,-1.5307186434879565,0.5518867924528302,0.5849056603773585,-0.03301886792452824
base+elo+h2h+h2h_profundo+tabla+arbitro,4,mas_9_5_corners,212,-0.8476661709425357,0.5424528301886793,0.5849056603773585,-0.04245283018867918
base+elo+h2h+h2h_profundo+tabla+arbitro,4,mas_4_5_tarjetas,201,-2.1724076348679007,0.6517412935323383,0.6467661691542289,0.00497512437810943
base+elo+h2h+h2h_profundo+tabla+clima,4,resultado,199,-2.941456294539039,0.4623115577889447,0.5125628140703518,-0.05025125628140703
base+elo+h2h+h2h_profundo+tabla+clima,4,mas_2_5,199,-1.1399758311408708,0.628140703517588,0.6432160804020101,-0.015075376884422065
base+elo+h2h+h2h_profundo+tabla+clima,4,ambos_marcan,199,-2.0258976677114404,0.5577889447236181,0.592964824120603,-0.035175879396984966
base+elo+h2h+h2h_profundo+tabla+clima,4,mas_9_5_corners,199,-1.2057892295352193,0.5175879396984925,0.5829145728643216,-0.0653266331658291
base+elo+h2h+h2h_profundo+tabla+clima,4,mas_4_5_tarjetas,192,-1.6469399094202617,0.6666666666666666,0.6458333333333334,0.02083333333333326
base+elo+h2h+h2h_profundo+tabla+rotacion,4,resultado,212,-2.8304393721011296,0.4669811320754717,0.5141509433962265,-0.04716981132075476
base+elo+h2h+h2h_profundo+tabla+rotacion,4,mas_2_5,212,-1.5448019517370384,0.5849056603773585,0.6556603773584906,-0.07075471698113212
base+elo+h2h+h2h_profundo+tabla+rotacion,4,ambos_marcan,212,-2.0430324389141625,0.5283018867924528,0.5849056603773585,-0.05660377358490565
base+elo+h2h+h2h_profundo+tabla+rotacion,4,mas_9_5_corners,212,-0.8923485685832608,0.5801886792452831,0.5849056603773585,-0.004716981132075415
base+elo+h2h+h2h_profundo+tabla+rotacion,4,mas_4_5_tarjetas,201,-1.59889078829085,0.6616915422885572,0.6467661691542289,0.01492537313432829
base+elo+h2h+h2h_profundo+tabla+calidad_plantilla,4,resultado,212,-2.147320398936712,0.46226415094339623,0.5141509433962265,-0.05188679245283023
base+elo+h2h+h2h_profundo+tabla+calidad_plantilla,4,mas_2_5,212,-1.2041536270643578,0.6084905660377359,0.6556603773584906,-0.047169811320754707
base+elo+h2h+h2h_profundo+tabla+calidad_plantilla,4,ambos_marcan,212,-1.1946217000757435,0.5566037735849056,0.5849056603773585,-0.028301886792452824
base+elo+h2h+h2h_profundo+tabla+calidad_plantilla,4,mas_9_5_corners,212,-1.0270887824514672,0.5518867924528302,0.5849056603773585,-0.03301886792452824
base+elo+h2h+h2h_profundo+tabla+calidad_plantilla,4,mas_4_5_tarjetas,201,-2.0315884311219423,0.6567164179104478,0.6467661691542289,0.00995024875621886
base+elo+h2h+h2h_profundo+boxscore+arbitro,4,resultado,212,-3.085629231533552,0.46226415094339623,0.5141509433962265,-0.05188679245283023
base+elo+h2h+h2h_profundo+boxscore+arbitro,4,mas_2_5,212,-1.3465260166954525,0.5849056603773585,0.6556603773584906,-0.07075471698113212
base+elo+h2h+h2h_profundo+boxscore+arbitro,4,ambos_marcan,212,-1.8313689562386826,0.5471698113207547,0.5849056603773585,-0.037735849056603765
base+elo+h2h+h2h_profundo+boxscore+arbitro,4,mas_9_5_corners,212,-1.3954836153995611,0.5424528301886793,0.5849056603773585,-0.04245283018867918
base+elo+h2h+h2h_profundo+boxscore+arbitro,4,mas_4_5_tarjetas,201,-2.3961032893078986,0.6616915422885572,0.6467661691542289,0.01492537313432829
base+elo+h2h+h2h_profundo+boxscore+clima,4,resultado,199,-2.9543617541157587,0.4472361809045226,0.5125628140703518,-0.06532663316582915
base+elo+h2h+h2h_profundo+boxscore+clima,4,mas_2_5,199,-1.0607618766938862,0.5979899497487438,0.6432160804020101,-0.045226130653266305
base+elo+h2h+h2h_profundo+boxscore+clima,4,ambos_marcan,199,-2.5070901352156065,0.5276381909547738,0.592964824120603,-0.0653266331658292
base+elo+h2h+h2h_profundo+boxscore+clima,4,mas_9_5_corners,199,-1.6933705776690646,0.5577889447236181,0.5829145728643216,-0.025125628140703515
base+elo+h2h+h2h_profundo+boxscore+clima,4,mas_4_5_tarjetas,192,-1.9691427730308027,0.6614583333333334,0.6458333333333334,0.015625
base+elo+h2h+h2h_profundo+boxscore+rotacion,4,resultado,212,-3.0549407001266498,0.4528301886792453,0.5141509433962265,-0.061320754716981174
base+elo+h2h+h2h_profundo+boxscore+rotacion,4,mas_2_5,212,-1.4610636448502459,0.5754716981132075,0.6556603773584906,-0.08018867924528306
base+elo+h2h+h2h_profundo+boxscore+rotacion,4,ambos_marcan,212,-2.6250343741278863,0.5235849056603774,0.5849056603773585,-0.06132075471698106
base+elo+h2h+h2h_profundo+boxscore+rotacion,4,mas_9_5_corners,212,-1.3224774280071145,0.5613207547169812,0.5849056603773585,-0.023584905660377298
base+elo+h2h+h2h_profundo+boxscore+rotacion,4,mas_4_5_tarjetas,201,-1.8764872375659656,0.6716417910447762,0.6467661691542289,0.02487562189054726
base+elo+h2h+h2h_profundo+boxscore+calidad_plantilla,4,resultado,212,-2.5753270618520134,0.4481132075471698,0.5141509433962265,-0.06603773584905664
base+elo+h2h+h2h_profundo+boxscore+calidad_plantilla,4,mas_2_5,212,-1.411284082919446,0.5943396226415094,0.6556603773584906,-0.061320754716981174
base+elo+h2h+h2h_profundo+boxscore+calidad_plantilla,4,ambos_marcan,212,-1.6317155803489312,0.5518867924528302,0.5849056603773585,-0.03301886792452824
base+elo+h2h+h2h_profundo+boxscore+calidad_plantilla,4,mas_9_5_corners,212,-1.7271008739406803,0.5471698113207547,0.5849056603773585,-0.037735849056603765
base+elo+h2h+h2h_profundo+boxscore+calidad_plantilla,4,mas_4_5_tarjetas,201,-2.6019724181119552,0.6517412935323383,0.6467661691542289,0.00497512437810943
base+elo+h2h+h2h_profundo+arbitro+clima,4,resultado,199,-2.89719132064051,0.4723618090452261,0.5125628140703518,-0.040201005025125636
base+elo+h2h+h2h_profundo+arbitro+clima,4,mas_2_5,199,-0.7440864328716185,0.5979899497487438,0.6432160804020101,-0.045226130653266305
base+elo+h2h+h2h_profundo+arbitro+clima,4,ambos_marcan,199,-1.9569050474884258,0.5678391959798995,0.592964824120603,-0.025125628140703515
base+elo+h2h+h2h_profundo+arbitro+clima,4,mas_9_5_corners,199,-1.4787967588973545,0.542713567839196,0.5829145728643216,-0.04020100502512558
base+elo+h2h+h2h_profundo+arbitro+clima,4,mas_4_5_tarjetas,192,-1.8722499176268503,0.6614583333333334,0.6458333333333334,0.015625
base+elo+h2h+h2h_profundo+arbitro+rotacion,4,resultado,212,-2.9662689781129736,0.44339622641509435,0.5141509433962265,-0.07075471698113212
base+elo+h2h+h2h_profundo+arbitro+rotacion,4,mas_2_5,212,-0.7915069469810408,0.589622641509434,0.6556603773584906,-0.06603773584905659
base+elo+h2h+h2h_profundo+arbitro+rotacion,4,ambos_marcan,212,-1.9485740272062058,0.5330188679245284,0.5849056603773585,-0.05188679245283012
base+elo+h2h+h2h_profundo+arbitro+rotacion,4,mas_9_5_corners,212,-1.1954774927569078,0.5424528301886793,0.5849056603773585,-0.04245283018867918
base+elo+h2h+h2h_profundo+arbitro+rotacion,4,mas_4_5_tarjetas,201,-1.5388562256380849,0.681592039800995,0.6467661691542289,0.03482587064676612
base+elo+h2h+h2h_profundo+arbitro+calidad_plantilla,4,resultado,212,-2.544683406632942,0.4481132075471698,0.5141509433962265,-0.06603773584905664
base+elo+h2h+h2h_profundo+arbitro+calidad_plantilla,4,mas_2_5,212,-0.7276663281630746,0.5990566037735849,0.6556603773584906,-0.05660377358490565
base+elo+h2h+h2h_profundo+arbitro+calidad_plantilla,4,ambos_marcan,212,-1.0148006841854345,0.5849056603773585,0.5849056603773585,0.0
base+elo+h2h+h2h_profundo+arbitro+calidad_plantilla,4,mas_9_5_corners,212,-1.2642590650227028,0.5566037735849056,0.5849056603773585,-0.028301886792452824
base+elo+h2h+h2h_profundo+arbitro+calidad_plantilla,4,mas_4_5_tarjetas,201,-2.4854422655253385,0.6268656716417911,0.6467661691542289,-0.01990049751243783
base+elo+h2h+h2h_profundo+clima+rotacion,4,resultado,199,-2.6116858289869374,0.457286432160804,0.5125628140703518,-0.055276381909547756
base+elo+h2h+h2h_profundo+clima+rotacion,4,mas_2_5,199,-0.8938403370095265,0.6130653266331658,0.6432160804020101,-0.03015075376884424
base+elo+h2h+h2h_profundo+clima+rotacion,4,ambos_marcan,199,-2.223256641773641,0.5628140703517588,0.592964824120603,-0.03015075376884424
base+elo+h2h+h2h_profundo+clima+rotacion,4,mas_9_5_corners,199,-1.4802712602017547,0.5376884422110553,0.5829145728643216,-0.045226130653266305
base+elo+h2h+h2h_profundo+clima+rotacion,4,mas_4_5_tarjetas,192,-1.241587141846472,0.6927083333333334,0.6458333333333334,0.046875
base+elo+h2h+h2h_profundo+clima+calidad_plantilla,4,resultado,199,-2.1536528146468754,0.46733668341708545,0.5125628140703518,-0.045226130653266305
base+elo+h2h+h2h_profundo+clima+calidad_plantilla,4,mas_2_5,199,-0.94428039594972,0.6180904522613065,0.6432160804020101,-0.025125628140703515
base+elo+h2h+h2h_profundo+clima+calidad_plantilla,4,ambos_marcan,199,-1.7813533178903362,0.542713567839196,0.592964824120603,-0.05025125628140703
base+elo+h2h+h2h_profundo+clima+calidad_plantilla,4,mas_9_5_corners,199,-1.725078716300988,0.5125628140703518,0.5829145728643216,-0.07035175879396982
base+elo+h2h+h2h_profundo+clima+calidad_plantilla,4,mas_4_5_tarjetas,192,-1.9831465487770736,0.6354166666666666,0.6458333333333334,-0.01041666666666674
base+elo+h2h+h2h_profundo+rotacion+calidad_plantilla,4,resultado,212,-2.205497418041544,0.4528301886792453,0.5141509433962265,-0.061320754716981174
base+elo+h2h+h2h_profundo+rotacion+calidad_plantilla,4,mas_2_5,212,-1.0204163893700033,0.6273584905660378,0.6556603773584906,-0.028301886792452824
base+elo+h2h+h2h_profundo+rotacion+calidad_plantilla,4,ambos_marcan,212,-1.4345539184721434,0.5330188679245284,0.5849056603773585,-0.05188679245283012
base+elo+h2h+h2h_profundo+rotacion+calidad_plantilla,4,mas_9_5_corners,212,-1.507981461076104,0.5283018867924528,0.5849056603773585,-0.05660377358490565
base+elo+h2h+h2h_profundo+rotacion+calidad_plantilla,4,mas_4_5_tarjetas,201,-1.8832460925828527,0.6666666666666666,0.6467661691542289,0.01990049751243772
base+elo+h2h+tabla+boxscore+arbitro,4,resultado,212,-3.568331228930787,0.4669811320754717,0.5141509433962265,-0.04716981132075476
base+elo+h2h+tabla+boxscore+arbitro,4,mas_2_5,212,-1.3714115321240283,0.6084905660377359,0.6556603773584906,-0.047169811320754707
base+elo+h2h+tabla+boxscore+arbitro,4,ambos_marcan,212,-2.0114629213414617,0.5330188679245284,0.5849056603773585,-0.05188679245283012
base+elo+h2h+tabla+boxscore+arbitro,4,mas_9_5_corners,212,-1.2919189753724865,0.5424528301886793,0.5849056603773585,-0.04245283018867918
base+elo+h2h+tabla+boxscore+arbitro,4,mas_4_5_tarjetas,201,-2.4231208984446426,0.6467661691542289,0.6467661691542289,0.0
base+elo+h2h+tabla+boxscore+clima,4,resultado,199,-3.0377684521961767,0.457286432160804,0.5125628140703518,-0.055276381909547756
base+elo+h2h+tabla+boxscore+clima,4,mas_2_5,199,-1.2108180674008222,0.592964824120603,0.6432160804020101,-0.05025125628140703
