match_id,equipo_id,jugador_id,posicion,minutos,suplente,nota,fueras_de_juego,goalsScored,goalsSaved,goalsConceded,assists,dribblesTotal,dribblesSuccessful,dribblesFailed,dribbleSuccessRate,fouledByOthers,fouledOthers,tacklesTotal,interceptionsTotal,duelsTotal,duelsWon,duelsLost,duelSuccessRate,cardsRed,cardsYellow,cardsSecondYellow,passesAccuracy,passesSuccessful,passesFailed,passesTotal,passesKey,penaltiesScored,penaltiesMissed,penaltiesTotal,penaltiesAccuracy,shotsOnTarget,shotsOffTarget,shotsTotal,shotsAccuracy,expectedGoals,expectedAssists,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,expectedGoalsPrevented
1336412035,467132,3857,Defender,69,False,6.62,1,0,0,0,0,1,1,0,100.00 %,0,0,1,0,6,3,3,50.00 %,0,0,0,92.59 %,25,2,27,2,0,0,0,0.00 %,0,0,0,0.00 %,,0.14,,,
1336412035,467132,62329533,Midfielder,61,False,6.04,1,0,0,0,1,2,0,2,0.00 %,0,0,2,0,10,2,8,20.00 %,0,0,0,64.71 %,11,6,17,1,0,0,0,0.00 %,0,2,2,0.00 %,0.18,0.09,,,
1336412035,467132,46312448,Midfielder,69,False,7.31,0,0,0,0,0,0,0,0,0.00 %,1,0,4,3,9,7,2,77.78 %,0,0,0,92.11 %,35,3,38,0,0,0,0,0.00 %,0,0,0,0.00 %,,0.01,,,
1336412035,467132,149884,Midfielder,90,False,8.34,0,1,0,0,1,1,1,0,100.00 %,2,1,1,1,8,4,4,50.00 %,0,0,0,89.74 %,35,4,39,2,1,0,1,100.00 %,1,1,2,50.00 %,1,0.09,0.8,,
1336412035,467132,149079,Midfielder,90,False,6.24,0,0,0,0,0,2,2,0,100.00 %,4,2,1,1,14,7,7,50.00 %,0,0,0,88.46 %,23,3,26,1,0,0,0,0.00 %,1,0,1,100.00 %,0.12,0.1,0.1,,
1336412035,467132,1180606,Forward,87,False,7.72,0,1,0,0,0,3,1,2,33.33 %,0,1,0,1,7,1,6,14.29 %,0,1,1,94.29 %,33,2,35,3,0,0,0,0.00 %,1,0,1,100.00 %,0.17,0.31,0.87,,
1336412035,467132,7619157,Forward,61,False,6.93,0,0,0,0,0,1,0,1,0.00 %,0,0,1,1,4,2,2,50.00 %,0,0,0,83.33 %,10,2,12,4,0,0,0,0.00 %,1,2,3,33.33 %,0.59,0.14,0.13,,
1336412035,467132,7618191,Forward,29,True,7.34,0,1,0,0,0,3,1,2,33.33 %,0,2,1,0,6,2,4,33.33 %,0,0,0,66.67 %,8,4,12,0,0,0,0,0.00 %,1,1,2,50.00 %,0.18,0.01,0.55,,
1336412035,467132,9945768,Forward,35,True,6.02,0,0,0,0,0,2,0,2,0.00 %,0,2,0,0,9,2,7,22.22 %,1,2,1,42.86 %,3,4,7,0,0,0,0,0.00 %,0,0,0,0.00 %,,0,,,
1336412035,467132,7615937,Defender,21,True,6.26,0,0,0,0,0,0,0,0,0.00 %,0,1,0,1,2,0,2,0.00 %,0,0,0,100.00 %,7,0,7,0,0,0,0,0.00 %,0,0,0,0.00 %,,0.01,,,
