match_id,home_injury_index,away_injury_index
1336360975,0.0,0.0
1336354167,0.0,0.0
1336358422,0.052834554569996146,0.0
1336359273,0.0,0.0
1336357571,0.0,0.0
1336355018,0.0,0.0
1336361826,0.04165866769053561,0.0
1336360124,0.027148014440433212,0.022320667916169705
1336355869,0.0,0.0
1336356720,0.0,0.0
1336369485,0.0,0.0
1336364379,0.02644679527069073,0.06781393763843925
1336366081,0.0,0.027148014440433212
1336370336,0.0,0.0
1336362677,0.0,0.0
1336365230,0.0,0.0
1336366932,0.0,0.0
1336363528,0.0,0.0
1336367783,0.0,0.0
1336368634,0.0,0.0
1336371187,0.0,0.0
1336376293,0.0,0.0
1336378846,0.0,0.0
1336377995,0.022320667916169705,0.0
1336374591,0.0,0.0
1336372889,0.03613154478580701,0.0
1336373740,0.0,0.04165866769053561
1336377144,0.027148014440433212,0.0
1336372038,0.0,0.025155123260103975
1336375442,0.04454502143878037,0.0
1336381399,0.020068450528935907,0.027148014440433212
1336387356,0.05436971405557793,0.0
1336385654,0.025155123260103975,0.0
1336380548,0.03882124580907005,0.0
1336383101,0.0,0.0
1336379697,0.08683729433272395,0.04454502143878037
1336384803,0.0,0.0
1336386505,0.09425993472835477,0.0
1336382250,0.0,0.0
1336383952,0.024986614313760487,0.06923409779316313
1336395015,0.0,0.10769821462852755
1336393313,0.0,0.050813348985410026
1336388207,0.03882124580907005,0.0
1336391611,0.10171510242972845,0.0
1336392462,0.0,0.08683729433272395
1336394164,0.0,0.05752212389380531
1336389909,0.024986614313760487,0.0
1336390760,0.0,0.0
1336389058,0.06923409779316313,0.0
1336395866,0.05436971405557793,0.020068450528935907
1336404376,0.0,0.03613154478580701
1336400972,0.0,0.0
1336396717,0.08683729433272395,0.10769821462852755
1336403525,0.050813348985410026,0.0
1336398419,0.07190586868099942,0.0
1336397568,0.05752212389380531,0.10171510242972845
1336400121,0.0,0.0
1336402674,0.0,0.07188884414015304
1336399270,0.020068450528935907,0.024986614313760487
1336408631,0.0,0.1016566265060241
1336411184,0.041366143402630465,0.07190586868099942
1336406929,0.08178277801817395,0.0
1336405227,0.03882124580907005,0.08683729433272395
1336410333,0.10171510242972845,0.050813348985410026
1336412035,0.10769821462852755,0.0
1336412886,0.07188884414015304,0.02080706179066835
1336407780,0.0,0.020068450528935907
1336406078,0.05752212389380531,0.0
1336409482,0.024986614313760487,0.0
