match_id,mes,y,p_mercado,p_pc,Avg>2.5,Avg<2.5,p_28,p_A,p_B
1183609879,2025-08,0,0.6602409638554217,0.6564705882352941,1.41,2.74,0.7097708,0.7614505,0.7701232
1183976660,2025-09,1,0.3582089552238806,0.3146067415730337,2.58,1.44,0.4256599,0.39168483,0.378642
1183973256,2025-09,1,0.4109947643979057,0.4160401002506265,2.25,1.57,0.5233523,0.48519593,0.5120274
1183984319,2025-09,1,0.448,0.4376590330788804,2.07,1.68,0.3992979,0.43671322,0.4826406
1183986021,2025-09,1,0.5800524934383202,0.5768261964735516,1.6,2.21,0.7496692,0.7269214,0.7335994
1183988574,2025-09,0,0.44533333333333336,0.502577319587629,2.08,1.67,0.40149793,0.32688427,0.3884675
1183982617,2025-09,0,0.4414893617021276,0.41813602015113355,2.1,1.66,0.4892417,0.45226017,0.48558107
1183980915,2025-09,1,0.4146981627296588,0.39702233250620345,2.23,1.58,0.5502643,0.4774809,0.47703657
1183986872,2025-09,1,0.38071065989847713,0.33874709976798145,2.44,1.5,0.38443646,0.40116572,0.377546
1183983468,2025-09,1,0.40519480519480516,0.36211031175059955,2.29,1.56,0.40235615,0.38262114,0.40227062
1183987723,2025-09,0,0.38618925831202044,0.3636363636363636,2.4,1.51,0.4558455,0.4279851,0.42455
1188803532,2025-09,0,0.3979328165374677,0.4253164556962025,2.33,1.54,0.43638,0.39831436,0.398946
1183985170,2025-09,1,0.5837696335078534,0.6004962779156326,1.59,2.23,0.68709934,0.695398,0.71827805
1188804383,2025-09,0,0.40992167101827676,0.4054726368159204,2.26,1.57,0.48997098,0.4120837,0.44308892
1181466210,2025-09,1,0.6538461538461539,0.6133004926108374,1.44,2.72,0.6300645,0.6982485,0.67197216
1188806085,2025-09,1,0.48118279569892475,0.47557840616966585,1.93,1.79,0.44641495,0.5283022,0.5138572
1180957312,2025-09,1,0.6397058823529411,0.6533957845433255,1.47,2.61,0.67825276,0.7368476,0.67346656
1183620942,2025-09,1,0.43229166666666663,0.41353383458646614,2.18,1.66,0.46457142,0.40351063,0.46525455
1173528933,2025-09,1,0.5552631578947369,0.5782828282828284,1.69,2.11,0.6318612,0.6289716,0.61978257
1183617538,2025-09,0,0.34382566585956414,0.33411214953271023,2.71,1.42,0.38723832,0.3354777,0.33232552
