y,pm,liga,28,28 + impacto xG,28 + impacto goles,28 + impacto xG y goles,28 + lesiones
0,0.5358090185676393,Ligue 1,0.46856934,0.45643502,0.5032526,0.49703664,0.47466055
0,0.4308093994778067,La Liga,0.42676324,0.41148868,0.46321258,0.4522732,0.4291935
1,0.5762273901808785,Premier League,0.5866286,0.58551544,0.5965023,0.59861857,0.5857603
1,0.4088541666666667,Segunda,0.4643088,0.46460995,0.46665883,0.47035867,0.45905384
0,0.41343669250646,La Liga,0.49846452,0.50337476,0.5073212,0.50350744,0.59034866
0,0.5053191489361702,Serie A,0.4834488,0.49215132,0.48396212,0.4828865,0.49859172
0,0.36543209876543215,Serie A,0.35918602,0.37302133,0.37542656,0.36607614,0.35304788
1,0.6752336448598132,Bundesliga,0.460447,0.49334893,0.47096533,0.4982501,0.4567263
1,0.6240601503759399,Bundesliga,0.7521923,0.7529624,0.7271246,0.72999406,0.7375689
0,0.6361386138613861,Bundesliga,0.56947535,0.5436141,0.53019756,0.51362914,0.5681295
1,0.6857798165137615,Bundesliga,0.62592286,0.60196245,0.5547554,0.538187,0.6218207
0,0.433420365535248,Premier League,0.46547174,0.478341,0.4639948,0.46511316,0.4722647
1,0.4787234042553191,Premier League,0.52049315,0.52619183,0.50500906,0.5202897,0.5175477
0,0.421875,La Liga,0.41320127,0.4037189,0.43291625,0.43544492,0.5083375
1,0.45844504021447724,Segunda,0.4045693,0.3970018,0.40267992,0.4002843,0.38954246
1,0.41514360313315923,Segunda,0.41919795,0.40350875,0.40422362,0.3972756,0.42103782
1,0.5744125326370757,Ligue 1,0.6435777,0.6728464,0.61155427,0.62736595,0.62713796
0,0.4680851063829787,Serie A,0.5637883,0.5640582,0.590327,0.5839261,0.5610546
1,0.4708994708994709,Premier League,0.5196721,0.48703045,0.5595145,0.53062993,0.5188499
1,0.5818181818181818,Bundesliga,0.5449313,0.5164021,0.5473217,0.53455275,0.53432095
1,0.6437346437346437,La Liga,0.57427204,0.5903514,0.59625924,0.6054472,0.6466273
1,0.5388739946380697,Segunda,0.42297554,0.42826098,0.43748173,0.44349307,0.40697128
0,0.43307086614173224,Ligue 1,0.54675436,0.5548364,0.4782012,0.48775005,0.52898943
1,0.4523809523809524,Serie A,0.34786457,0.31559545,0.33065814,0.31954473,0.34773377
0,0.5398936170212765,La Liga,0.35776955,0.39831105,0.37577036,0.39776736,0.35950536
1,0.4611260053619303,Segunda,0.4157045,0.4116408,0.403508,0.40800557,0.41826534
1,0.5792207792207792,Premier League,0.63206524,0.6605725,0.5886766,0.63291514,0.6303393
1,0.6142131979695432,Ligue 1,0.5512708,0.60464907,0.5329989,0.57903576,0.5449222
1,0.5680628272251308,Serie A,0.49341947,0.48593035,0.50132763,0.5064102,0.48429546
0,0.43307086614173224,La Liga,0.4535316,0.45637864,0.48376822,0.48190436,0.56442904
1,0.4932614555256065,Segunda,0.5646689,0.54269916,0.57872856,0.55501974,0.5553006
1,0.5186170212765957,Premier League,0.49835342,0.48756438,0.5131055,0.506399,0.4963377
0,0.3828715365239294,Serie A,0.53532106,0.518558,0.5254514,0.5191394,0.53374225
1,0.3793969849246231,Serie A,0.39378193,0.3906756,0.38980153,0.37591618,0.39666396
0,0.4588859416445623,Ligue 1,0.37121767,0.38699597,0.42306638,0.42577833,0.370202
1,0.4603174603174603,Premier League,0.5047602,0.48473135,0.4742054,0.46337324,0.5158343
1,0.5172413793103448,Premier League,0.6217372,0.57990444,0.6280205,0.6058296,0.61798
0,0.5488126649076518,Premier League,0.5167478,0.55004275,0.52764994,0.56481344,0.50560933
1,0.4746666666666666,Bundesliga,0.5568741,0.57063353,0.5874349,0.5819257,0.55574214
0,0.5943152454780362,La Liga,0.6118434,0.5980989,0.545143,0.5290912,0.5857918
0,0.5464190981432361,Ligue 1,0.5923135,0.62986964,0.57758176,0.61169165,0.5923216
1,0.5476190476190476,Ligue 1,0.6353817,0.6421917,0.67746377,0.67593014,0.63148737
0,0.41666666666666663,Ligue 1,0.38708466,0.37718338,0.37304097,0.36781916,0.38509384
1,0.6116751269035533,Bundesliga,0.6185934,0.6422165,0.5977673,0.5975951,0.6159543
1,0.6354679802955665,Premier League,0.6814831,0.68718565,0.6773716,0.6908418,0.6786353
0,0.47074468085106375,Serie A,0.5516354,0.5404774,0.52294445,0.5347714,0.5469783
0,0.5013333333333333,La Liga,0.4805096,0.44542664,0.4607026,0.4528976,0.56850654
1,0.42368421052631583,Segunda,0.40094948,0.38199657,0.4290181,0.41607675,0.40897125
0,0.3148148148148148,La Liga,0.46407136,0.46244198,0.44438305,0.4407269,0.4453078
0,0.6116751269035533,Bundesliga,0.6829703,0.7141298,0.691789,0.7192991,0.6807022
1,0.577023498694517,Ligue 1,0.6621452,0.6320967,0.62692404,0.6101548,0.6759258
0,0.5669291338582677,Serie A,0.6707983,0.70302373,0.6898623,0.72119606,0.6631321
0,0.41253263707571797,Segunda,0.45640722,0.41184133,0.43564788,0.41639605,0.45450315
1,0.6658711217183771,La Liga,0.6462131,0.61047804,0.64814013,0.6245635,0.6565175
0,0.45721925133689845,Segunda,0.39852276,0.368285,0.38350335,0.3671766,0.3996877
0,0.38167938931297707,Segunda,0.44448107,0.4590996,0.42392683,0.42943603,0.4360179
0,0.5335120643431636,Segunda,0.53518224,0.5448072,0.5240383,0.52523386,0.5280012
1,0.5661375661375662,Segunda,0.44742918,0.4275137,0.44659823,0.43707752,0.44505492
1,0.5546666666666668,Segunda,0.5627999,0.62456506,0.55327207,0.59034,0.54210746
1,0.40155440414507776,Segunda,0.38219547,0.35660988,0.37554747,0.3744627,0.3850204
1,0.5108108108108108,Segunda,0.5541363,0.5455972,0.5351611,0.5382189,0.51399624
0,0.40155440414507776,Segunda,0.45364156,0.44194573,0.43490177,0.429538,0.45362407
1,0.5027027027027027,Segunda,0.53695977,0.5446962,0.53720146,0.53119826,0.5386634
0,0.3430656934306569,Segunda,0.28802443,0.288526,0.27373582,0.26891464,0.28723007
0,0.3709273182957394,Segunda,0.41252232,0.41685423,0.37177593,0.3748085,0.40958863
0,0.44266666666666665,Segunda,0.6267432,0.6099225,0.599146,0.58950716,0.6055295
0,0.5865633074935401,Bundesliga,0.49807316,0.47033387,0.5172027,0.4918231,0.4975311
1,0.448,Segunda,0.45481014,0.42184502,0.4327498,0.41070262,0.4490592
1,0.5514511873350924,Ligue 1,0.6115751,0.56411946,0.62770313,0.60457647,0.6122333
0,0.5106382978723405,La Liga,0.36183387,0.3441155,0.35402903,0.3433337,0.3431111
0,0.53315649867374,Premier League,0.6740628,0.63171947,0.70666623,0.69409025,0.6588447
0,0.40826873385012924,La Liga,0.4431247,0.4215416,0.431242,0.41282672,0.43167895
1,0.41818181818181815,Serie A,0.49405748,0.48587623,0.48518008,0.48331088,0.49272004
1,0.35452322738386305,Serie A,0.41225147,0.38621655,0.412923,0.392192,0.40768132
1,0.6995515695067265,Bundesliga,0.71931845,0.7304058,0.7059117,0.7208059,0.7088455
1,0.5854922279792746,Bundesliga,0.62420565,0.5928597,0.6346166,0.6244021,0.6319913
1,0.6206030150753769,Bundesliga,0.5648621,0.58469486,0.5825931,0.58966637,0.5608346
0,0.5567282321899736,Bundesliga,0.52741456,0.51925594,0.55057156,0.5346165,0.52891916
1,0.5643044619422573,Bundesliga,0.4541561,0.4294383,0.4759454,0.46170992,0.4516263
0,0.4296875,Premier League,0.51692426,0.5298168,0.52758753,0.5289306,0.5234498
0,0.4721485411140583,Premier League,0.43073636,0.418714,0.48762542,0.4698062,0.42952147
1,0.6136363636363636,Premier League,0.62204206,0.66961765,0.65629256,0.68942535,0.6396901
1,0.5703125,Premier League,0.5546354,0.54575574,0.52466947,0.51629907,0.56219864
1,0.5590551181102362,Premier League,0.555329,0.5554689,0.5490026,0.54437,0.5588461
1,0.6240601503759399,La Liga,0.6792002,0.7080452,0.6537467,0.6755407,0.7468847
1,0.5519999999999999,Segunda,0.59384686,0.5600599,0.5762622,0.56615424,0.572364
0,0.577023498694517,Ligue 1,0.5123145,0.5620264,0.5478718,0.5768343,0.5092572
0,0.4511873350923483,Serie A,0.4133091,0.4261438,0.3766386,0.38840047,0.41587305
1,0.4162303664921466,Segunda,0.47538376,0.47663838,0.4852242,0.484587,0.47792235
1,0.6240601503759399,Bundesliga,0.6694585,0.6573835,0.6697038,0.64962167,0.6635474
1,0.45844504021447724,Segunda,0.4142182,0.35870627,0.40198556,0.38532418,0.41716748
1,0.5590551181102362,Premier League,0.49441713,0.46747345,0.48291677,0.46617675,0.49708638
1,0.41085271317829464,La Liga,0.4889695,0.46936256,0.45612735,0.44191852,0.48302594
1,0.6096938775510204,Ligue 1,0.567873,0.5591435,0.57881725,0.56603676,0.57663506
1,0.4576719576719577,Serie A,0.517655,0.4931616,0.52498287,0.50529504,0.5101646
0,0.45721925133689845,Segunda,0.39198622,0.3729648,0.4402071,0.4189325,0.3950557
1,0.5680628272251308,La Liga,0.5155911,0.5543343,0.5214758,0.568147,0.49516425
1,0.6395061728395062,Ligue 1,0.6348003,0.6478771,0.60508156,0.6138299,0.6348445
1,0.37688442211055284,Serie A,0.3134725,0.30916315,0.31521493,0.30402613,0.3209937
1,0.4851752021563342,Segunda,0.42156076,0.439205,0.47172403,0.49040675,0.41872257
0,0.42558746736292424,La Liga,0.5000113,0.45834747,0.44527832,0.4332811,0.475491
1,0.44356955380577423,Premier League,0.48202085,0.47734228,0.47017902,0.46945542,0.49267784
1,0.4523809523809524,Serie A,0.463201,0.43701106,0.39413533,0.38030213,0.46612749
0,0.4880000000000001,Ligue 1,0.57719564,0.542875,0.5689429,0.563087,0.57407403
0,0.7105263157894737,Bundesliga,0.66270554,0.6836368,0.65020895,0.66568434,0.65462863
0,0.5833333333333334,La Liga,0.63063437,0.59832966,0.63269216,0.61861813,0.608198
1,0.40519480519480516,Segunda,0.5180882,0.5031292,0.5005724,0.49202737,0.5164804
0,0.35049019607843135,Segunda,0.4667667,0.43744445,0.4398431,0.4278443,0.4450574
0,0.4746666666666666,Ligue 1,0.49635276,0.45999128,0.46415186,0.45070153,0.48608294
0,0.46419098143236076,Ligue 1,0.39752242,0.459971,0.42004222,0.47211084,0.3893387
1,0.5226666666666666,Ligue 1,0.59634095,0.5754647,0.56743205,0.55960524,0.58428806
1,0.5305039787798408,Premier League,0.5725474,0.5948638,0.5994936,0.63045824,0.5890826
0,0.445910290237467,Bundesliga,0.41961926,0.38642478,0.37006247,0.36327246,0.4136826
0,0.43421052631578944,Serie A,0.45995855,0.45408684,0.4896801,0.4976715,0.457182
0,0.37157107231920194,La Liga,0.37011266,0.34411272,0.31785393,0.2996331,0.36942032
0,0.448,Segunda,0.5270195,0.5053537,0.5091678,0.49859485,0.5333055
1,0.5669291338582677,Ligue 1,0.5695172,0.606432,0.57106483,0.6004847,0.5664265
0,0.5066666666666666,Serie A,0.71083736,0.7242993,0.6946305,0.70374376,0.7053022
1,0.4312169312169312,Segunda,0.4287652,0.4322595,0.4022395,0.39486375,0.42608023
1,0.6361386138613861,La Liga,0.5672612,0.5467936,0.56826794,0.55865985,0.5468984
1,0.4145077720207254,Serie A,0.55831546,0.53605026,0.49632064,0.5004509,0.5572774
0,0.4350132625994695,Segunda,0.45983863,0.43562055,0.4964428,0.47983456,0.44695878
1,0.421875,Serie A,0.5138386,0.5030185,0.49630553,0.49706736,0.5003991
1,0.4535809018567639,La Liga,0.443525,0.4994835,0.3957184,0.45192844,0.43468842
0,0.5396825396825397,Premier League,0.5488917,0.5944535,0.52241707,0.56422627,0.5628716
1,0.49595687331536387,Segunda,0.33831564,0.31045514,0.34474525,0.33945775,0.33858055
0,0.4506666666666666,Segunda,0.4756317,0.4725794,0.489731,0.49527287,0.46839935
0,0.6570048309178744,Bundesliga,0.51371646,0.4894204,0.53457177,0.5184824,0.506664
0,0.496,Serie A,0.55859387,0.5383893,0.55741185,0.5559993,0.56288236
0,0.5654450261780105,Ligue 1,0.5779041,0.542792,0.651966,0.6337632,0.57451916
0,0.33571428571428574,La Liga,0.38389653,0.37205964,0.37637663,0.3721171,0.40045613
1,0.3848101265822785,La Liga,0.43571702,0.42135152,0.4147481,0.4080061,0.43739328
0,0.36318407960199,Segunda,0.30754247,0.2834052,0.28800327,0.28146207,0.30907795
0,0.41558441558441556,Serie A,0.3399529,0.34295005,0.35321498,0.36422628,0.34190136
1,0.34866828087167073,Serie A,0.39986414,0.39966026,0.4008108,0.39777893,0.39744318
1,0.753968253968254,Bundesliga,0.64752215,0.6793321,0.6797718,0.7071702,0.64986926
1,0.6116751269035533,Bundesliga,0.5358268,0.597524,0.5248389,0.5624306,0.537912
0,0.6161616161616161,Bundesliga,0.6911522,0.6684452,0.672774,0.6500882,0.68435544
1,0.5079787234042553,Bundesliga,0.40620923,0.3972177,0.42073807,0.41713968,0.39799103
1,0.6180904522613065,Premier League,0.6226531,0.63446355,0.58583176,0.60658044,0.6192067
1,0.48010610079575594,Premier League,0.5274224,0.48571768,0.5288156,0.5128981,0.51621723
1,0.5278514588859416,Premier League,0.52639174,0.55565876,0.5006859,0.54802775,0.5182787
0,0.41732283464566927,Segunda,0.5102507,0.51346195,0.5200964,0.51091415,0.5033342
1,0.6917808219178082,La Liga,0.60688245,0.63496745,0.61402017,0.63722116,0.6844759
0,0.6610576923076923,Ligue 1,0.67681235,0.7042776,0.62824714,0.6519033,0.6725877
1,0.49202127659574474,Serie A,0.56924474,0.5803296,0.57753915,0.576059,0.5662025
1,0.6010230179028133,Bundesliga,0.6757143,0.6847041,0.6768726,0.6923892,0.6646062
0,0.4523809523809524,La Liga,0.40643007,0.4022015,0.38332823,0.39395872,0.503335
0,0.45187165775401067,Segunda,0.4612295,0.46888942,0.44194454,0.4398864,0.44931945
1,0.4787234042553191,Premier League,0.5222351,0.4873693,0.5221478,0.5075079,0.5149435
0,0.510752688172043,Segunda,0.49859077,0.4668695,0.5203296,0.49736762,0.49466094
0,0.5186170212765957,Ligue 1,0.5774893,0.6079341,0.6095029,0.61493826,0.5833231
0,0.445910290237467,Serie A,0.5411147,0.58835447,0.57096964,0.611466,0.538118
0,0.45721925133689845,Segunda,0.6634031,0.6646916,0.6393665,0.63067544,0.65196383
0,0.5654450261780105,La Liga,0.627685,0.6560857,0.6535378,0.6953726,0.71833366
1,0.5039787798408488,Premier League,0.54476345,0.5299469,0.53139913,0.5395201,0.53989995
1,0.5240641711229947,Ligue 1,0.62811327,0.6574422,0.6481632,0.66692257,0.61982536
1,0.3620689655172414,Serie A,0.3170585,0.30267385,0.31116155,0.30651304,0.31541348
1,0.5488126649076518,Premier League,0.58126104,0.6117301,0.592717,0.6358835,0.5707091
1,0.37373737373737376,Segunda,0.50029707,0.47611433,0.4796927,0.46333998,0.48752338
1,0.5080213903743315,La Liga,0.3925603,0.36946768,0.3716896,0.35253313,0.50317156
0,0.544973544973545,Serie A,0.51298755,0.48641118,0.4656431,0.4491735,0.50475776
1,0.5437665782493368,Ligue 1,0.47046295,0.514738,0.47612935,0.5080854,0.47758088
0,0.5,Premier League,0.6319591,0.61185974,0.6255768,0.6059426,0.62539595
0,0.6206030150753769,Premier League,0.70416987,0.68442976,0.75777996,0.7400824,0.7095752
0,0.526595744680851,Premier League,0.54696715,0.53865534,0.5421399,0.54706013,0.55577844
1,0.6126582278481012,Bundesliga,0.61494476,0.59245723,0.5875627,0.57183546,0.62250966
0,0.49061662198391415,La Liga,0.5215371,0.5064799,0.55151045,0.53975534,0.61167437
1,0.5162162162162162,Segunda,0.6041938,0.64484674,0.5819606,0.6078882,0.5872917
1,0.5199999999999999,Ligue 1,0.51464623,0.48353633,0.49638405,0.4768796,0.51110923
1,0.5146666666666666,Ligue 1,0.5969474,0.6013981,0.5992896,0.6110508,0.600141
0,0.4986666666666667,Ligue 1,0.47336307,0.46505752,0.45511746,0.4340732,0.47741976
0,0.48936170212765967,Premier League,0.5900835,0.6200837,0.5686811,0.59551203,0.5887277
0,0.6412776412776413,Bundesliga,0.64400923,0.6537234,0.64805686,0.65810716,0.6431251
0,0.5066666666666666,Serie A,0.4926085,0.45732555,0.5251478,0.49786228,0.49488792
1,0.44266666666666665,Segunda,0.4669517,0.47959176,0.46252823,0.46621388,0.47816548
0,0.5053475935828876,La Liga,0.33472988,0.30222172,0.34386712,0.32880664,0.32101333
0,0.42368421052631583,Segunda,0.4166101,0.40838233,0.4060371,0.39493978,0.41743213
1,0.48,Bundesliga,0.5792379,0.55779874,0.57208776,0.5775037,0.57728213
1,0.554089709762533,Ligue 1,0.44827422,0.45839158,0.44602734,0.4421947,0.45028204
0,0.38190954773869346,Serie A,0.44732398,0.4281384,0.43931493,0.43358508,0.43364912
0,0.47580645161290325,Segunda,0.5529946,0.597335,0.5065829,0.55314404,0.51945555
0,0.6737089201877935,La Liga,0.648347,0.6245844,0.585709,0.5599059,0.7335116
1,0.46684350132625996,Serie A,0.6448736,0.6630832,0.65703183,0.6784574,0.634498
0,0.4497354497354497,La Liga,0.4990593,0.52347857,0.49330258,0.49986285,0.49353153
0,0.49206349206349204,Premier League,0.7026931,0.6842903,0.6608256,0.6635741,0.6950592
1,0.5714285714285715,Premier League,0.48859626,0.47922668,0.4873731,0.45867243,0.4843398
1,0.6713615023474179,La Liga,0.6875371,0.68889385,0.6698268,0.6776121,0.7303821
1,0.5485564304461943,Premier League,0.5579196,0.5565326,0.55130094,0.5673203,0.55036974
1,0.5502645502645503,La Liga,0.5076705,0.50068307,0.49410862,0.4741304,0.5885153
0,0.5435356200527705,Premier League,0.5278071,0.53995,0.5468673,0.58010364,0.5329226
1,0.5159574468085106,Premier League,0.62333006,0.622976,0.61617386,0.6330282,0.6284722
0,0.47745358090185674,Premier League,0.49062186,0.43869418,0.51632816,0.47786587,0.4874385
0,0.45382585751978893,Premier League,0.4687193,0.48201495,0.47413158,0.46154302,0.47339097
0,0.6055979643765903,Premier League,0.65698624,0.69790083,0.6780747,0.6941186,0.6704051
1,0.519893899204244,Premier League,0.5850958,0.57828295,0.55375445,0.5416201,0.58767205
0,0.6293532338308457,Premier League,0.684003,0.7380962,0.6628272,0.7021147,0.69386804
0,0.6161616161616161,Ligue 1,0.5286708,0.52037585,0.5476244,0.54651386,0.5255889
0,0.5526315789473685,Bundesliga,0.4676818,0.45346552,0.434372,0.43330628,0.45995292
0,0.5514511873350924,Ligue 1,0.63188803,0.62998974,0.63806605,0.63188416,0.63402194
0,0.38190954773869346,La Liga,0.47115046,0.45366675,0.4541568,0.4612781,0.45056367
1,0.4578947368421053,Premier League,0.48875213,0.46880046,0.4742872,0.45200235,0.49443564
1,0.5202156334231806,Segunda,0.4739512,0.4627057,0.4733324,0.45551953,0.4862525
0,0.44708994708994704,La Liga,0.46970016,0.52239025,0.4906457,0.53700686,0.5463578
1,0.45502645502645506,Serie A,0.51752394,0.49211317,0.5032453,0.48822466,0.5115187
1,0.5013333333333333,Bundesliga,0.3727182,0.39374128,0.3692152,0.3863298,0.37202868
0,0.5132978723404255,Bundesliga,0.5355957,0.5358704,0.52723444,0.5298006,0.53509146
1,0.7083333333333333,Bundesliga,0.7299472,0.71286,0.6980883,0.6807275,0.73141265
1,0.5066666666666666,Bundesliga,0.5592687,0.50768334,0.60103047,0.5630844,0.55840594
0,0.5938303341902313,Bundesliga,0.60695493,0.56682277,0.5641333,0.55746377,0.59935683
0,0.5225464190981433,Premier League,0.46417665,0.45539838,0.50756794,0.4917906,0.4688224
1,0.5917312661498708,Premier League,0.62300795,0.6568987,0.62219495,0.65441436,0.6147009
0,0.5744125326370757,Premier League,0.655169,0.6478944,0.65464836,0.66530037,0.6341634
1,0.634567901234568,Premier League,0.6817428,0.7276138,0.6942944,0.71724653,0.6825387
1,0.4485488126649077,Premier League,0.46100587,0.46868896,0.47139877,0.45951566,0.47354165
1,0.34963325183374083,Segunda,0.38894796,0.3696841,0.39678589,0.39912826,0.37704045
0,0.37343358395989973,La Liga,0.48361507,0.4679803,0.46550083,0.46116096,0.4688086
1,0.5555555555555556,Ligue 1,0.54851294,0.51256907,0.53603756,0.49307567,0.55495715
1,0.5319148936170213,Serie A,0.70151204,0.70586735,0.69992334,0.70694035,0.68937784
1,0.6954545454545454,La Liga,0.68668187,0.66251117,0.6951576,0.68389,0.7461152
0,0.4274406332453826,Segunda,0.47358808,0.45535874,0.4713562,0.45855397,0.45546594
1,0.5729166666666667,Premier League,0.5765835,0.555404,0.56896293,0.5584498,0.5761874
1,0.6578313253012049,Bundesliga,0.5623382,0.57408947,0.5757648,0.6015109,0.55884075
0,0.5026737967914439,Ligue 1,0.48035797,0.4825882,0.5064493,0.49792847,0.47509924
1,0.49202127659574474,Serie A,0.46709228,0.47019586,0.44774666,0.44678926,0.4740346
0,0.4368421052631579,La Liga,0.38421723,0.3802724,0.36558467,0.375267,0.46342316
1,0.6721698113207547,Ligue 1,0.6669901,0.66433084,0.6911351,0.68042815,0.6651087
0,0.3793969849246231,Serie A,0.43244043,0.4134789,0.43324915,0.41448718,0.4455778
1,0.5039999999999999,La Liga,0.5736886,0.5720296,0.5523221,0.55473787,0.5640883
1,0.49593495934959353,Segunda,0.5653435,0.5469347,0.560397,0.5471317,0.5616618
0,0.5865633074935401,Premier League,0.59778947,0.5951786,0.5713433,0.59043056,0.5940118
0,0.43307086614173224,Serie A,0.32626778,0.29580268,0.29793966,0.2781206,0.3379963
0,0.5132978723404255,Ligue 1,0.5192173,0.5379917,0.5445427,0.5307399,0.52966154
1,0.5669291338582677,Bundesliga,0.6419753,0.62202895,0.6224698,0.6153129,0.6477972
0,0.4497354497354497,La Liga,0.4600574,0.44865918,0.43788415,0.4420351,0.4443099
0,0.4350132625994695,Segunda,0.49356884,0.49095803,0.4912509,0.491793,0.49651855
0,0.48,Ligue 1,0.54120135,0.5243636,0.5140013,0.5141536,0.53654194
1,0.4826666666666667,Ligue 1,0.6610888,0.65917885,0.58273095,0.5917954,0.6518246
0,0.6388206388206389,Bundesliga,0.5856639,0.5950534,0.5946492,0.6037208,0.58851993
1,0.4656084656084655,Premier League,0.56385857,0.5525004,0.55944705,0.5441557,0.5621006
0,0.3848101265822785,Serie A,0.6041061,0.5876914,0.6263562,0.60277474,0.59976965
1,0.5148247978436657,Segunda,0.6054643,0.595304,0.61566436,0.6154057,0.6018663
0,0.421875,La Liga,0.40915537,0.4377641,0.40223226,0.42644972,0.4091012
1,0.4506666666666666,Segunda,0.56363046,0.59963906,0.53786254,0.56548005,0.5551421
1,0.3838383838383838,Serie A,0.4529458,0.4468968,0.4539113,0.450566,0.4519946
0,0.512,Ligue 1,0.47134542,0.4668228,0.46366334,0.46051732,0.4830833
0,0.4263157894736842,Segunda,0.4366904,0.43307978,0.4508617,0.45440254,0.4395504
0,0.688787185354691,La Liga,0.6807613,0.69936097,0.6875752,0.69701767,0.66080874
0,0.3848101265822785,Serie A,0.37404996,0.36975184,0.3897519,0.3776762,0.36646318
0,0.40469973890339433,Segunda,0.42298985,0.44465622,0.4238209,0.43436885,0.42790946
1,0.3863636363636363,Serie A,0.35944423,0.3591713,0.35836264,0.3502633,0.36147672
0,0.4146981627296588,Segunda,0.5468115,0.5435323,0.5131791,0.5147488,0.5430532
0,0.41361256544502617,Segunda,0.5536258,0.5333251,0.52564394,0.5366498,0.5455202
1,0.46419098143236076,Serie A,0.5228013,0.5071063,0.49504462,0.46997094,0.52119327
1,0.5616797900262467,Premier League,0.50289905,0.5040862,0.5115211,0.49522233,0.5112861
0,0.4826666666666667,La Liga,0.445333,0.43685645,0.43884706,0.43964037,0.44760117
1,0.496,Bundesliga,0.38610786,0.3825976,0.37514153,0.38040343,0.39783263
0,0.3781725888324873,Segunda,0.48852068,0.45908213,0.47443786,0.47247577,0.48333555
1,0.41298701298701296,Ligue 1,0.53275156,0.5376767,0.52365786,0.53381425,0.5320494
0,0.3462469733656174,Serie A,0.3101738,0.3068968,0.3054223,0.32133764,0.3021792
1,0.4986666666666667,La Liga,0.48231903,0.4861514,0.44515243,0.46123272,0.5646159
0,0.450402144772118,Segunda,0.5949279,0.5847642,0.5848654,0.5756899,0.59489954
1,0.5502645502645503,La Liga,0.6261935,0.6601927,0.6251022,0.6582696,0.6866168
0,0.4281984334203655,Serie A,0.42982912,0.43623647,0.3985384,0.39946574,0.43598714
1,0.44327176781002636,Bundesliga,0.29517215,0.29681745,0.291381,0.30291432,0.30593896
1,0.5989717223650385,Bundesliga,0.53345644,0.52769125,0.5279171,0.52739704,0.53286964
1,0.6240601503759399,Bundesliga,0.53847224,0.57925385,0.54906696,0.5598687,0.5353254
0,0.6035805626598465,Bundesliga,0.5363835,0.6042062,0.52600574,0.5702016,0.5403957
0,0.6231155778894473,Premier League,0.6867989,0.6970291,0.67748594,0.6871306,0.6810595
0,0.5093333333333333,Premier League,0.6593479,0.6662303,0.65328014,0.6737,0.65687037
0,0.5054054054054055,Segunda,0.54624623,0.5432239,0.5329634,0.5180737,0.6245471
0,0.4195250659630607,Segunda,0.40960103,0.43390727,0.39505893,0.4237005,0.3947803
1,0.40568475452196384,La Liga,0.46278945,0.459694,0.4486195,0.44311276,0.46025667
1,0.5490716180371352,Ligue 1,0.51652306,0.4975337,0.49794197,0.4942853,0.5107511
0,0.41818181818181815,Serie A,0.38999352,0.40065536,0.37732428,0.3978672,0.388138
0,0.6293532338308457,Bundesliga,0.67642915,0.6921977,0.6763939,0.686771,0.67851555
0,0.7588235294117648,La Liga,0.68480814,0.7095003,0.6862682,0.71976,0.7451425
1,0.4603174603174603,Premier League,0.65251195,0.6037112,0.6633467,0.632738,0.6531667
0,0.5108108108108108,Segunda,0.64244586,0.6722818,0.6160034,0.6450369,0.7094054
1,0.6975169300225732,Ligue 1,0.6719536,0.63614905,0.66723144,0.64551705,0.6764934
1,0.5605263157894738,Serie A,0.5019988,0.5332333,0.52605635,0.5435371,0.49935523
1,0.5081081081081081,Segunda,0.48606777,0.49887228,0.49554127,0.49376926,0.48501557
1,0.41361256544502617,Segunda,0.48628134,0.49519452,0.46713385,0.4777463,0.48044553
1,0.6215538847117794,Premier League,0.683342,0.7179514,0.6771952,0.7084707,0.6807984
0,0.3112128146453089,La Liga,0.2563997,0.24800035,0.25229827,0.24765237,0.25892735
1,0.48128342245989303,Ligue 1,0.42157927,0.4053418,0.43259674,0.42707753,0.43185034
1,0.528,Serie A,0.5755746,0.6124073,0.5772807,0.61487913,0.5627843
1,0.42931937172774864,La Liga,0.4809478,0.48016405,0.477856,0.4733774,0.563583
1,0.48,Premier League,0.5049416,0.5279163,0.53009176,0.53699905,0.51060975
0,0.40826873385012924,Serie A,0.41039914,0.41027975,0.3967158,0.37942386,0.4168343
1,0.5654450261780105,Premier League,0.52639526,0.5340096,0.53819966,0.56526124,0.52607214
1,0.43193717277486904,Serie A,0.37979823,0.36830646,0.38766968,0.37066522,0.37871084
0,0.49066666666666664,Premier League,0.47313958,0.42664155,0.4951725,0.45520124,0.47042027
0,0.4946524064171124,Ligue 1,0.50540996,0.4997488,0.5014658,0.50441617,0.50361735
1,0.5253333333333333,Premier League,0.47921953,0.44159642,0.46849734,0.4630043,0.4663024
0,0.5187165775401069,Bundesliga,0.4966449,0.48558435,0.51337767,0.49438334,0.49214965
1,0.4743935309973046,Segunda,0.5421627,0.53238916,0.5190003,0.5103136,0.55158484
0,0.43947368421052635,La Liga,0.481991,0.48150912,0.44359994,0.42727628,0.487333
0,0.5306666666666666,Ligue 1,0.5367967,0.5167412,0.5166491,0.51200116,0.54522663
1,0.5013404825737265,Ligue 1,0.46794048,0.46281648,0.45435128,0.45042738,0.4742399
0,0.6265664160401002,Ligue 1,0.605423,0.66728926,0.6301301,0.670672,0.61288834
1,0.7725563909774436,Bundesliga,0.7380556,0.76066303,0.7357965,0.7622425,0.7284833
0,0.5039999999999999,Premier League,0.4128651,0.43200326,0.40991244,0.41522735,0.42066032
