y,pm,liga,28,28 + impacto xG,28 + impacto goles,28 + impacto xG y goles,28 + lesiones
0,0.4986522911051214,Segunda,0.49043208,0.48410597,0.46288714,0.463629,0.5747423
0,0.40992167101827676,Segunda,0.42238456,0.4340821,0.44322872,0.4439903,0.5238325
1,0.4851752021563342,Segunda,0.6354092,0.6378919,0.6487956,0.64160025,0.6437572
0,0.45382585751978893,Premier League,0.47260365,0.49262008,0.4832147,0.5010165,0.49196166
0,0.4497354497354497,La Liga,0.5204898,0.53272253,0.55520403,0.5647212,0.526521
1,0.5442359249329759,Segunda,0.59732074,0.57831734,0.5868834,0.58046925,0.6005125
0,0.6320987654320989,La Liga,0.5311817,0.52858454,0.53420115,0.52388966,0.6270463
1,0.3826530612244898,Segunda,0.49332553,0.500505,0.50296766,0.5028789,0.47801226
1,0.7592233009708738,Bundesliga,0.7237848,0.7276673,0.7389476,0.741499,0.7084387
0,0.7524950099800399,Ligue 1,0.5919412,0.5937774,0.5798488,0.5923145,0.57894045
1,0.5485564304461943,Premier League,0.5667118,0.5506088,0.5086714,0.49713463,0.55592525
0,0.42077922077922075,La Liga,0.44964948,0.45086527,0.47379923,0.46471816,0.5689751
0,0.37279596977329976,Segunda,0.40553322,0.40905523,0.39702958,0.3973187,0.4054575
0,0.5546666666666668,Segunda,0.53265226,0.55325174,0.5291486,0.5405406,0.51525277
0,0.642156862745098,Premier League,0.718711,0.7141328,0.71569586,0.72234184,0.7045506
1,0.6025641025641025,Bundesliga,0.62367326,0.63325876,0.61098397,0.6294817,0.6307432
1,0.49734042553191493,Bundesliga,0.6067905,0.6135843,0.62657845,0.62331015,0.59352773
1,0.5654450261780105,Bundesliga,0.5735186,0.57708067,0.54793274,0.5396824,0.56880414
1,0.642156862745098,Bundesliga,0.6560129,0.66971385,0.64375806,0.6572048,0.64130485
1,0.5578947368421052,Bundesliga,0.5396584,0.52546597,0.46913734,0.46721467,0.52647525
0,0.5305039787798408,Premier League,0.5435296,0.5352696,0.5534103,0.55609596,0.54993176
0,0.544973544973545,Premier League,0.45214456,0.45864877,0.45299205,0.45760345,0.4497594
0,0.4145077720207254,Premier League,0.6426738,0.6470713,0.5774216,0.5835206,0.63299066
