match_id,local_formacion,local_ids,visitante_formacion,visitante_ids
1173602970,3-4-2-1,26164425|143605|85806|55218324|61574926|239239|120421|87899|25437671|3314983|11286254,4-2-3-1,472206|348719|472528|472850|3020192|481544|144249|3089261|23844093|2993466|55333278
1173597013,4-3-3,3134019|25285526|20578691|3556644|6238260|473011|7617869|3153500|313460|7617225|235214,3-4-2-1,5048148|4071361|24608843|4955090|32850433|139097|6617898|3096989|54186958|2561825|388647
1173601268,4-3-3,12927810|7723163|10304637|3110835|3091515|28604219|367073|3043215|7790783|3133375|8169133,4-4-2,3155593|438718|7537369|3116148|3107132|3070585|471240|306698|3089905|3118080|3086524
1173603821,4-3-3,3044825|45803366|451920|26273583|25549888|116557|5014660|1631889|3023412|25446848|3085397,4-3-3,261296|49446957|20774467|91441|6701135|101745|26071367|102550|229096|177254|25192951
1173598715,4-2-3-1,20778492|219275|3567914|6230049|14972027|42797174|57322755|44817724|14585144|61773439|236663,4-2-3-1,45395|180313|5944596|3138849|55065696|42429772|47166|28670551|2561342|45852471|31581270
1173602119,4-3-3,45234|33207048|184499|46844|176610|47327|87416|1081430|39921|461258|49420,4-2-3-1,470113|22343734|58555049|453691|29270920|22364342|3566143|975170|3018260|7832482|1508080
1173597864,4-2-3-1,19047581|26125141|1064364|3564050|3038546|185304|49081487|59252984|3098599|3038224|24609970,4-3-3,40887|3017938|22372|1223754|3034360|65897937|45795960|54190339|65136568|473333|3128062
1173604672,5-3-2,3082177|42791056|6698720|10691681|21746102|47746314|496034|42791378|31411737|17734787|327306,3-4-2-1,3073322|10943485|3380349|20438943|29334515|418915|46384576|2211650|29660540|357252|4174401
1173600417,4-2-3-1,231672|3064306|24627841|439523|105931|311528|234409|38289013|62679869|3094735|464961,5-4-1,31320450|3578379|5980177|9000698|184660|19178635|3322872|58818445|235858|108185|13538161
1173599566,4-2-3-1,3040800|60522469|28883554|3088456|101101|3192301|92729|31693809|43551942|26021135|5945401,4-2-3-1,3052553|7628334|3082499|3175074|3146899|965510|49239428|46190088|1663123|300258|26073782
1173592758,4-3-3,261296|49446957|20774467|91441|6701135|101745|26071367|102550|229096|177254|25192951,4-2-3-1,3986514|46683|46844|184499|29031191|1081430|87416|32719218|176610|49420|28105119
1173591056,3-4-2-1,3073322|66454353|3380349|20438943|29334515|418915|46384576|2211650|401044|357252|4174401,4-2-3-1,20778492|219275|3053197|6230049|14972027|42797174|57322755|44817724|14585144|61773439|236663
1173588503,4-2-3-1,3155593|438718|7537369|3116148|3107132|26197108|306698|3070585|3086524|3089905|3118080,4-2-3-1,19047581|26125141|1064364|66447913|3038063|49081487|185304|3104395|127666|3098599|24609970
1173589354,4-2-3-1,45395|7224385|5944596|3138849|55065696|47166|42429772|28670551|2561342|45852471|31581270,4-3-3,3044825|3052875|6236328|26273583|27363|116557|5014660|1631889|3023412|25446848|3085397
1173593609,4-2-3-1,470113|22343734|58555049|453691|29270920|22364342|3566143|975170|3018260|7832482|1508080,4-1-4-1,12927810|7723163|134267|3110835|3091515|367073|7790783|28604219|3043215|8169133|3133375
1173590205,4-2-3-1,3052553|7628334|3175074|3557288|26067181|18694991|965510|45776318|1663123|300258|26073782,5-3-2,3082177|45190761|6698720|10691681|21788928|47746314|31411737|42791378|3327219|4007122|327306
1173594460,5-4-1,31320450|3578379|5980177|9000698|184660|19178635|3322872|58818445|235858|108185|13538161,4-3-3,3134019|25285526|3578218|3556644|6238260|473011|7617869|3153500|313460|7617225|235214
1173596162,4-3-3,40887|65897937|22372|3017938|3034360|265160|45795960|54190339|6073718|473333|3128062,4-2-3-1,3040800|60522469|28883554|3088456|101101|92729|3192301|31693809|43551942|26021135|5945401
1173591907,4-2-3-1,472206|348719|472528|472850|144249|481544|45804654|3089261|23844093|2993466|55333278,4-2-3-1,231672|3064306|24627841|439523|105931|311528|454657|38289013|234409|3094735|464961
1173585950,5-4-1,31320450|3578379|5980177|9000698|184660|19178635|3322872|58818445|235858|108185|13538161,4-2-3-1,472206|348719|472528|472850|43492533|144249|481544|3089261|23844093|2993466|55333278
1173584248,4-2-3-1,261296|49446957|20774467|91441|6701135|26071367|102550|229096|101745|25192951|177254,4-2-3-1,19047581|26125141|1064364|3564050|53200511|185304|49081487|3104395|3038224|3098599|59252984
1173587652,4-2-3-1,40887|65897937|3017938|22372|3034360|265160|45795960|6073718|54190339|3128062|473333,4-3-3,3044825|3052875|6236328|26273583|459809|116557|5014660|1631889|22344861|25446848|3085397
1173583397,4-2-3-1,3986514|46683|46844|184499|29031191|1081430|87416|39921|176610|49420|28105119,4-2-3-1,3155593|438718|7537369|3116148|3107132|26197108|306698|3089905|3086524|22105937|3118080
1173586801,4-2-3-1,5048148|3096989|24608843|4071361|7650713|139097|6617898|55918030|38177923|2561825|3397898,4-2-3-1,3052553|7628334|3175074|3557288|3146899|18694991|26067181|45776318|965510|300258|1663123
1173579993,4-2-3-1,20778492|219275|3053197|6230049|14972027|42797174|57322755|44817724|14585144|61773439|236663,4-3-3,12927810|7723163|134267|3110835|3091515|5307680|367073|3043215|7790783|3021480|8169133
1173581695,3-4-2-1,3073322|10943485|3380349|20438943|29334515|401044|418915|2211650|29660540|357252|4174401,4-2-3-1,45395|180313|5944596|3138849|55065696|47166|42429772|28670551|2561342|45852471|31581270
1173580844,4-2-3-1,3040800|60522469|28883554|3088456|101101|92729|3192301|31693809|3268937|43551942|5945401,4-3-3,3134019|25285526|3578218|3556644|6238260|473011|7617869|3153500|313460|3055773|235214
1173582546,4-2-3-1,231672|3064306|24627841|439523|105931|311528|234409|38289013|62679869|3094735|464961,3-4-2-1,3082177|6698720|21788928|21746102|45190761|10691681|496034|46039|3327219|2207142|327306
1173585099,4-2-3-1,470113|22343734|58555049|453691|29270920|7651196|22364342|370132|3018260|7832482|1508080,3-4-2-1,26164425|143605|85806|55218324|142800|239239|120421|25437671|187719|3314983|18609983
1173575738,4-2-3-1,472206|348719|472528|472850|43492533|144249|3089261|23844093|2993466|20244777,4-2-3-1,5048148|3096989|24608843|4071361|7650713|139097|6617898|20883625|26084730|2561825|3397898
1173573185,4-2-3-1,19047581|26125141|1064364|66447913|53200511|185304|49081487|3104395|127666|3098599|59252984,4-2-3-1,470113|22343734|58555049|453691|29270920|22364342|7651196|370132|3018260|7832482|1508080
1173572334,4-2-3-1,3155593|438718|7537369|3116148|3107132|26197108|306698|3089905|3086524|3070585|3118080,4-1-4-1,261296|20774467|100940|91441|6701135|5941376|42931931|102550|101745|44779567|177254
1173571483,4-3-3,3134019|25285526|3578218|3556644|6238260|473011|7617869|3153500|313460|3055773|235214,3-4-2-1,3073322|10943485|3380349|20438943|29334515|418915|46384576|2211650|29660540|357252|4174401
1173579142,4-3-3,3082177|45190761|10691681|21788928|46039|3327219|42791378|496034|45526124|327306|2207142,4-2-3-1,3040800|60522469|28883554|3088456|101101|92729|3192301|31693809|43551942|3696|5945401
1173574036,4-2-3-1,45395|180313|5944596|3138849|55065696|42429772|47166|45852471|2561342|28670551|31581270,4-2-3-1,3986514|33207048|46844|184499|29031191|47327|176610|39921|32719218|49420|28105119
1173577440,3-4-2-1,26164425|143605|85806|55218324|142800|239239|120421|25437671|187719|3314983|18609983,4-2-3-1,20778492|219275|3053197|6230049|14972027|42797174|57322755|26083281|14585144|61773439|236663
1173578291,4-3-3,3044825|3052875|6236328|26273583|27363|52825059|1631889|116557|22344861|25446848|3085397,4-2-3-1,231672|3064306|24627841|3029208|105931|311528|454657|234409|187075|3019387|464961
1173574887,4-2-3-1,3052553|7628334|3175074|59044489|3146899|965510|18694991|45776318|1663123|300258|63155624,5-4-1,31320450|19178635|3578379|5980177|9000698|184660|3322872|235858|58818445|108185|13538161
1173576589,4-3-3,12927810|7723163|134267|3110835|3091515|5307680|367073|3043215|7790783|3021480|8169133,3-4-3,40887|52764684|3017938|22372|65897937|11023180|200277|3034360|6073718|265160|3128062
1173570632,4-2-3-1,40887|52764684|3017938|22372|27685|200277|11023180|6073718|54190339|3128062|265160,4-2-3-1,45395|180313|5944596|3138849|55065696|42429772|47166|28670551|2561342|45852471|31581270
1173566377,4-2-3-1,3986514|33207048|46844|184499|29031191|1081430|87416|39921|176610|49420|461258,3-4-2-1,26164425|143605|472689|85806|142800|239239|120421|25437671|187719|3314983|3094574
1173569781,4-2-3-1,5048148|3096989|24608843|4955090|7650713|6617898|139097|54186958|26084730|2561825|43552264,4-2-3-1,3155593|438718|7537369|3116148|3107132|306698|26197108|3089905|3086524|22105937|40243
1173565526,4-2-3-1,231672|3064306|21245|439523|470274|3063179|311528|234409|62679869|3094735|464961,4-3-3,3134019|25285526|3578218|3556644|6238260|473011|7617869|3153500|313460|3055773|235214
1173568930,4-2-3-1,31320450|184660|993202|9000698|19178635|58818445|235858|3322872|54611515|108185|13538161,4-3-3,3082177|45190761|10691681|21788928|3017616|31411737|42791378|496034|45526124|327306|2207142
1173562973,4-2-3-1,20778492|219275|6230049|3053197|14972027|42797174|57322755|44817724|14585144|61773439|236663,4-3-3,3044825|3052875|6236328|26273583|27363|116557|5014660|1631889|22344861|25446848|24702384
1173567228,4-1-4-1,261296|49446957|3036775|91441|6701135|26071367|229096|101745|5941376|42931931|177254,4-2-3-1,472206|348719|472528|472850|43492533|481544|144249|2993466|23844093|31555027|20244777
1173563824,5-4-1,3040800|60522469|28883554|3088456|43551942|101101|31693809|92729|3192301|3696|5945401,4-3-3,3040639|7723163|10304637|3110835|3091515|28604219|367073|3043215|3079762|3021480|8169133
1173564675,3-4-2-1,3073322|10943485|3380349|20438943|29334515|418915|46384576|2211650|29660540|357252|4174401,4-2-3-1,19047581|26125141|1064364|3564050|53200511|49081487|185304|3104395|127666|3098599|59252984
1173568079,5-3-2,470113|103355|58555049|10938977|453691|22343734|22364342|3566143|7651196|1384432|3018260,4-2-3-1,3052553|7628334|59044489|3175074|3146899|45422279|26067181|45776318|49239428|300258|1663123
1173557016,5-3-2,45395|7224385|3138849|5944596|180313|55065696|2561342|47166|42429772|28670551|31581270,4-1-4-1,261296|49446957|20774467|91441|6701135|7238|44779567|101745|5941376|42931931|177254
1173562122,4-3-3,3082177|45190761|10691681|21788928|47746314|31411737|42791378|496034|4007122|327306|2207142,4-2-3-1,20778492|219275|3053197|6230049|14972027|42797174|57322755|52844379|44817724|61773439|236663
1173561271,4-3-3,3044825|3052875|6236328|26273583|27363|116557|5014660|1631889|22344861|25446848|24702384,3-4-3,470113|10938977|58396625|453691|22343734|3108259|22364342|29270920|3018260|3048045|7832482
1173558718,4-2-3-1,472206|348719|472528|472850|43492533|481544|144249|3089261|48995191|2993466|55333278,3-4-2-1,3073322|10943485|3380349|20438943|29334515|418915|46384576|2211650|29660540|357252|4174401
1173555314,4-2-3-1,3155593|438718|7537369|3116148|3107132|306698|45797731|40243|3086524|3089905|3118080,5-4-1,3040800|60522469|28883554|3268937|3088456|101101|31693809|92729|3192301|26021135|15928850
1173557867,4-2-3-1,3052553|7628334|15449|59044489|26067181|18694991|3146899|45776318|965510|300258|1663123,4-2-3-1,3986514|33207048|46844|184499|29031191|1081430|87416|39921|176610|49420|461258
1173560420,3-4-2-1,26164425|143605|85806|55218324|142800|239239|120421|25437671|3094574|3314983|18609983,4-2-3-1,31320450|3029530|993202|184660|19178635|58818445|235858|48585285|3322872|108185|13538161
1173554463,4-3-3,3134019|25285526|3578218|3556644|6238260|3153500|473011|5977601|313460|3055773|235214,4-1-4-1,40887|65897937|3017938|232799|3034360|52514490|6073718|265160|54190339|3128062|4088105
1173559569,4-3-3,3040639|7723163|10304637|3110835|3091515|28604219|367073|3043215|7790783|3021480|8169133,4-2-3-1,5048148|32850433|24608843|4955090|7650713|139097|6617898|54186958|26084730|2561825|43552264
1173556165,4-2-3-1,19047581|26125141|1064364|3564050|3235127|49081487|185304|3038224|3098599|3104395|24609970,4-2-3-1,231672|24627841|3029208|439523|470274|311528|454657|3064306|62679869|3094735|234409
1173549357,4-2-3-1,472206|348719|472528|472850|43492533|481544|144249|3089261|23844093|2993466|20244777,4-2-3-1,40887|65897937|3017938|232799|27685|54190339|52514490|6073718|265160|3128062|4088105
1173551910,4-3-3,3044825|3052875|6236328|26273583|25549888|116557|5014660|1631889|22344861|25446848|3085397,4-3-3,3134019|25285526|3578218|53722956|6238260|473011|7617869|3153500|313460|3055773|235214
1173545953,4-2-3-1,3155593|438718|3087973|3116148|3107132|45797731|3089905|3064789|3086524|22105937|3118080,4-2-3-1,231672|3064306|24627841|439523|470274|311528|454657|234409|62679869|3094735|464961
1173553612,4-3-3,5048148|32850433|24608843|4955090|3096989|139097|6617898|55918030|26084730|388647|2561825,3-4-2-1,3082177|21788928|10691681|3017616|45190761|31411737|42791378|496034|4007122|2207142|327306
1173552761,4-2-3-1,470113|103355|10938977|453691|22343734|22364342|975170|7832482|25550371|20881049|3048045,4-3-3,31320450|3029530|993202|184660|19178635|58818445|235858|54611515|3322872|13538161|54202253
1173551059,4-1-4-1,261296|49446957|20774467|91441|6701135|26071367|229096|101745|5941376|42931931|177254,5-4-1,3040800|60522469|3268937|7712537|28883554|101101|31693809|92729|3192301|26021135|15928850
1173547655,4-2-3-1,3052553|7628334|55004516|3175074|3146899|49239428|18694991|300258|965510|68543167|1663123,4-2-3-1,20778492|219275|3053197|6230049|86611|42797174|57322755|17200589|44817724|61773439|14585144
1173548506,3-4-2-1,3073322|10943485|3380349|20438943|29334515|418915|46384576|2211650|29660540|357252|4174401,4-2-3-1,45234|33207048|46844|184499|29031191|1081430|87416|32719218|176610|49420|461258
1173550208,4-3-3,3040639|7723163|10304637|3110835|3091515|3043215|367073|28604219|7790783|3021480|8169133,4-2-3-1,19047581|26125141|1064364|3564050|53200511|181279|185304|127666|20878956|3104395|24609970
1173546804,4-2-3-1,45395|7224385|5944596|3138849|55065696|42429772|47166|28670551|2561342|45852471|31581270,3-4-2-1,8071406|143605|472689|85806|61574926|239239|8290688|142800|187719|3314983|18609983
1173537443,4-3-3,3134019|25285526|3578218|3556644|6238260|473011|7617869|7617225|313460|3055773|22012557,4-1-4-1,261296|49446957|20774467|91441|57978508|7238|229096|5941376|101745|102550|177254
1173538294,4-2-3-1,19047581|26125141|1064364|3564050|53200511|49081487|185304|3038224|3098599|3104395|24609970,3-5-2,3044825|3052875|6236328|26273583|45803366|5014660|52825059|235697|25549888|25446848|3085397
1173543400,4-3-3,31320450|3578379|993202|184660|19178635|58818445|235858|54611515|3322872|13538161|54202253,4-2-3-1,3155593|438718|3087973|3116148|3107132|306698|3089905|22105937|3086524|3070585|3118080
1173540847,4-2-3-1,231672|3064306|24627841|439523|105931|311528|454657|234409|62679869|3094735|31412220,5-3-2,45395|17182879|3186183|3138849|5944596|55065696|2561342|47166|42429772|28670551|31581270
1173542549,3-4-2-1,8071406|472689|85806|87899|143605|239239|120421|61574926|25437671|3314983|18609983,4-2-3-1,3052553|7628334|3557288|3175074|3146899|18694991|965510|300258|24630256|68543167|1663123
1173545102,3-4-2-1,256144|6698720|21746102|31510591|45526124|31411737|10691681|47746314|63083496|3327219|17734787,4-3-3,3040639|7723163|10304637|3110835|3091515|28604219|367073|3043215|7790783|3021480|8169133
1173544251,4-2-3-1,40887|65897937|3017938|232799|27685|473172|54190339|6073718|265160|3128062|473333,3-4-2-1,3073322|10943485|3380349|20438943|29334515|3027920|46384576|2211650|29660540|418915|4174401
1173539996,4-3-3,3040800|60522469|28883554|7712537|101101|3268937|92729|3192301|31693809|15928850|26021135,4-2-3-1,470113|103355|10938977|453691|22343734|22364342|7651196|7832482|3018260|20881049|3048045
1173539145,4-2-3-1,20778492|219275|3053197|6230049|86611|42797174|57322755|17200589|52844379|61773439|14585144,4-3-3,5048148|32850433|24608843|4955090|7650713|55918030|6617898|139097|54186958|388647|2561825
1173541698,4-2-3-1,45234|33207048|46844|184499|29031191|1081430|87416|39921|176610|49420|28105119,4-2-3-1,472206|144249|472528|472850|43492533|348719|481544|3089261|23844093|2993466|20244777
1173534890,4-3-3,261296|49446957|20774467|91441|57978508|5941376|7238|102550|229096|177254|101745,3-4-2-1,8071406|143605|85806|55218324|61574926|8290688|239239|87899|3314983|25437671|18609983
1173531486,4-2-3-1,3040800|60522469|28883554|7712537|101101|43551942|3192301|31693809|3268937|26021135|15928850,4-2-3-1,45234|33207048|46844|184499|176610|1081430|87416|39921|32719218|49420|28105119
1173530635,5-3-2,45395|17182879|3186183|5944596|3138849|55065696|7637672|47166|42429772|28670551|31581270,4-2-3-1,3052553|55004516|3082499|3175074|3557288|965510|18694991|46190088|50124928|300258|1663123
1173536592,4-2-3-1,2555224|65897937|3017938|232799|27685|200277|473172|6073718|265160|54190339|3128062,4-3-3,5048148|3096989|24608843|4955090|7650713|38177923|6617898|55918030|26084730|43552264|2561825
1173529784,4-2-3-1,19047581|26125141|1064364|66447913|3235127|49081487|185304|3104395|3098599|3038224|24609970,4-2-3-1,20778492|26083281|3053197|6230049|86611|49222684|47810|17200589|14585144|61773439|236663
1173534039,4-2-3-1,231672|3064306|24627841|439523|105931|311528|454657|234409|62679869|3094735|31412220,4-3-3,3040639|7723163|3110835|10304637|3091515|28604219|367073|3043215|7790783|3021480|8169133
1173533188,4-2-3-1,472206|144249|472528|472850|43492533|481544|45804654|3089261|23844093|2993466|20244777,4-2-3-1,3155593|438718|3087973|3116148|3107132|471240|45797731|3070585|3086524|3089905|3118080
1173532337,3-4-2-1,3073322|10943485|3380349|20438943|29334515|401044|3027920|2211650|418915|29660540|4174401,4-3-3,31320450|3578379|993202|184660|19178635|58818445|235858|52748745|48585285|13538161|54202253
1173535741,4-3-3,3044825|25549888|3052875|451920|27363|116557|5014660|1631889|3023412|25446848|3085397,3-5-2,3082177|6698720|21746102|31510591|45190761|31411737|42791378|10691681|45526124|4007122|17734787
1173528933,4-3-3,3134019|25285526|3578218|53722956|6238260|7617225|7617869|5977601|3153500|3055773|22012557,4-2-3-1,470113|10938977|58555049|453691|22343734|22364342|3566143|370132|3018260|7832482|3048045
1173520423,4-4-2,5937512|22349530|3087973|3116148|3107132|3086524|22105937|471240|3089905|3118080|40243,3-4-3,3073322|10943485|3380349|20438943|29334515|3027920|46384576|2211650|418915|4174401|357252
1173523827,4-2-3-1,45234|33207048|46844|184499|176610|1081430|87416|39921|32719218|49420|28105119,4-3-3,3134019|25285526|3578218|3556644|6238260|473011|7617869|7617225|20570963|3055773|22012557
1173525529,4-2-3-1,470113|22343734|58555049|453691|446285|22364342|3566143|370132|3018260|7832482|3048045,4-2-3-1,2555224|65897937|3017938|232799|27685|200277|473172|265160|54190339|3128062|4088105
1173521274,4-2-3-1,20778492|26083281|3053197|6230049|86611|57322755|49222684|17200589|44817724|61773439|236663,4-3-3,26160883|3403372|100940|57978508|6701135|5941376|7238|102550|13133407|177254|44779567
1173522976,4-3-3,12927810|7723163|10304637|3110835|3091515|28604219|20792016|3043215|26102762|3133375|3112123,4-3-3,3044825|3052875|6236328|451920|27363|3090066|5014660|1631889|25549888|50753311|3085397
1173526380,4-3-3,31320450|3578379|993202|184660|19178635|58818445|235858|52748745|3322872|56317793|54202253,4-2-3-1,45395|17182879|3138849|5944596|55065696|47166|42429772|28670551|2561342|45852471|31581270
1173524678,3-4-2-1,8071406|143605|85806|55218324|142800|239239|120421|25437671|3094574|3314983|187719,4-2-3-1,3040800|60522469|28883554|7712537|101101|3192301|43551942|31693809|29070314|3696|15928850
1173527231,4-3-3,5048148|3096989|24608843|4955090|7650713|139097|6617898|38177923|20883625|388647|2561825,4-1-4-1,19047581|26125141|1064364|3564050|3038063|185304|3104395|3098599|49081487|3038224|24609970
1173528082,3-4-3,256144|6698720|21746102|21788928|45190761|31411737|42791378|47746314|2207142|4007122|496034,4-2-3-1,472206|348719|472528|472850|43492533|481544|144249|3089261|23844093|2993466|20244777
1173522125,4-2-3-1,3052553|7628334|3082499|3175074|26067181|965510|18694991|300258|1663123|68543167|26073782,4-2-3-1,231672|3064306|24627841|439523|105931|311528|454657|234409|62679869|470274|31412220
1173518721,4-3-3,3044825|25549888|3052875|451920|27363|116557|5014660|1631889|3023412|22344861|24702384,4-2-3-1,45234|33207048|46844|184499|47327|87416|176610|39921|32719218|49420|28105119
1173517019,4-2-3-1,231672|470274|24627841|439523|105931|311528|454657|234409|62679869|3064306|31412220,3-4-2-1,8071406|143605|85806|55218324|61574926|239239|120421|25437671|3094574|3314983|187719
1173516168,4-2-3-1,472206|45804654|472528|472850|43492533|481544|144249|3089261|23844093|2993466|55333278,4-2-3-1,20778492|26083281|3053197|6230049|14972027|42797174|57322755|17200589|3063984|61773439|236663
1173515317,3-4-3,3073322|10943485|3380349|20438943|29334515|3027920|46384576|2211650|46119892|4174401|357252,4-2-3-1,470113|22343734|58555049|453691|446285|22364342|3566143|370132|3018260|7832482|3048045
1173511913,4-3-3,3134019|25285526|3578218|3556644|6238260|473011|7617869|5977601|22012557|3055773|235214,4-3-3,12927810|7723163|10304637|3110835|3091515|28604219|20792016|5307680|26102762|40404|3112123
1173512764,4-1-4-1,19047581|26125141|1064364|3564050|3038063|185304|3038224|3098599|49081487|3104395|24609970,3-4-3,256144|6698720|21746102|3017616|42791056|31411737|2207142|46039|3327219|327306|496034
1173513615,4-2-3-1,45395|17182879|5944596|3138849|55065696|47166|42429772|28670551|2561342|45852471|31581270,4-2-3-1,3155593|438718|3087973|7537369|3107132|306698|26197108|3086524|471240|3089905|3118080
1173514466,4-2-3-1,3040800|60522469|28883554|7712537|101101|29070314|43551942|31693809|3192301|3696|15928850,4-3-3,31320450|3578379|993202|9000698|19178635|58818445|235858|52748745|48585285|56317793|54202253
1173517870,4-2-3-1,26160883|3403372|91441|100940|45761184|26071367|5941376|13133407|25192951|44779567|177254,4-3-3,5048148|3096989|24608843|4955090|7650713|139097|6617898|38177923|20883625|388647|2561825
1173519572,3-4-1-2,2555224|3492888|3017938|22372|65897937|200277|473172|3034360|265160|4088105|3128062,4-2-3-1,3052553|7628334|3175074|3082499|26067181|18694991|965510|1663123|24630256|300258|26073782
1173511062,4-2-3-1,12927810|7723163|10304637|3110835|3091515|367073|28604219|26102762|5307680|3112123|40404,4-2-3-1,472206|45804654|472850|472528|43492533|144249|481544|23844093|2993466|31555027|20244777
1173510211,3-4-2-1,8071406|143605|85806|55218324|61574926|239239|120421|142800|187719|3314983|3094574,4-3-3,3134019|25285526|3578218|3556644|3213553|473011|7617869|5977601|20570963|3055773|235214
1173505956,4-2-3-1,470113|22343734|58555049|453691|446285|22364342|3566143|370132|3018260|7832482|3048045,4-2-3-1,45395|3114860|5944596|3138849|55065696|42429772|7637672|24643780|51442391|17182879|31581270
1173509360,4-2-3-1,3052553|7628334|3175074|59044489|3146899|18694991|965510|46190088|24630256|300258|1663123,3-4-2-1,3073322|10943485|3380349|20438943|29334515|3027920|46384576|2211650|3153500|357252|4174401
1173508509,3-4-3,256144|6698720|21746102|3017616|42791056|31411737|42791378|46039|496034|327306|3327219,4-2-3-1,26160883|3403372|91441|100940|45761184|26071367|5941376|44779567|102550|229096|177254
1173507658,4-2-3-1,5048148|3096989|24608843|4955090|7650713|55918030|52822483|20883625|38177923|2561825|388647,5-4-1,3040800|60522469|28883554|7712537|101101|20752249|31693809|3268937|3192301|29070314|15928850
1173506807,4-3-3,31320450|3578379|46777899|9000698|19178635|58818445|235858|52748745|48585285|56317793|54202253,3-4-1-2,2555224|3492888|3017938|22372|65897937|398790|473172|3034360|265160|4088105|3128062
1173505105,4-2-3-1,20778492|26083281|3053197|6230049|14972027|42797174|57322755|17200589|3063984|61773439|14585144,4-2-3-1,231672|21245|24627841|439523|105931|454657|311528|234409|62679869|3094735|464961
1173504254,4-2-3-1,5937512|438718|3087973|3116148|3107132|26197108|306698|3089905|471240|3086524|3118080,4-3-3,3044825|25549888|3052875|451920|27363|116557|5014660|1631889|3023412|22344861|24702384
1173503403,4-2-3-1,45234|33207048|46844|184499|24577448|176610|1081430|39921|32719218|49420|28105119,4-2-3-1,19047581|26125141|1064364|3564050|3038063|49081487|185304|3104395|3098599|3038224|24609970
1183910282,4-4-2,26158307|274176|38167780|70124026|50195607|29385713|3332210|149562|522760|29060010|3044020,4-4-2,397019|4894393|21567|47622827|121387|29337413|8204|50454817|52153689|3021641|9170
1183902623,4-4-2,7623987|20761265|17188353|1003667|53350563|29584065|16876335|26192600|22379315|7596295|98042,4-3-3,25194722|7528353|57707545|2560054|3303874|7633808|7584703|7548961|7654577|19747931|52284904
1183903474,4-2-3-1,3028886|262745|31411254|7615776|231833|7622055|273371|29208935|120099|1605485|7660856,4-2-3-1,441455|10353903|67911081|118328|180152|29399237|20163633|30917306|16896943|93265361|72530171
1183909431,4-4-2,7652001|26110329|7641697|53721346|7611751|26102601|398790|7803019|7556367|7609658|50827693,4-2-3-1,137165|26070562|29254015|16392208|99813|69776910|47763541|146503|213157|150045|84035
1183904325,3-4-3,4953319|366912|53085396|61845889|25436222|63083496|26101957|28972909|43335397|7623182|7638799,4-3-3,3086846|1838935|47867225|367234|31543757|154231|26102440|3381798|54974087|29849232|146664
1183907729,4-3-3,28841533|148274|66808|7524972|4234776|274015|7621250|30668239|46031503|8057882|4085529,4-2-3-1,6865516|47531057|7561680|142639|7511931|4979401|4941244|29380400|273049|42858676|29655388
1183906878,4-3-3,25592|7655221|66711953|7620928|45670702|20878312|3374|273854|54596059|351456|331975,3-5-2,1826860|7628012|20389194|26091492|26076197|7564256|30158352|7520625|71816941|55255676|7596456
1183906027,5-4-1,7606921|19278616|29129401|7534149|7537047|7632681|63526407|7608692|7580839|55256159|1045044,5-3-2,7510160|7658280|29397466|7652967|45051496|3494015|10938333|293979|7512736|7526260|23627065
1183908580,4-4-2,117684|45772454|81459|55004194|118167|20884752|121870|82024824|72329243|44912|54210625,4-2-3-1,50307502|54256832|29599843|7610785|7611912|61788734|7568281|13538000|53501742|7614488|7614005
1183905176,4-4-2,29420489|29691774|7607243|7644112|32171818|47936616|7534793|29575693|29410668|50391544|30266061,4-4-2,7610463|62329533|7617708|56199297|32046238|3857|394443|29582938|1180606|149884|9945768
1183895815,4-3-3,29417752|137809|29254015|99813|202531|21511203|69776910|47763541|54840940|84035|241010,4-3-3,7565544|251958|57155798|31411254|231833|48442639|12068|120904|29208935|254212|1605485
1183901772,4-4-2,89831|1838935|47867225|54563376|31543757|54974087|239883|154231|7803985|3117758|9248960,4-4-2,117684|118650|58201171|368039|118167|20884752|204785|82024824|119938|122836|44912
1183900070,4-4-2,7610463|7615937|7617708|65216907|7615132|43302714|29582938|149884|46707220|9945768|7637994,4-2-3-1,7652001|26110329|7788046|53721346|7611751|398790|7803019|7556367|50827693|26102601|7609658
1183894113,4-2-3-1,7610624|7611107|100296|7610785|7615293|61788734|7568281|4912264|53501742|7614488|7614005,3-4-3,4953319|366912|53085396|61845889|25436222|26101957|63083496|28972909|43335397|7623182|19760328
1183900921,4-2-3-1,6865516|29404550|7561680|7636223|21179382|4979401|4941244|3356038|273049|29380400|8296484,4-4-2,7623987|20761265|17188353|1003667|53350563|29584065|16876335|26192600|235375|7596295|29428378
1183897517,4-2-3-1,441455|10353903|67911081|118328|180152|29399237|20163633|20766739|16896943|30917306|72530171,4-3-3,28841533|10347302|7524972|54047371|4234776|30668239|7621250|274015|46031503|8057882|22673945
1183896666,3-5-2,1826860|7628012|20389194|26091492|26076197|7564256|30158352|3030335|7596456|55255676|332297,5-3-2,7606921|19278616|29129401|7534149|7607404|7632681|7608692|102700605|7580839|31477586|55256159
1183898368,4-2-3-1,7510160|29182853|7652967|45051496|3494015|293979|7512736|54539065|10938333|7512092|7526260,4-4-2,453047|29691774|7607243|45410848|46142915|7631232|20515740|29575693|44071006|7630910|7534793
