pid,mes,y,p_mercado,p_pc,cuota_o,cuota_u,p_1,p_3,p_10,p_B10
21427,2026-01,0,0.5476190476190476,0.5321336760925449,1.71,2.07,0.5752138,0.5936081,0.5235655,0.5106467
21428,2026-01,1,0.3891752577319587,0.4089775561097257,2.37,1.51,0.458735,0.5040164,0.46495628,0.42132512
21429,2026-01,1,0.3090909090909091,0.32346241457858765,3.04,1.36,0.41242227,0.42319742,0.5341445,0.3427802
21430,2026-01,1,0.5865633074935401,0.581453634085213,1.6,2.27,0.6374529,0.5079683,0.46021533,0.5526632
21431,2026-01,0,0.32235294117647056,0.2738589211618257,2.88,1.37,0.4408172,0.423834,0.41928005,0.33966747
21432,2026-01,0,0.5027027027027027,0.493573264781491,1.84,1.86,0.45106632,0.44110602,0.4510767,0.5112315
21433,2026-01,0,0.4562334217506631,0.46153846153846156,2.05,1.72,0.4521369,0.45341507,0.545829,0.5243799
21434,2026-01,0,0.47311827956989244,0.5244215938303342,1.96,1.76,0.46479025,0.44402012,0.49342418,0.4940753
21435,2026-01,1,0.42931937172774864,0.4307304785894207,2.18,1.64,0.57444966,0.4996077,0.44346064,0.41630512
21436,2026-01,1,0.634567901234568,0.5843828715365239,1.48,2.57,0.47902685,0.6577641,0.66076845,0.6625849
21437,2026-01,0,0.42368421052631583,0.43511450381679384,2.19,1.61,0.5749172,0.4616359,0.46386987,0.42116165
21438,2026-01,0,0.5173333333333333,0.4770408163265307,1.81,1.94,0.45087704,0.46667385,0.51097363,0.51239944
21439,2026-01,1,0.5239361702127661,0.5051282051282052,1.79,1.97,0.52815735,0.5568002,0.5572068,0.5019805
21440,2026-01,1,0.4119170984455959,0.42462311557788945,2.27,1.59,0.61227864,0.47021317,0.42510238,0.3729317
21441,2026-01,0,0.4523809523809524,0.44897959183673464,2.07,1.71,0.5344313,0.464617,0.4891666,0.4110543
21442,2026-01,1,0.5411140583554377,0.5370843989769821,1.73,2.04,0.38124576,0.45889387,0.5105255,0.5638696
21443,2026-01,1,0.5611702127659575,0.5398457583547558,1.65,2.11,0.52277106,0.52230453,0.5438404,0.5704817
21444,2026-01,0,0.44063324538258575,0.4175,2.12,1.67,0.4490435,0.4299651,0.4870739,0.46877122
21445,2026-01,0,0.44827586206896547,0.4044665012406948,2.08,1.69,0.49910122,0.41347113,0.42736918,0.44121996
21446,2026-01,1,0.5040214477211796,0.48849104859335046,1.85,1.88,0.55367434,0.48754764,0.54302883,0.4994782
21447,2026-01,0,0.4746666666666666,0.4427480916030535,1.97,1.78,0.49445572,0.4447829,0.4837683,0.42963916
21448,2026-01,1,0.48247978436657685,0.4832904884318767,1.92,1.79,0.62405986,0.51751965,0.55949,0.5135913
21449,2026-01,0,0.47733333333333333,0.5063938618925831,1.96,1.79,0.5184888,0.49410257,0.4978299,0.47351232
21450,2026-01,1,0.7937062937062936,,1.18,4.54,0.6898151,0.7884623,0.7774648,0.78951967
21451,2026-01,1,0.362962962962963,0.3629807692307692,2.58,1.47,0.43524948,0.40739164,0.42663008,0.37706342
21452,2026-01,1,0.4588859416445623,0.41854636591478694,2.04,1.73,0.49190664,0.47387737,0.52319217,0.42073494
21453,2026-01,1,0.4491978609625669,0.4376590330788804,2.06,1.68,0.42869622,0.5208007,0.508436,0.43593258
21454,2026-01,0,0.4878706199460916,0.5218508997429305,1.9,1.81,0.50148773,0.48961315,0.5312867,0.5268718
21455,2026-01,1,0.3893129770992367,0.3713592233009709,2.4,1.53,0.5595141,0.49096394,0.4694808,0.460816
21456,2026-01,0,0.4588859416445623,0.4629156010230179,2.04,1.73,0.44742903,0.4234473,0.42730647,0.45213324
21457,2026-01,1,0.40992167101827676,0.3823529411764706,2.26,1.57,0.5422379,0.44371247,0.40074524,0.39955944
21458,2026-01,1,0.5292553191489361,0.526854219948849,1.77,1.99,0.5161565,0.49077743,0.47108132,0.52535856
21459,2026-01,0,0.37844611528822053,0.3302540415704388,2.48,1.51,0.48490733,0.49860844,0.45304513,0.37931103
21460,2026-01,1,0.3836317135549872,0.39950372208436724,2.41,1.5,0.55162954,0.43258876,0.41346818,0.3847311
21461,2026-01,1,0.36386138613861385,0.35714285714285715,2.57,1.47,0.42385492,0.4950269,0.50722325,0.37830397
21462,2026-01,1,0.5680628272251308,0.5746835443037974,1.65,2.17,0.6227883,0.6502134,0.63917994,0.61177236
21463,2026-01,0,0.4732620320855615,0.415,1.97,1.77,0.46378714,0.44712225,0.48038116,0.5147411
21464,2026-01,1,0.642156862745098,0.6098765432098766,1.46,2.62,0.5332366,0.60433143,0.5576978,0.6159012
21465,2026-01,1,0.6504854368932039,0.6619718309859154,1.44,2.68,0.55276614,0.5367339,0.5232271,0.65130013
21466,2026-01,1,0.5423280423280423,0.5064267352185091,1.73,2.05,0.4325687,0.45665413,0.46208268,0.5230969
21467,2026-01,0,0.6284289276807979,0.6402877697841727,1.49,2.52,0.6838633,0.69537485,0.6514276,0.58984864
21468,2026-01,0,0.5,0.5038560411311055,1.87,1.87,0.5668394,0.52582026,0.5004815,0.46233043
21469,2026-01,1,0.5093333333333333,0.5218508997429305,1.84,1.91,0.42273417,0.51799715,0.5183242,0.46823603
21470,2026-01,1,0.7549407114624506,,1.24,3.82,0.6532026,0.6629228,0.66457176,0.76585644
21471,2026-01,1,0.6,0.6019900497512438,1.56,2.34,0.45550442,0.5552613,0.52830666,0.61076665
21472,2026-01,0,0.5974358974358973,0.5960099750623441,1.57,2.33,0.52381814,0.65680397,0.65232706,0.61781
21473,2026-01,1,0.41818181818181815,,2.24,1.61,0.5949963,0.426421,0.4766232,0.40631065
21474,2026-01,1,0.46153846153846156,,2.03,1.74,0.50866187,0.49856606,0.51506853,0.46823913
21475,2026-01,0,0.42297650130548303,,2.21,1.62,0.60772836,0.47372288,0.48314255,0.4477764
21476,2026-01,0,0.4523809523809524,,2.07,1.71,0.43698293,0.42875537,0.42575526,0.46262926
21477,2026-01,1,0.5766233766233767,,1.63,2.22,0.5206953,0.52517563,0.522082,0.58819425
21478,2026-01,1,0.651219512195122,,1.43,2.67,0.51630896,0.6136292,0.66221726,0.6320056
21479,2026-01,0,0.5202156334231806,,1.78,1.93,0.5541512,0.514119,0.5412088,0.5093428
21480,2026-01,0,0.5039999999999999,,1.86,1.89,0.43879613,0.42092592,0.469023,0.49881753
21481,2026-01,1,0.6096938775510204,,1.53,2.39,0.545339,0.5336539,0.43859845,0.529395
21482,2026-01,0,0.5398936170212765,,1.73,2.03,0.58957744,0.542508,0.54096365,0.5624189
21483,2026-01,1,0.42105263157894735,,2.2,1.6,0.44161433,0.5668069,0.4588453,0.4605484
21484,2026-01,1,0.42216358839050133,,2.19,1.6,0.5248411,0.4734645,0.455415,0.446762
21485,2026-01,0,0.5529100529100528,,1.69,2.09,0.4653988,0.5641006,0.600864,0.47683716
21486,2026-01,0,0.6336633663366337,,1.48,2.56,0.47204223,0.5631441,0.54592425,0.63049364
21487,2026-01,1,0.5669291338582677,,1.65,2.16,0.59586924,0.55238086,0.5542536,0.54897934
21488,2026-01,0,0.5755208333333334,,1.63,2.21,0.59092414,0.58905876,0.5289488,0.589018
21489,2026-01,0,0.4591029023746703,,2.05,1.74,0.50611216,0.5452765,0.5723676,0.4814902
21490,2026-01,0,0.6081424936386769,,1.54,2.39,0.5825172,0.58324254,0.49405032,0.53947383
21491,2026-01,1,0.42708333333333337,,2.2,1.64,0.5205668,0.45416054,0.42520803,0.41699743
21492,2026-01,1,0.5488126649076518,,1.71,2.08,0.5210822,0.4430883,0.44570225,0.53791595
21493,2026-01,0,0.5669291338582677,,1.65,2.16,0.5964924,0.5751178,0.5448283,0.5880892
21494,2026-01,1,0.3974358974358974,,2.35,1.55,0.47870788,0.4629907,0.47320765,0.45054546
21495,2026-01,1,0.38131313131313127,,2.45,1.51,0.508088,0.38437146,0.40251833,0.32665482
21496,2026-01,0,0.7348643006263047,,1.27,3.52,0.6986444,0.70341796,0.713081,0.75302136
21497,2026-01,0,0.5039999999999999,,1.86,1.89,0.5247946,0.46675977,0.48308808,0.48246774
21498,2026-01,1,0.5476190476190476,,1.71,2.07,0.6125603,0.49689388,0.49537754,0.54556775
21499,2026-01,1,0.5067024128686327,,1.84,1.89,0.39834923,0.51833355,0.54273736,0.47727475
21500,2026-01,0,0.596401028277635,,1.57,2.32,0.43396863,0.59547395,0.58820754,0.62243325
21501,2026-01,1,0.7186147186147186,,1.3,3.32,0.66420317,0.6692086,0.66718644,0.72167474
21502,2026-01,0,0.44533333333333336,,2.08,1.67,0.5269935,0.48163858,0.49033374,0.45338163
21503,2026-01,1,0.5361930294906166,,1.73,2.0,0.55536276,0.5663676,0.5338571,0.5470542
21504,2026-01,0,0.46276595744680854,,2.02,1.74,0.5882339,0.48266602,0.53786296,0.43966126
21505,2026-01,0,0.6388206388206389,,1.47,2.6,0.4869051,0.5566187,0.590146,0.64388716
21506,2026-01,1,0.5053475935828876,,1.85,1.89,0.5226308,0.47377664,0.4443524,0.4888137
21507,2026-01,0,0.5464190981432361,,1.71,2.06,0.5830474,0.5571232,0.5905866,0.5012742
21508,2026-01,0,0.4746666666666666,,1.97,1.78,0.52766246,0.54736847,0.45644474,0.39397034
21509,2026-01,0,0.5654450261780105,,1.66,2.16,0.4906341,0.6330702,0.5957141,0.61036503
21510,2026-01,0,0.42558746736292424,,2.2,1.63,0.5127473,0.40528113,0.4704845,0.41848692
21511,2026-01,1,0.4760638297872341,,1.97,1.79,0.6322299,0.54237497,0.5823502,0.52770793
21512,2026-01,0,0.37157107231920194,,2.52,1.49,0.39996058,0.4147729,0.47488013,0.40776998
21513,2026-01,0,0.5040650406504065,,1.83,1.86,0.564414,0.51310766,0.5363957,0.5414985
21514,2026-01,0,0.4891891891891892,,1.89,1.81,0.5912744,0.4973796,0.49989206,0.48186415
21515,2026-01,1,0.47978436657681944,,1.93,1.78,0.39962292,0.46121138,0.46538773,0.4848876
21516,2026-01,1,0.4623655913978494,,2.0,1.72,0.5037775,0.4476881,0.45760697,0.4839018
21517,2026-01,0,0.31018518518518523,,2.98,1.34,0.41680843,0.4173177,0.40244395,0.31056267
21518,2026-01,0,0.5066666666666666,,1.85,1.9,0.61659384,0.6027511,0.5560479,0.48915315
21519,2026-01,0,0.4986666666666667,,1.88,1.87,0.5235697,0.57375336,0.5586818,0.50720376
21520,2026-01,1,0.5425531914893618,,1.72,2.04,0.48045874,0.50237525,0.49174166,0.5403822
21521,2026-01,0,0.5226666666666666,,1.79,1.96,0.63943857,0.57168925,0.55536234,0.5678915
21522,2026-01,1,0.6721698113207547,,1.39,2.85,0.7214142,0.6406342,0.6367135,0.6911891
21523,2026-01,1,0.42558746736292424,,2.2,1.63,0.54027784,0.39176613,0.44282824,0.430418
21524,2026-01,0,0.5120643431635389,,1.82,1.91,0.6671238,0.5182821,0.5898101,0.5277492
21525,2026-01,0,0.29398663697104677,,3.17,1.32,0.3881685,0.35687405,0.40576965,0.29426914
21526,2026-01,1,0.5870129870129869,,1.59,2.26,0.40329203,0.5075525,0.47618836,0.5469259
21527,2026-01,1,0.47200000000000003,,1.98,1.77,0.48785955,0.47995418,0.46840674,0.47697884
21528,2026-01,0,0.5213903743315508,,1.79,1.95,0.47703212,0.6123027,0.59313774,0.48760802
21529,2026-01,1,0.49333333333333335,,1.9,1.85,0.5979241,0.5608324,0.6054206,0.5426218
21530,2026-01,1,0.4,,2.34,1.56,0.5115643,0.4672845,0.45535082,0.36394587
21531,2026-01,0,0.6277915632754342,,1.5,2.53,0.6147998,0.5965096,0.55560565,0.6568631
21532,2026-01,1,0.44327176781002636,,2.11,1.68,0.43211108,0.40316096,0.41352677,0.39555925
21533,2026-01,0,0.38717948717948714,,2.39,1.51,0.40492812,0.40403214,0.4155019,0.38247615
21534,2026-01,0,0.3974358974358974,,2.35,1.55,0.41654736,0.44202518,0.4635218,0.41812325
21535,2026-01,0,0.3620689655172414,,2.59,1.47,0.33529314,0.4784101,0.46819887,0.36940163
21536,2026-01,1,0.3684210526315789,,2.52,1.47,0.49306154,0.46716148,0.49117374,0.36718225
21537,2026-01,1,0.47340425531914887,,1.98,1.78,0.39615357,0.49455923,0.4986678,0.50143665
21538,2026-01,0,0.6126582278481012,,1.53,2.42,0.66763604,0.567478,0.6342996,0.636732
21539,2026-01,1,0.6275000000000001,,1.49,2.51,0.6655101,0.64651597,0.6429719,0.5582
21540,2026-01,1,0.46276595744680854,,2.02,1.74,0.5154131,0.50409156,0.49541807,0.46836957
21541,2026-01,1,0.47733333333333333,,1.96,1.79,0.527748,0.48575395,0.55283815,0.49552482
21542,2026-01,1,0.49066666666666664,,1.91,1.84,0.5385965,0.5298864,0.544161,0.48646468
21543,2026-01,1,0.5396825396825397,,1.74,2.04,0.46531892,0.5263167,0.5314239,0.54251593
21544,2026-01,1,0.4088541666666667,,2.27,1.57,0.48477554,0.5164398,0.48172602,0.45667848
21545,2026-01,1,0.45721925133689845,,2.03,1.71,0.60431457,0.4983004,0.51904327,0.47998157
21546,2026-01,0,0.3602941176470588,,2.61,1.47,0.43854085,0.48556966,0.43187112,0.36593762
21547,2026-01,1,0.4557640750670242,,2.03,1.7,0.5090437,0.43138546,0.36384907,0.38926443
21548,2026-01,0,0.4557640750670242,,2.03,1.7,0.53665334,0.48505974,0.435286,0.46072164
21549,2026-01,1,0.4511873350923483,,2.08,1.71,0.39167166,0.4648599,0.4309342,0.4406435
21550,2026-01,1,0.5818181818181818,,1.61,2.24,0.5986035,0.56641144,0.55345094,0.54860723
21551,2026-01,1,0.596401028277635,,1.57,2.32,0.5432519,0.5746725,0.53139335,0.5657636
21552,2026-01,0,0.6737089201877935,,1.39,2.87,0.6738381,0.624503,0.5824083,0.65423214
21553,2026-01,1,0.53315649867374,,1.76,2.01,0.5112459,0.49586445,0.45411968,0.5363432
21554,2026-01,1,0.47074468085106375,,1.99,1.77,0.36755314,0.466438,0.4746499,0.4813531
21555,2026-01,0,0.5669291338582677,,1.65,2.16,0.5467954,0.5147326,0.5172259,0.5788374
21556,2026-01,0,0.5187165775401069,,1.8,1.94,0.53135544,0.54562837,0.54499173,0.5453346
21557,2026-01,1,0.4020618556701031,,2.32,1.56,0.6407671,0.47343498,0.545491,0.44679937
21558,2026-01,1,0.4192708333333333,,2.23,1.61,0.41456175,0.35056722,0.39238214,0.41831627
21559,2026-01,0,0.4837837837837838,,1.91,1.79,0.51659954,0.4318343,0.41637573,0.4890398
21560,2026-01,0,0.642156862745098,,1.46,2.62,0.6416053,0.55910623,0.5899261,0.6461741
21561,2026-01,1,0.41558441558441556,,2.25,1.6,0.59711826,0.46849734,0.50798285,0.43306273
21562,2026-01,1,0.768939393939394,,1.22,4.06,0.70975274,0.747403,0.73087907,0.7465647
21563,2026-01,1,0.6171284634760705,,1.52,2.45,0.6010786,0.57519543,0.55421615,0.6056517
21564,2026-01,1,0.6336633663366337,,1.48,2.56,0.68598926,0.66112685,0.6440517,0.65763795
21565,2026-01,0,0.6354679802955665,,1.48,2.58,0.5137328,0.64963204,0.6636703,0.65220624
21566,2026-01,1,0.6161616161616161,,1.52,2.44,0.52759135,0.5839315,0.6010256,0.64551795
21567,2026-01,1,0.528,,1.77,1.98,0.5015508,0.4941485,0.47151834,0.5261673
21568,2026-01,0,0.46010638297872336,,2.03,1.73,0.38827977,0.44605112,0.46993572,0.46352702
21569,2026-01,1,0.5517241379310345,,1.69,2.08,0.4987831,0.5052534,0.50617045,0.54147094
21570,2026-01,0,0.44708994708994704,,2.09,1.69,0.54384416,0.50456536,0.49411622,0.45254794
21571,2026-01,0,0.4447368421052632,,2.11,1.69,0.5451413,0.43757972,0.45341134,0.46461
21572,2026-01,1,0.5488126649076518,,1.71,2.08,0.5202454,0.531684,0.49515676,0.5656974
21573,2026-01,1,0.3944020356234097,,2.38,1.55,0.4419732,0.4152836,0.47715992,0.42594218
21574,2026-01,1,0.5278514588859416,,1.78,1.99,0.5522134,0.5523889,0.6157567,0.53562546
21575,2026-01,1,0.5333333333333333,,1.75,2.0,0.557173,0.5438292,0.495063,0.5253795
21576,2026-01,1,0.37064676616915426,,2.53,1.49,0.449061,0.48200732,0.54692656,0.40027934
21577,2026-01,1,0.5643044619422573,,1.66,2.15,0.6163336,0.523728,0.54625773,0.56919044
21578,2026-01,1,0.554089709762533,,1.69,2.1,0.7254817,0.6382948,0.55943716,0.5229996
21579,2026-01,0,0.5718015665796344,,1.64,2.19,0.6276886,0.5899806,0.5890281,0.6015984
21580,2026-01,1,0.5396825396825397,,1.74,2.04,0.48985904,0.45664006,0.47513294,0.5505857
21581,2026-01,0,0.49071618037135284,,1.92,1.85,0.47270426,0.46910685,0.40798268,0.4703207
21582,2026-01,0,0.41207349081364825,,2.24,1.57,0.45315385,0.43246713,0.46994925,0.4202393
21583,2026-01,0,0.44533333333333336,,2.08,1.67,0.4965827,0.45080906,0.46775633,0.44196826
21584,2026-01,0,0.49595687331536387,,1.87,1.84,0.4982478,0.46365786,0.47840324,0.5078691
21585,2026-01,0,0.5661375661375662,,1.64,2.14,0.5537218,0.51953316,0.51769817,0.5914638
21586,2026-01,0,0.43193717277486904,,2.17,1.65,0.44641653,0.4533109,0.44588393,0.39272782
21587,2026-01,1,0.767175572519084,,1.22,4.02,0.7333897,0.66871417,0.71980226,0.7926126
21588,2026-01,1,0.41666666666666663,,2.24,1.6,0.538726,0.5093091,0.56363153,0.44955644
21589,2026-01,1,0.4654255319148936,,2.01,1.75,0.5440467,0.48886877,0.50077236,0.48150745
21590,2026-01,1,0.37749999999999995,,2.49,1.51,0.43276405,0.4141918,0.451796,0.3908467
21591,2026-01,1,0.4611260053619303,,2.01,1.72,0.4179688,0.4282044,0.48084894,0.45125008
21592,2026-01,0,0.4281984334203655,,2.19,1.64,0.43094897,0.5217357,0.5428234,0.47082973
21593,2026-01,0,0.33812949640287776,,2.76,1.41,0.50785804,0.4565281,0.43068105,0.36257458
21594,2026-01,0,0.4591029023746703,,2.05,1.74,0.5219413,0.5481373,0.5866684,0.44241396
21595,2026-01,0,0.5703125,,1.65,2.19,0.49833044,0.5221092,0.5169566,0.56218386
21596,2026-01,1,0.374064837905237,,2.51,1.5,0.43144345,0.41834745,0.43539244,0.37108624
21597,2026-01,1,0.33890214797136037,,2.77,1.42,0.52966964,0.5048903,0.43877935,0.33598205
21598,2026-01,0,0.5974358974358973,,1.57,2.33,0.55298245,0.538816,0.5578923,0.60341674
21599,2026-01,0,0.4350132625994695,,2.13,1.64,0.5788826,0.47363472,0.490064,0.47722355
21600,2026-01,0,0.5989717223650385,,1.56,2.33,0.59243625,0.65228176,0.63990957,0.6228192
21601,2026-01,0,0.4192708333333333,,2.23,1.61,0.42131528,0.42393002,0.4242989,0.43768206
21602,2026-01,1,0.46276595744680854,,2.02,1.74,0.5430851,0.47505984,0.4458526,0.43771392
21603,2026-01,0,0.5372340425531915,,1.74,2.02,0.4217418,0.4739391,0.5111872,0.5533302
21604,2026-01,1,0.5502645502645503,,1.7,2.08,0.58525497,0.47065336,0.5541706,0.54829895
21605,2026-01,1,0.34466019417475724,,2.7,1.42,0.45909852,0.3945613,0.41214436,0.35821384
21606,2026-01,1,0.6361386138613861,,1.47,2.57,0.6135482,0.59637636,0.5470347,0.6365944
21607,2026-01,1,0.703125,,1.33,3.15,0.67399615,0.67810893,0.7046126,0.7375964
21608,2026-01,0,0.4704301075268817,,1.97,1.75,0.5292219,0.4306949,0.42751965,0.4748846
21609,2026-01,1,0.5,,1.87,1.87,0.45834437,0.48118028,0.47493345,0.49069315
21610,2026-01,0,0.4851752021563342,,1.91,1.8,0.5325657,0.44209653,0.47701654,0.51853883
21611,2026-01,1,0.7239915074309979,,1.3,3.41,0.6675746,0.66226923,0.66110647,0.7528695
21612,2026-01,0,0.5643044619422573,,1.66,2.15,0.47581348,0.47420454,0.4663628,0.5566162
21613,2026-01,1,0.625,,1.5,2.5,0.5408529,0.64407,0.6396075,0.65784436
21614,2026-01,1,0.5226666666666666,,1.79,1.96,0.49198455,0.53961676,0.54434556,0.51692605
21615,2026-01,1,0.5818181818181818,,1.61,2.24,0.49085355,0.5536951,0.51092976,0.5599941
21616,2026-01,1,0.6136363636363636,,1.53,2.43,0.5475708,0.52865565,0.5210036,0.6038659
21617,2026-01,0,0.5435356200527705,,1.73,2.06,0.59712327,0.5389767,0.5067461,0.550417
21618,2026-01,1,0.49071618037135284,,1.92,1.85,0.4927454,0.556568,0.5682389,0.50886226
21619,2026-01,0,0.5132978723404255,,1.83,1.93,0.5381038,0.5446297,0.45969376,0.5299189
21620,2026-01,1,0.6151898734177216,,1.52,2.43,0.67996985,0.5733806,0.5525498,0.6151258
21621,2026-01,1,0.42297650130548303,,2.21,1.62,0.55142677,0.4948833,0.517132,0.4429423
21622,2026-01,1,0.42708333333333337,,2.2,1.64,0.5145625,0.4429884,0.4676017,0.42274714
21623,2026-01,1,0.4694960212201591,,2.0,1.77,0.4825228,0.49735793,0.51182485,0.46047288
21624,2026-01,1,0.37749999999999995,,2.49,1.51,0.40972668,0.43403563,0.43308777,0.35720807
21625,2026-01,1,0.46648793565683644,,1.99,1.74,0.43749833,0.40507373,0.4444662,0.47108564
21626,2026-02,1,0.6403940886699507,,1.46,2.6,0.6802925,0.6433665,0.6488916,0.64299047
21627,2026-02,1,0.6602870813397128,,1.42,2.76,0.5472746,0.55727684,0.61146283,0.6407467
21628,2026-02,0,0.5865633074935401,,1.6,2.27,0.6071606,0.6588515,0.6308702,0.59642935
21629,2026-02,1,0.5240641711229947,,1.78,1.96,0.5718748,0.5190953,0.51068366,0.531344
21630,2026-02,0,0.5744125326370757,,1.63,2.2,0.4818918,0.53997606,0.64995015,0.5829779
21631,2026-02,1,0.49066666666666664,,1.91,1.84,0.5143305,0.5352798,0.5873496,0.50953066
21632,2026-02,1,0.6151898734177216,,1.52,2.43,0.7225076,0.5637215,0.5465026,0.5870949
21633,2026-02,0,0.4574468085106383,,2.04,1.72,0.5330205,0.5091809,0.47748342,0.4078919
21634,2026-02,0,0.49202127659574474,,1.91,1.85,0.46964726,0.4850232,0.47888088,0.4675788
21635,2026-02,0,0.5306666666666666,,1.76,1.99,0.43916392,0.55910456,0.5608131,0.50631994
21636,2026-02,1,0.5349462365591399,,1.73,1.99,0.51496506,0.5164672,0.5182783,0.5451889
21637,2026-02,1,0.5026737967914439,,1.86,1.88,0.4858222,0.5372943,0.5350752,0.5072459
21638,2026-02,0,0.3270588235294118,,2.86,1.39,0.30204076,0.38290453,0.4108066,0.32307443
21639,2026-02,0,0.4281984334203655,,2.19,1.64,0.47292933,0.518788,0.5716174,0.47887692
21640,2026-02,0,0.526595744680851,,1.78,1.98,0.4897023,0.57780856,0.55858004,0.5354165
21641,2026-02,1,0.5680628272251308,,1.65,2.17,0.48469105,0.54707843,0.55059415,0.5754385
21642,2026-02,0,0.4267015706806283,,2.19,1.63,0.5750655,0.4856554,0.48011708,0.41243893
21643,2026-02,1,0.5839793281653746,,1.61,2.26,0.4379395,0.4624918,0.46004114,0.5702019
21644,2026-02,0,0.4746666666666666,,1.97,1.78,0.5780469,0.5402266,0.43624026,0.49802178
21645,2026-02,0,0.3731343283582089,,2.52,1.5,0.5054563,0.51796854,0.47977895,0.42111668
21646,2026-02,0,0.3836317135549872,,2.41,1.5,0.49033505,0.4359258,0.4659663,0.38753328
21647,2026-02,0,0.5890052356020942,,1.57,2.25,0.47236767,0.46669364,0.4842258,0.61615646
21648,2026-02,0,0.3772151898734177,,2.46,1.49,0.37650305,0.46915975,0.45678073,0.36889318
21649,2026-02,0,0.5202156334231806,,1.78,1.93,0.3876025,0.42300263,0.47297287,0.5403287
21650,2026-02,0,0.43193717277486904,,2.17,1.65,0.50246936,0.432345,0.46570268,0.4154418
21651,2026-02,1,0.42558746736292424,,2.2,1.63,0.38600767,0.4582464,0.4466432,0.4073206
21652,2026-02,1,0.42857142857142855,,2.16,1.62,0.50787044,0.4835607,0.5234445,0.44783038
21653,2026-02,1,0.4244791666666667,,2.21,1.63,0.55907154,0.59321666,0.4654111,0.4273954
21654,2026-02,1,0.445910290237467,,2.1,1.69,0.53078437,0.46378738,0.5091744,0.44009113
21655,2026-02,0,0.5411140583554377,,1.73,2.04,0.4594117,0.5022056,0.477139,0.5107958
21656,2026-02,0,0.3954081632653061,,2.37,1.55,0.60215914,0.45923576,0.4775651,0.40371895
21657,2026-02,0,0.3897435897435897,,2.38,1.52,0.45658427,0.40098754,0.37238804,0.3810398
21658,2026-02,1,0.4526315789473684,,2.08,1.72,0.4896608,0.4957626,0.42525727,0.44770533
21659,2026-02,1,0.4296875,,2.19,1.65,0.50203145,0.41641927,0.460267,0.42616287
21660,2026-02,0,0.5013333333333333,,1.87,1.88,0.51326877,0.5113081,0.51292753,0.46381497
21661,2026-02,1,0.5552631578947369,,1.69,2.11,0.5873316,0.6197995,0.61202484,0.5426227
21662,2026-02,1,0.5578947368421052,,1.68,2.12,0.5520725,0.49165067,0.5226106,0.5629075
21663,2026-02,1,0.4308093994778067,,2.18,1.65,0.4597233,0.5217297,0.44394106,0.43922448
21664,2026-02,1,0.49468085106382986,,1.9,1.86,0.4106109,0.47818518,0.5036653,0.5037493
21665,2026-02,1,0.3731343283582089,,2.52,1.5,0.46761337,0.55852884,0.5156007,0.38141525
21666,2026-02,0,0.5854922279792746,,1.6,2.26,0.61603075,0.59732234,0.55854976,0.6095712
21667,2026-02,1,0.6020408163265306,,1.56,2.36,0.52565354,0.6048184,0.5942459,0.5799197
21668,2026-02,1,0.502659574468085,,1.87,1.89,0.5280478,0.5990603,0.5983912,0.53324497
21669,2026-02,0,0.5199999999999999,,1.8,1.95,0.53209734,0.5262369,0.51759684,0.5370511
21670,2026-02,1,0.5917312661498708,,1.58,2.29,0.5057384,0.54917985,0.56388193,0.5681454
21671,2026-02,0,0.4562334217506631,,2.05,1.72,0.52458906,0.48408684,0.46414986,0.4577214
21672,2026-02,0,0.49865951742627346,,1.87,1.86,0.6032332,0.5005778,0.55734646,0.49034843
21673,2026-02,0,0.6447688564476886,,1.46,2.65,0.62506604,0.5504343,0.5417081,0.66221476
21674,2026-02,1,0.5616797900262467,,1.67,2.14,0.6059648,0.57382077,0.53990155,0.588781
21675,2026-02,0,0.5384615384615384,,1.74,2.03,0.64951825,0.55544555,0.54853785,0.5551535
21676,2026-02,1,0.5027027027027027,,1.84,1.86,0.46190992,0.44365373,0.44513193,0.5112376
21677,2026-02,1,0.7484909456740443,,1.25,3.72,0.5779643,0.6685133,0.7196243,0.76410615
21678,2026-02,1,0.5187165775401069,,1.8,1.94,0.49206686,0.5716961,0.56447506,0.54889405
21679,2026-02,0,0.5654450261780105,,1.66,2.16,0.4880601,0.6226036,0.5848486,0.6088276
21680,2026-02,0,0.3772151898734177,,2.46,1.49,0.39600492,0.46225563,0.40177703,0.39280707
21681,2026-02,0,0.5039999999999999,,1.86,1.89,0.36272746,0.4509844,0.46467447,0.4840238
21682,2026-02,0,0.5292553191489361,,1.77,1.99,0.51322114,0.51614416,0.4922821,0.5343834
21683,2026-02,0,0.3640897755610973,,2.55,1.46,0.49913853,0.46365684,0.39910963,0.33748856
21684,2026-02,1,0.6618705035971223,,1.41,2.76,0.62576663,0.62438333,0.66435844,0.6583037
21685,2026-02,1,0.5134408602150538,,1.81,1.91,0.47616258,0.6243661,0.57563406,0.58135813
21686,2026-02,1,0.4973118279569893,,1.87,1.85,0.49585256,0.43323103,0.42006797,0.51815873
21687,2026-02,0,0.6327543424317617,,1.48,2.55,0.65028733,0.5705992,0.5595857,0.64976037
21688,2026-02,0,0.39845758354755784,,2.34,1.55,0.48741746,0.50182223,0.48543772,0.4078653
21689,2026-02,0,0.44327176781002636,,2.11,1.68,0.4758439,0.43655276,0.4423228,0.45225602
